target_N,n_lower_partners,band_width_start,band_width_final,band_width_ratio
77124608,1,0.06792157940998367,0.07030076298438148,0.9661570732180191
134561280,2,0.0649531869844524,0.06673829930377084,0.9732520555971438
287183360,3,0.05752196105871632,0.05921253129269877,0.9714491139447217
610488320,4,0.08948628209851694,0.22635108316400476,0.39534284902749434
