target_N,n_lower_partners,points_per_partner,band_width_start,band_width_final,band_width_ratio
77124608,1,8,0.06663071171878543,0.06894743329994579,0.9663987262429073
134561280,2,8,0.06495254072975731,0.06638706043442544,0.9783915766825512
287183360,3,8,0.062331702054608806,0.06415489091771054,0.9715814517487018
610488320,4,8,2.1447820505787263,2.21403143474891,0.9687224927869927
