scale,epoch,target_hp,source_config,source_hp,nll,rank
[8],90,"lr0.001,wd0.0",7,"lr=3e-04, wd=0.0",-2.4505,8
[8],90,"lr0.001,wd0.0",3,"lr=3e-05, wd=0.0",-2.4495,9
[8],90,"lr0.001,wd0.0",6,"lr=1e-04, wd=0.01",-2.4473,10
[8],90,"lr0.001,wd0.0",8,"lr=3e-04, wd=0.01",-2.4414,11
[8],90,"lr0.001,wd0.0",4,"lr=3e-05, wd=0.01",-2.4389,12
[8],90,"lr0.001,wd0.01",5,"lr=1e-04, wd=0.0",-3.7864,1
[8],90,"lr0.001,wd0.01",6,"lr=1e-04, wd=0.01",-3.7579,2
[8],90,"lr0.001,wd0.01",12,"lr=0.003, wd=0.01",-3.7301,3
[8],90,"lr0.001,wd0.01",10,"lr=0.001, wd=0.01",-3.7293,4
[8],90,"lr0.001,wd0.01",3,"lr=3e-05, wd=0.0",-3.6962,5
[8],90,"lr0.001,wd0.01",8,"lr=3e-04, wd=0.01",-3.6954,6
[8],90,"lr0.001,wd0.01",7,"lr=3e-04, wd=0.0",-3.6838,7
[8],90,"lr0.001,wd0.01",4,"lr=3e-05, wd=0.01",-3.671,8
[8],90,"lr0.001,wd0.01",11,"lr=0.003, wd=0.0",-3.6309,9
[8],90,"lr0.001,wd0.01",9,"lr=0.001, wd=0.0",-3.6037,10
[8],90,"lr0.001,wd0.01",1,"lr=1e-05, wd=0.0",-3.4959,11
[8],90,"lr0.001,wd0.01",2,"lr=1e-05, wd=0.01",-3.4939,12
[8],90,"lr0.003,wd0.0",2,"lr=1e-05, wd=0.01",-2.434,1
[8],90,"lr0.003,wd0.0",1,"lr=1e-05, wd=0.0",-2.4317,2
[8],90,"lr0.003,wd0.0",3,"lr=3e-05, wd=0.0",-2.3875,3
[8],90,"lr0.003,wd0.0",4,"lr=3e-05, wd=0.01",-2.376,4
[8],90,"lr0.003,wd0.0",5,"lr=1e-04, wd=0.0",-2.3757,5
[8],90,"lr0.003,wd0.0",6,"lr=1e-04, wd=0.01",-2.3689,6
[8],90,"lr0.003,wd0.0",12,"lr=0.003, wd=0.01",-2.365,7
[8],90,"lr0.003,wd0.0",11,"lr=0.003, wd=0.0",-2.328,8
[8],90,"lr0.003,wd0.0",8,"lr=3e-04, wd=0.01",-2.3212,9
[8],90,"lr0.003,wd0.0",7,"lr=3e-04, wd=0.0",-2.3104,10
[8],90,"lr0.003,wd0.0",10,"lr=0.001, wd=0.01",-2.305,11
[8],90,"lr0.003,wd0.0",9,"lr=0.001, wd=0.0",-2.2901,12
[8],90,"lr0.003,wd0.01",12,"lr=0.003, wd=0.01",-3.364,1
[8],90,"lr0.003,wd0.01",5,"lr=1e-04, wd=0.0",-3.3596,2
[8],90,"lr0.003,wd0.01",6,"lr=1e-04, wd=0.01",-3.3274,3
[8],90,"lr0.003,wd0.01",10,"lr=0.001, wd=0.01",-3.2907,4
[8],90,"lr0.003,wd0.01",3,"lr=3e-05, wd=0.0",-3.2812,5
[8],90,"lr0.003,wd0.01",8,"lr=3e-04, wd=0.01",-3.2705,6
[8],90,"lr0.003,wd0.01",7,"lr=3e-04, wd=0.0",-3.2595,7
[8],90,"lr0.003,wd0.01",4,"lr=3e-05, wd=0.01",-3.258,8
[8],90,"lr0.003,wd0.01",11,"lr=0.003, wd=0.0",-3.2258,9
[8],90,"lr0.003,wd0.01",9,"lr=0.001, wd=0.0",-3.1956,10
[8],90,"lr0.003,wd0.01",2,"lr=1e-05, wd=0.01",-3.1286,11
[8],90,"lr0.003,wd0.01",1,"lr=1e-05, wd=0.0",-3.1229,12
[16],0,"lr1e-05,wd0.0",3,"lr=3e-05, wd=0.0",-1.1246,1
[16],0,"lr1e-05,wd0.0",1,"lr=1e-05, wd=0.0",-1.1015,2
[16],0,"lr1e-05,wd0.0",4,"lr=3e-05, wd=0.01",-1.0049,3
[16],0,"lr1e-05,wd0.0",2,"lr=1e-05, wd=0.01",-0.9882,4
[16],0,"lr1e-05,wd0.0",5,"lr=1e-04, wd=0.0",-0.9589,5
[16],0,"lr1e-05,wd0.0",6,"lr=1e-04, wd=0.01",-0.9509,6
[16],0,"lr1e-05,wd0.0",7,"lr=3e-04, wd=0.0",-0.794,7
[16],0,"lr1e-05,wd0.0",8,"lr=3e-04, wd=0.01",-0.787,8
[16],0,"lr1e-05,wd0.0",12,"lr=0.003, wd=0.01",-0.7496,9
[16],0,"lr1e-05,wd0.0",10,"lr=0.001, wd=0.01",-0.7183,10
[16],0,"lr1e-05,wd0.0",9,"lr=0.001, wd=0.0",-0.7146,11
[16],0,"lr1e-05,wd0.0",11,"lr=0.003, wd=0.0",-0.6762,12
[16],0,"lr1e-05,wd0.01",1,"lr=1e-05, wd=0.0",-1.27,1
[16],0,"lr1e-05,wd0.01",3,"lr=3e-05, wd=0.0",-1.1665,2
[16],0,"lr1e-05,wd0.01",2,"lr=1e-05, wd=0.01",-1.1412,3
[16],0,"lr1e-05,wd0.01",4,"lr=3e-05, wd=0.01",-1.0567,4
[16],0,"lr1e-05,wd0.01",6,"lr=1e-04, wd=0.01",-0.9727,5
[16],0,"lr1e-05,wd0.01",5,"lr=1e-04, wd=0.0",-0.9663,6
[16],0,"lr1e-05,wd0.01",8,"lr=3e-04, wd=0.01",-0.7959,7
[16],0,"lr1e-05,wd0.01",7,"lr=3e-04, wd=0.0",-0.7886,8
[16],0,"lr1e-05,wd0.01",12,"lr=0.003, wd=0.01",-0.7498,9
[16],0,"lr1e-05,wd0.01",10,"lr=0.001, wd=0.01",-0.7218,10
[16],0,"lr1e-05,wd0.01",9,"lr=0.001, wd=0.0",-0.711,11
[16],0,"lr1e-05,wd0.01",11,"lr=0.003, wd=0.0",-0.6756,12
[16],0,"lr3e-05,wd0.0",3,"lr=3e-05, wd=0.0",-1.0569,1
[16],0,"lr3e-05,wd0.0",5,"lr=1e-04, wd=0.0",-0.9404,2
[16],0,"lr3e-05,wd0.0",4,"lr=3e-05, wd=0.01",-0.9315,3
[16],0,"lr3e-05,wd0.0",6,"lr=1e-04, wd=0.01",-0.9233,4
[16],0,"lr3e-05,wd0.0",1,"lr=1e-05, wd=0.0",-0.8625,5
[16],0,"lr3e-05,wd0.0",7,"lr=3e-04, wd=0.0",-0.8061,6
[16],0,"lr3e-05,wd0.0",8,"lr=3e-04, wd=0.01",-0.793,7
[16],0,"lr3e-05,wd0.0",2,"lr=1e-05, wd=0.01",-0.7874,8
[16],0,"lr3e-05,wd0.0",12,"lr=0.003, wd=0.01",-0.7691,9
[16],0,"lr3e-05,wd0.0",9,"lr=0.001, wd=0.0",-0.7332,10
[16],0,"lr3e-05,wd0.0",10,"lr=0.001, wd=0.01",-0.7307,11
[16],0,"lr3e-05,wd0.0",11,"lr=0.003, wd=0.0",-0.6984,12
[16],0,"lr3e-05,wd0.01",1,"lr=1e-05, wd=0.0",-1.1505,1
[16],0,"lr3e-05,wd0.01",3,"lr=3e-05, wd=0.0",-1.1473,2
[16],0,"lr3e-05,wd0.01",2,"lr=1e-05, wd=0.01",-1.0327,3
[16],0,"lr3e-05,wd0.01",4,"lr=3e-05, wd=0.01",-1.0258,4
[16],0,"lr3e-05,wd0.01",6,"lr=1e-04, wd=0.01",-0.9728,5
[16],0,"lr3e-05,wd0.01",5,"lr=1e-04, wd=0.0",-0.9722,6
[16],0,"lr3e-05,wd0.01",8,"lr=3e-04, wd=0.01",-0.822,7
[16],0,"lr3e-05,wd0.01",7,"lr=3e-04, wd=0.0",-0.8151,8
[16],0,"lr3e-05,wd0.01",12,"lr=0.003, wd=0.01",-0.7845,9
[16],0,"lr3e-05,wd0.01",10,"lr=0.001, wd=0.01",-0.7488,10
[16],0,"lr3e-05,wd0.01",9,"lr=0.001, wd=0.0",-0.7402,11
[16],0,"lr3e-05,wd0.01",11,"lr=0.003, wd=0.0",-0.7098,12
[16],0,"lr0.0001,wd0.0",3,"lr=3e-05, wd=0.0",-1.1121,1
[16],0,"lr0.0001,wd0.0",1,"lr=1e-05, wd=0.0",-1.009,2
[16],0,"lr0.0001,wd0.0",4,"lr=3e-05, wd=0.01",-0.983,3
[16],0,"lr0.0001,wd0.0",5,"lr=1e-04, wd=0.0",-0.9689,4
[16],0,"lr0.0001,wd0.0",6,"lr=1e-04, wd=0.01",-0.9544,5
[16],0,"lr0.0001,wd0.0",2,"lr=1e-05, wd=0.01",-0.9152,6
[16],0,"lr0.0001,wd0.0",7,"lr=3e-04, wd=0.0",-0.8466,7
[16],0,"lr0.0001,wd0.0",8,"lr=3e-04, wd=0.01",-0.8326,8
[16],0,"lr0.0001,wd0.0",12,"lr=0.003, wd=0.01",-0.8272,9
[16],0,"lr0.0001,wd0.0",9,"lr=0.001, wd=0.0",-0.7902,10
[16],0,"lr0.0001,wd0.0",10,"lr=0.001, wd=0.01",-0.775,11
[16],0,"lr0.0001,wd0.0",11,"lr=0.003, wd=0.0",-0.753,12
[16],0,"lr0.0001,wd0.01",3,"lr=3e-05, wd=0.0",-1.1297,1
[16],0,"lr0.0001,wd0.01",1,"lr=1e-05, wd=0.0",-1.0464,2
[16],0,"lr0.0001,wd0.01",4,"lr=3e-05, wd=0.01",-0.9962,3
[16],0,"lr0.0001,wd0.01",5,"lr=1e-04, wd=0.0",-0.9702,4
[16],0,"lr0.0001,wd0.01",6,"lr=1e-04, wd=0.01",-0.9641,5
[16],0,"lr0.0001,wd0.01",2,"lr=1e-05, wd=0.01",-0.9454,6
[16],0,"lr0.0001,wd0.01",8,"lr=3e-04, wd=0.01",-0.8434,7
[16],0,"lr0.0001,wd0.01",7,"lr=3e-04, wd=0.0",-0.8354,8
[16],0,"lr0.0001,wd0.01",12,"lr=0.003, wd=0.01",-0.8341,9
[16],0,"lr0.0001,wd0.01",10,"lr=0.001, wd=0.01",-0.7838,10
[16],0,"lr0.0001,wd0.01",9,"lr=0.001, wd=0.0",-0.7761,11
[16],0,"lr0.0001,wd0.01",11,"lr=0.003, wd=0.0",-0.7451,12
[16],0,"lr0.0003,wd0.0",1,"lr=1e-05, wd=0.0",-1.241,1
[16],0,"lr0.0003,wd0.0",3,"lr=3e-05, wd=0.0",-1.1914,2
[16],0,"lr0.0003,wd0.0",2,"lr=1e-05, wd=0.01",-1.1162,3
[16],0,"lr0.0003,wd0.0",4,"lr=3e-05, wd=0.01",-1.0596,4
[16],0,"lr0.0003,wd0.0",5,"lr=1e-04, wd=0.0",-0.9966,5
[16],0,"lr0.0003,wd0.0",6,"lr=1e-04, wd=0.01",-0.9888,6
[16],0,"lr0.0003,wd0.0",12,"lr=0.003, wd=0.01",-0.8898,7
[16],0,"lr0.0003,wd0.0",7,"lr=3e-04, wd=0.0",-0.8691,8
[16],0,"lr0.0003,wd0.0",8,"lr=3e-04, wd=0.01",-0.8588,9
[16],0,"lr0.0003,wd0.0",9,"lr=0.001, wd=0.0",-0.8368,10
[16],0,"lr0.0003,wd0.0",11,"lr=0.003, wd=0.0",-0.8302,11
[16],0,"lr0.0003,wd0.0",10,"lr=0.001, wd=0.01",-0.8168,12
[16],0,"lr0.0003,wd0.01",3,"lr=3e-05, wd=0.0",-1.1325,1
[16],0,"lr0.0003,wd0.01",1,"lr=1e-05, wd=0.0",-1.0294,2
[16],0,"lr0.0003,wd0.01",4,"lr=3e-05, wd=0.01",-0.9901,3
[16],0,"lr0.0003,wd0.01",5,"lr=1e-04, wd=0.0",-0.9716,4
[16],0,"lr0.0003,wd0.01",6,"lr=1e-04, wd=0.01",-0.9602,5
[16],0,"lr0.0003,wd0.01",2,"lr=1e-05, wd=0.01",-0.9353,6
[16],0,"lr0.0003,wd0.01",12,"lr=0.003, wd=0.01",-0.8905,7
[16],0,"lr0.0003,wd0.01",8,"lr=3e-04, wd=0.01",-0.8482,8
[16],0,"lr0.0003,wd0.01",7,"lr=3e-04, wd=0.0",-0.8435,9
[16],0,"lr0.0003,wd0.01",10,"lr=0.001, wd=0.01",-0.813,10
[16],0,"lr0.0003,wd0.01",9,"lr=0.001, wd=0.0",-0.8067,11
[16],0,"lr0.0003,wd0.01",11,"lr=0.003, wd=0.0",-0.7992,12
[16],0,"lr0.001,wd0.0",1,"lr=1e-05, wd=0.0",-1.2665,1
[16],0,"lr0.001,wd0.0",3,"lr=3e-05, wd=0.0",-1.2028,2
[16],0,"lr0.001,wd0.0",2,"lr=1e-05, wd=0.01",-1.1406,3
[16],0,"lr0.001,wd0.0",4,"lr=3e-05, wd=0.01",-1.0691,4
[16],0,"lr0.001,wd0.0",5,"lr=1e-04, wd=0.0",-0.9978,5
[16],0,"lr0.001,wd0.0",6,"lr=1e-04, wd=0.01",-0.9913,6
[16],0,"lr0.001,wd0.0",12,"lr=0.003, wd=0.01",-0.9499,7
[16],0,"lr0.001,wd0.0",11,"lr=0.003, wd=0.0",-0.8868,8
[16],0,"lr0.001,wd0.0",7,"lr=3e-04, wd=0.0",-0.8606,9
[16],0,"lr0.001,wd0.0",8,"lr=3e-04, wd=0.01",-0.8515,10
[16],0,"lr0.001,wd0.0",9,"lr=0.001, wd=0.0",-0.8452,11
[16],0,"lr0.001,wd0.0",10,"lr=0.001, wd=0.01",-0.8314,12
[16],0,"lr0.001,wd0.01",3,"lr=3e-05, wd=0.0",-1.1411,1
[16],0,"lr0.001,wd0.01",1,"lr=1e-05, wd=0.0",-1.0587,2
[16],0,"lr0.001,wd0.01",4,"lr=3e-05, wd=0.01",-0.9932,3
[16],0,"lr0.001,wd0.01",5,"lr=1e-04, wd=0.0",-0.9773,4
[16],0,"lr0.001,wd0.01",2,"lr=1e-05, wd=0.01",-0.9633,5
[16],0,"lr0.001,wd0.01",6,"lr=1e-04, wd=0.01",-0.962,6
[16],0,"lr0.001,wd0.01",12,"lr=0.003, wd=0.01",-0.9504,7
[16],0,"lr0.001,wd0.01",11,"lr=0.003, wd=0.0",-0.85,8
[16],0,"lr0.001,wd0.01",7,"lr=3e-04, wd=0.0",-0.844,9
[16],0,"lr0.001,wd0.01",8,"lr=3e-04, wd=0.01",-0.841,10
[16],0,"lr0.001,wd0.01",10,"lr=0.001, wd=0.01",-0.827,11
[16],0,"lr0.001,wd0.01",9,"lr=0.001, wd=0.0",-0.8169,12
[16],0,"lr0.003,wd0.0",1,"lr=1e-05, wd=0.0",-1.1834,1
[16],0,"lr0.003,wd0.0",3,"lr=3e-05, wd=0.0",-1.1671,2
[16],0,"lr0.003,wd0.0",2,"lr=1e-05, wd=0.01",-1.0705,3
[16],0,"lr0.003,wd0.0",4,"lr=3e-05, wd=0.01",-1.0342,4
[16],0,"lr0.003,wd0.0",5,"lr=1e-04, wd=0.0",-0.9865,5
[16],0,"lr0.003,wd0.0",6,"lr=1e-04, wd=0.01",-0.977,6
[16],0,"lr0.003,wd0.0",12,"lr=0.003, wd=0.01",-0.9714,7
[16],0,"lr0.003,wd0.0",11,"lr=0.003, wd=0.0",-0.8914,8
[16],0,"lr0.003,wd0.0",7,"lr=3e-04, wd=0.0",-0.8427,9
[16],0,"lr0.003,wd0.0",8,"lr=3e-04, wd=0.01",-0.833,10
[16],0,"lr0.003,wd0.0",9,"lr=0.001, wd=0.0",-0.8248,11
[16],0,"lr0.003,wd0.0",10,"lr=0.001, wd=0.01",-0.8224,12
[16],0,"lr0.003,wd0.01",3,"lr=3e-05, wd=0.0",-1.1352,1
[16],0,"lr0.003,wd0.01",1,"lr=1e-05, wd=0.0",-1.0756,2
[16],0,"lr0.003,wd0.01",4,"lr=3e-05, wd=0.01",-0.9906,3
[16],0,"lr0.003,wd0.01",2,"lr=1e-05, wd=0.01",-0.9783,4
[16],0,"lr0.003,wd0.01",5,"lr=1e-04, wd=0.0",-0.9779,5
[16],0,"lr0.003,wd0.01",12,"lr=0.003, wd=0.01",-0.9717,6
[16],0,"lr0.003,wd0.01",6,"lr=1e-04, wd=0.01",-0.9623,7
[16],0,"lr0.003,wd0.01",11,"lr=0.003, wd=0.0",-0.8606,8
[16],0,"lr0.003,wd0.01",7,"lr=3e-04, wd=0.0",-0.8371,9
[16],0,"lr0.003,wd0.01",8,"lr=3e-04, wd=0.01",-0.8287,10
[16],0,"lr0.003,wd0.01",10,"lr=0.001, wd=0.01",-0.8194,11
[16],0,"lr0.003,wd0.01",9,"lr=0.001, wd=0.0",-0.8074,12
[16],5,"lr1e-05,wd0.0",5,"lr=1e-04, wd=0.0",-2.3015,1
[16],5,"lr1e-05,wd0.0",6,"lr=1e-04, wd=0.01",-2.0905,2
[16],5,"lr1e-05,wd0.0",7,"lr=3e-04, wd=0.0",-1.8235,3
[16],5,"lr1e-05,wd0.0",8,"lr=3e-04, wd=0.01",-1.7592,4
[16],5,"lr1e-05,wd0.0",9,"lr=0.001, wd=0.0",-1.6975,5
[16],5,"lr1e-05,wd0.0",3,"lr=3e-05, wd=0.0",-1.6944,6
[16],5,"lr1e-05,wd0.0",11,"lr=0.003, wd=0.0",-1.6731,7
[16],5,"lr1e-05,wd0.0",4,"lr=3e-05, wd=0.01",-1.6031,8
[16],5,"lr1e-05,wd0.0",10,"lr=0.001, wd=0.01",-1.5394,9
[16],5,"lr1e-05,wd0.0",2,"lr=1e-05, wd=0.01",-1.3429,10
[16],5,"lr1e-05,wd0.0",12,"lr=0.003, wd=0.01",-1.3394,11
[16],5,"lr1e-05,wd0.0",1,"lr=1e-05, wd=0.0",-1.2742,12
[16],5,"lr1e-05,wd0.01",5,"lr=1e-04, wd=0.0",-2.5368,1
[16],5,"lr1e-05,wd0.01",6,"lr=1e-04, wd=0.01",-2.2676,2
[16],5,"lr1e-05,wd0.01",7,"lr=3e-04, wd=0.0",-1.9198,3
[16],5,"lr1e-05,wd0.01",3,"lr=3e-05, wd=0.0",-1.8274,4
[16],5,"lr1e-05,wd0.01",8,"lr=3e-04, wd=0.01",-1.8247,5
[16],5,"lr1e-05,wd0.01",9,"lr=0.001, wd=0.0",-1.7648,6
[16],5,"lr1e-05,wd0.01",11,"lr=0.003, wd=0.0",-1.7167,7
[16],5,"lr1e-05,wd0.01",4,"lr=3e-05, wd=0.01",-1.7118,8
[16],5,"lr1e-05,wd0.01",10,"lr=0.001, wd=0.01",-1.5975,9
[16],5,"lr1e-05,wd0.01",12,"lr=0.003, wd=0.01",-1.3828,10
[16],5,"lr1e-05,wd0.01",2,"lr=1e-05, wd=0.01",-1.3012,11
[16],5,"lr1e-05,wd0.01",1,"lr=1e-05, wd=0.0",-1.2911,12
[16],5,"lr3e-05,wd0.0",7,"lr=3e-04, wd=0.0",-1.947,1
[16],5,"lr3e-05,wd0.0",9,"lr=0.001, wd=0.0",-1.9461,2
[16],5,"lr3e-05,wd0.0",8,"lr=3e-04, wd=0.01",-1.9313,3
[16],5,"lr3e-05,wd0.0",5,"lr=1e-04, wd=0.0",-1.8647,4
[16],5,"lr3e-05,wd0.0",11,"lr=0.003, wd=0.0",-1.8017,5
[16],5,"lr3e-05,wd0.0",6,"lr=1e-04, wd=0.01",-1.753,6
[16],5,"lr3e-05,wd0.0",10,"lr=0.001, wd=0.01",-1.6794,7
[16],5,"lr3e-05,wd0.0",3,"lr=3e-05, wd=0.0",-1.503,8
[16],5,"lr3e-05,wd0.0",4,"lr=3e-05, wd=0.01",-1.4222,9
[16],5,"lr3e-05,wd0.0",12,"lr=0.003, wd=0.01",-1.3701,10
[16],5,"lr3e-05,wd0.0",1,"lr=1e-05, wd=0.0",-1.3144,11
[16],5,"lr3e-05,wd0.0",2,"lr=1e-05, wd=0.01",-1.277,12
[16],5,"lr3e-05,wd0.01",7,"lr=3e-04, wd=0.0",-2.3672,1
[16],5,"lr3e-05,wd0.01",8,"lr=3e-04, wd=0.01",-2.3495,2
[16],5,"lr3e-05,wd0.01",9,"lr=0.001, wd=0.0",-2.281,3
[16],5,"lr3e-05,wd0.01",5,"lr=1e-04, wd=0.0",-2.1452,4
[16],5,"lr3e-05,wd0.01",11,"lr=0.003, wd=0.0",-2.0778,5
[16],5,"lr3e-05,wd0.01",6,"lr=1e-04, wd=0.01",-2.0332,6
[16],5,"lr3e-05,wd0.01",10,"lr=0.001, wd=0.01",-1.9151,7
[16],5,"lr3e-05,wd0.01",3,"lr=3e-05, wd=0.0",-1.6268,8
[16],5,"lr3e-05,wd0.01",4,"lr=3e-05, wd=0.01",-1.5492,9
[16],5,"lr3e-05,wd0.01",12,"lr=0.003, wd=0.01",-1.5052,10
[16],5,"lr3e-05,wd0.01",1,"lr=1e-05, wd=0.0",-1.415,11
[16],5,"lr3e-05,wd0.01",2,"lr=1e-05, wd=0.01",-1.3843,12
[16],5,"lr0.0001,wd0.0",9,"lr=0.001, wd=0.0",-1.9787,1
[16],5,"lr0.0001,wd0.0",7,"lr=3e-04, wd=0.0",-1.9545,2
[16],5,"lr0.0001,wd0.0",11,"lr=0.003, wd=0.0",-1.8572,3
[16],5,"lr0.0001,wd0.0",8,"lr=3e-04, wd=0.01",-1.7915,4
[16],5,"lr0.0001,wd0.0",6,"lr=1e-04, wd=0.01",-1.6246,5
[16],5,"lr0.0001,wd0.0",5,"lr=1e-04, wd=0.0",-1.6089,6
[16],5,"lr0.0001,wd0.0",10,"lr=0.001, wd=0.01",-1.5213,7
[16],5,"lr0.0001,wd0.0",12,"lr=0.003, wd=0.01",-1.3672,8
[16],5,"lr0.0001,wd0.0",3,"lr=3e-05, wd=0.0",-1.3551,9
[16],5,"lr0.0001,wd0.0",4,"lr=3e-05, wd=0.01",-1.2828,10
[16],5,"lr0.0001,wd0.0",1,"lr=1e-05, wd=0.0",-1.2199,11
[16],5,"lr0.0001,wd0.0",2,"lr=1e-05, wd=0.01",-1.1971,12
[16],5,"lr0.0001,wd0.01",9,"lr=0.001, wd=0.0",-2.3038,1
[16],5,"lr0.0001,wd0.01",11,"lr=0.003, wd=0.0",-2.1642,2
[16],5,"lr0.0001,wd0.01",7,"lr=3e-04, wd=0.0",-2.0891,3
[16],5,"lr0.0001,wd0.01",8,"lr=3e-04, wd=0.01",-2.0043,4
[16],5,"lr0.0001,wd0.01",10,"lr=0.001, wd=0.01",-1.8468,5
[16],5,"lr0.0001,wd0.01",5,"lr=1e-04, wd=0.0",-1.8217,6
[16],5,"lr0.0001,wd0.01",6,"lr=1e-04, wd=0.01",-1.803,7
[16],5,"lr0.0001,wd0.01",12,"lr=0.003, wd=0.01",-1.5667,8
[16],5,"lr0.0001,wd0.01",3,"lr=3e-05, wd=0.0",-1.464,9
[16],5,"lr0.0001,wd0.01",4,"lr=3e-05, wd=0.01",-1.3978,10
[16],5,"lr0.0001,wd0.01",1,"lr=1e-05, wd=0.0",-1.3301,11
[16],5,"lr0.0001,wd0.01",2,"lr=1e-05, wd=0.01",-1.3147,12
[16],5,"lr0.0003,wd0.0",9,"lr=0.001, wd=0.0",-1.7174,1
[16],5,"lr0.0003,wd0.0",11,"lr=0.003, wd=0.0",-1.6999,2
[16],5,"lr0.0003,wd0.0",7,"lr=3e-04, wd=0.0",-1.6629,3
[16],5,"lr0.0003,wd0.0",8,"lr=3e-04, wd=0.01",-1.5512,4
[16],5,"lr0.0003,wd0.0",10,"lr=0.001, wd=0.01",-1.4019,5
[16],5,"lr0.0003,wd0.0",5,"lr=1e-04, wd=0.0",-1.3702,6
[16],5,"lr0.0003,wd0.0",6,"lr=1e-04, wd=0.01",-1.3387,7
[16],5,"lr0.0003,wd0.0",12,"lr=0.003, wd=0.01",-1.2894,8
[16],5,"lr0.0003,wd0.0",3,"lr=3e-05, wd=0.0",-1.1454,9
[16],5,"lr0.0003,wd0.0",4,"lr=3e-05, wd=0.01",-1.0995,10
[16],5,"lr0.0003,wd0.0",1,"lr=1e-05, wd=0.0",-1.0682,11
[16],5,"lr0.0003,wd0.0",2,"lr=1e-05, wd=0.01",-1.0552,12
[16],5,"lr0.0003,wd0.01",9,"lr=0.001, wd=0.0",-2.2156,1
[16],5,"lr0.0003,wd0.01",11,"lr=0.003, wd=0.0",-2.163,2
[16],5,"lr0.0003,wd0.01",7,"lr=3e-04, wd=0.0",-1.9341,3
[16],5,"lr0.0003,wd0.01",8,"lr=3e-04, wd=0.01",-1.8358,4
[16],5,"lr0.0003,wd0.01",10,"lr=0.001, wd=0.01",-1.819,5
[16],5,"lr0.0003,wd0.01",6,"lr=1e-04, wd=0.01",-1.5808,6
[16],5,"lr0.0003,wd0.01",5,"lr=1e-04, wd=0.0",-1.5751,7
[16],5,"lr0.0003,wd0.01",12,"lr=0.003, wd=0.01",-1.57,8
[16],5,"lr0.0003,wd0.01",3,"lr=3e-05, wd=0.0",-1.3121,9
[16],5,"lr0.0003,wd0.01",1,"lr=1e-05, wd=0.0",-1.2787,10
[16],5,"lr0.0003,wd0.01",2,"lr=1e-05, wd=0.01",-1.2774,11
[16],5,"lr0.0003,wd0.01",4,"lr=3e-05, wd=0.01",-1.2733,12
[16],5,"lr0.001,wd0.0",11,"lr=0.003, wd=0.0",-1.6299,1
[16],5,"lr0.001,wd0.0",9,"lr=0.001, wd=0.0",-1.6017,2
[16],5,"lr0.001,wd0.0",7,"lr=3e-04, wd=0.0",-1.448,3
[16],5,"lr0.001,wd0.0",8,"lr=3e-04, wd=0.01",-1.3489,4
[16],5,"lr0.001,wd0.0",10,"lr=0.001, wd=0.01",-1.2985,5
[16],5,"lr0.001,wd0.0",12,"lr=0.003, wd=0.01",-1.1688,6
[16],5,"lr0.001,wd0.0",5,"lr=1e-04, wd=0.0",-1.1401,7
[16],5,"lr0.001,wd0.0",6,"lr=1e-04, wd=0.01",-1.1367,8
[16],5,"lr0.001,wd0.0",3,"lr=3e-05, wd=0.0",-0.9703,9
[16],5,"lr0.001,wd0.0",1,"lr=1e-05, wd=0.0",-0.953,10
[16],5,"lr0.001,wd0.0",2,"lr=1e-05, wd=0.01",-0.952,11
[16],5,"lr0.001,wd0.0",4,"lr=3e-05, wd=0.01",-0.9506,12
[16],5,"lr0.001,wd0.01",9,"lr=0.001, wd=0.0",-2.2553,1
[16],5,"lr0.001,wd0.01",11,"lr=0.003, wd=0.0",-2.2484,2
[16],5,"lr0.001,wd0.01",10,"lr=0.001, wd=0.01",-1.5982,3
[16],5,"lr0.001,wd0.01",7,"lr=3e-04, wd=0.0",-1.5781,4
[16],5,"lr0.001,wd0.01",12,"lr=0.003, wd=0.01",-1.4319,5
[16],5,"lr0.001,wd0.01",8,"lr=3e-04, wd=0.01",-1.4255,6
[16],5,"lr0.001,wd0.01",5,"lr=1e-04, wd=0.0",-1.1705,7
[16],5,"lr0.001,wd0.01",6,"lr=1e-04, wd=0.01",-1.1546,8
[16],5,"lr0.001,wd0.01",3,"lr=3e-05, wd=0.0",-0.98,9
[16],5,"lr0.001,wd0.01",1,"lr=1e-05, wd=0.0",-0.9796,10
[16],5,"lr0.001,wd0.01",2,"lr=1e-05, wd=0.01",-0.9772,11
[16],5,"lr0.001,wd0.01",4,"lr=3e-05, wd=0.01",-0.9693,12
[16],5,"lr0.003,wd0.0",11,"lr=0.003, wd=0.0",-1.6887,1
[16],5,"lr0.003,wd0.0",9,"lr=0.001, wd=0.0",-1.6389,2
[16],5,"lr0.003,wd0.0",7,"lr=3e-04, wd=0.0",-1.3208,3
[16],5,"lr0.003,wd0.0",10,"lr=0.001, wd=0.01",-1.2543,4
[16],5,"lr0.003,wd0.0",8,"lr=3e-04, wd=0.01",-1.22,5
[16],5,"lr0.003,wd0.0",12,"lr=0.003, wd=0.01",-1.112,6
[16],5,"lr0.003,wd0.0",5,"lr=1e-04, wd=0.0",-1.029,7
[16],5,"lr0.003,wd0.0",6,"lr=1e-04, wd=0.01",-1.0187,8
[16],5,"lr0.003,wd0.0",3,"lr=3e-05, wd=0.0",-0.8733,9
[16],5,"lr0.003,wd0.0",4,"lr=3e-05, wd=0.01",-0.8542,10
[16],5,"lr0.003,wd0.0",1,"lr=1e-05, wd=0.0",-0.8371,11
