scale,epoch,target_hp,source_config,source_hp,nll,rank
[16],10,"lr0.0001,wd0.0",3,"lr=3e-05, wd=0.0",3027323840.3862,9
[16],10,"lr0.0001,wd0.0",4,"lr=3e-05, wd=0.01",3528675186.7143,10
[16],10,"lr0.0001,wd0.0",1,"lr=1e-05, wd=0.0",3782788567.8736,11
[16],10,"lr0.0001,wd0.0",2,"lr=1e-05, wd=0.01",4022755287.8428,12
[16],10,"lr0.0001,wd0.01",5,"lr=1e-04, wd=0.0",1087994.2241,1
[16],10,"lr0.0001,wd0.01",6,"lr=1e-04, wd=0.01",3125359.5514,2
[16],10,"lr0.0001,wd0.01",10,"lr=0.001, wd=0.01",5473816.7228,3
[16],10,"lr0.0001,wd0.01",8,"lr=3e-04, wd=0.01",293277545.2532,4
[16],10,"lr0.0001,wd0.01",3,"lr=3e-05, wd=0.0",303411709.047,5
[16],10,"lr0.0001,wd0.01",1,"lr=1e-05, wd=0.0",310779283.6059,6
[16],10,"lr0.0001,wd0.01",2,"lr=1e-05, wd=0.01",320311928.0936,7
[16],10,"lr0.0001,wd0.01",4,"lr=3e-05, wd=0.01",393975907.7618,8
[16],10,"lr0.0001,wd0.01",9,"lr=0.001, wd=0.0",487902123.7909,9
[16],10,"lr0.0001,wd0.01",12,"lr=0.003, wd=0.01",656263971.6181,10
[16],10,"lr0.0001,wd0.01",11,"lr=0.003, wd=0.0",662621688.433,11
[16],10,"lr0.0001,wd0.01",7,"lr=3e-04, wd=0.0",669915982.2925,12
[16],10,"lr0.0003,wd0.0",11,"lr=0.003, wd=0.0",5863074398.9848,1
[16],10,"lr0.0003,wd0.0",9,"lr=0.001, wd=0.0",6398829725.8542,2
[16],10,"lr0.0003,wd0.0",7,"lr=3e-04, wd=0.0",6587125660.7128,3
[16],10,"lr0.0003,wd0.0",8,"lr=3e-04, wd=0.01",7814165067.389,4
[16],10,"lr0.0003,wd0.0",10,"lr=0.001, wd=0.01",9049117287.6621,5
[16],10,"lr0.0003,wd0.0",5,"lr=1e-04, wd=0.0",10078770782.0808,6
[16],10,"lr0.0003,wd0.0",6,"lr=1e-04, wd=0.01",10099158721.7712,7
[16],10,"lr0.0003,wd0.0",12,"lr=0.003, wd=0.01",11877439312.0148,8
[16],10,"lr0.0003,wd0.0",3,"lr=3e-05, wd=0.0",14420279112.2611,9
[16],10,"lr0.0003,wd0.0",4,"lr=3e-05, wd=0.01",15267107728.9357,10
[16],10,"lr0.0003,wd0.0",1,"lr=1e-05, wd=0.0",16397660362.0447,11
[16],10,"lr0.0003,wd0.0",2,"lr=1e-05, wd=0.01",16615837961.2441,12
[16],10,"lr0.0003,wd0.01",6,"lr=1e-04, wd=0.01",638863.9912,1
[16],10,"lr0.0003,wd0.01",5,"lr=1e-04, wd=0.0",5817465.897,2
[16],10,"lr0.0003,wd0.01",10,"lr=0.001, wd=0.01",59195684.6023,3
[16],10,"lr0.0003,wd0.01",12,"lr=0.003, wd=0.01",86705635.3854,4
[16],10,"lr0.0003,wd0.01",8,"lr=3e-04, wd=0.01",246517026.8094,5
[16],10,"lr0.0003,wd0.01",2,"lr=1e-05, wd=0.01",304012359.0799,6
[16],10,"lr0.0003,wd0.01",1,"lr=1e-05, wd=0.0",328833148.9226,7
[16],10,"lr0.0003,wd0.01",3,"lr=3e-05, wd=0.0",374998900.084,8
[16],10,"lr0.0003,wd0.01",4,"lr=3e-05, wd=0.01",391921813.4096,9
[16],10,"lr0.0003,wd0.01",7,"lr=3e-04, wd=0.0",551364929.5732,10
[16],10,"lr0.0003,wd0.01",9,"lr=0.001, wd=0.0",672479318.0997,11
[16],10,"lr0.0003,wd0.01",11,"lr=0.003, wd=0.0",998604652.7028,12
[16],10,"lr0.001,wd0.0",11,"lr=0.003, wd=0.0",7460949384.5875,1
[16],10,"lr0.001,wd0.0",9,"lr=0.001, wd=0.0",8507751132.6502,2
[16],10,"lr0.001,wd0.0",7,"lr=3e-04, wd=0.0",9070311781.3085,3
[16],10,"lr0.001,wd0.0",8,"lr=3e-04, wd=0.01",10252588900.0067,4
[16],10,"lr0.001,wd0.0",10,"lr=0.001, wd=0.01",10877028662.7431,5
[16],10,"lr0.001,wd0.0",5,"lr=1e-04, wd=0.0",12501604741.5255,6
[16],10,"lr0.001,wd0.0",6,"lr=1e-04, wd=0.01",12695896567.781,7
[16],10,"lr0.001,wd0.0",12,"lr=0.003, wd=0.01",12854105418.0581,8
[16],10,"lr0.001,wd0.0",3,"lr=3e-05, wd=0.0",16936569239.6357,9
[16],10,"lr0.001,wd0.0",4,"lr=3e-05, wd=0.01",17568091744.8302,10
[16],10,"lr0.001,wd0.0",1,"lr=1e-05, wd=0.0",17664805942.797,11
[16],10,"lr0.001,wd0.0",2,"lr=1e-05, wd=0.01",17880477066.2261,12
[16],10,"lr0.001,wd0.01",3,"lr=3e-05, wd=0.0",9804882.591,1
[16],10,"lr0.001,wd0.01",4,"lr=3e-05, wd=0.01",11732812.2187,2
[16],10,"lr0.001,wd0.01",12,"lr=0.003, wd=0.01",24000222.0195,3
[16],10,"lr0.001,wd0.01",1,"lr=1e-05, wd=0.0",126473472.2457,4
[16],10,"lr0.001,wd0.01",2,"lr=1e-05, wd=0.01",144455909.498,5
[16],10,"lr0.001,wd0.01",10,"lr=0.001, wd=0.01",688329639.5431,6
[16],10,"lr0.001,wd0.01",6,"lr=1e-04, wd=0.01",737183766.6189,7
[16],10,"lr0.001,wd0.01",5,"lr=1e-04, wd=0.0",751796963.3219,8
[16],10,"lr0.001,wd0.01",8,"lr=3e-04, wd=0.01",1504205807.8664,9
[16],10,"lr0.001,wd0.01",9,"lr=0.001, wd=0.0",1730462557.3102,10
[16],10,"lr0.001,wd0.01",7,"lr=3e-04, wd=0.0",2095115114.3854,11
[16],10,"lr0.001,wd0.01",11,"lr=0.003, wd=0.0",2512143151.3032,12
[16],10,"lr0.003,wd0.0",11,"lr=0.003, wd=0.0",2933434073.3307,1
[16],10,"lr0.003,wd0.0",9,"lr=0.001, wd=0.0",3623545228.5335,2
[16],10,"lr0.003,wd0.0",7,"lr=3e-04, wd=0.0",3842838783.624,3
[16],10,"lr0.003,wd0.0",8,"lr=3e-04, wd=0.01",4551183694.4182,4
[16],10,"lr0.003,wd0.0",10,"lr=0.001, wd=0.01",5118111717.0399,5
[16],10,"lr0.003,wd0.0",5,"lr=1e-04, wd=0.0",6091777562.7342,6
[16],10,"lr0.003,wd0.0",6,"lr=1e-04, wd=0.01",6170159956.596,7
[16],10,"lr0.003,wd0.0",12,"lr=0.003, wd=0.01",6918232823.7438,8
[16],10,"lr0.003,wd0.0",1,"lr=1e-05, wd=0.0",8901940751.478,9
[16],10,"lr0.003,wd0.0",2,"lr=1e-05, wd=0.01",8994890756.9357,10
[16],10,"lr0.003,wd0.0",3,"lr=3e-05, wd=0.0",9690263018.2938,11
[16],10,"lr0.003,wd0.0",4,"lr=3e-05, wd=0.01",9972852655.9454,12
[16],10,"lr0.003,wd0.01",4,"lr=3e-05, wd=0.01",83695395.497,1
[16],10,"lr0.003,wd0.01",3,"lr=3e-05, wd=0.0",234326452.0744,2
[16],10,"lr0.003,wd0.01",1,"lr=1e-05, wd=0.0",296513878.3077,3
[16],10,"lr0.003,wd0.01",12,"lr=0.003, wd=0.01",431134391.6845,4
[16],10,"lr0.003,wd0.01",2,"lr=1e-05, wd=0.01",437972074.7231,5
[16],10,"lr0.003,wd0.01",5,"lr=1e-04, wd=0.0",600233284.934,6
[16],10,"lr0.003,wd0.01",6,"lr=1e-04, wd=0.01",683687286.1666,7
[16],10,"lr0.003,wd0.01",10,"lr=0.001, wd=0.01",2888200675.0038,8
[16],10,"lr0.003,wd0.01",8,"lr=3e-04, wd=0.01",3480611666.2193,9
[16],10,"lr0.003,wd0.01",9,"lr=0.001, wd=0.0",4248916991.505,10
[16],10,"lr0.003,wd0.01",7,"lr=3e-04, wd=0.0",4754956358.1021,11
[16],10,"lr0.003,wd0.01",11,"lr=0.003, wd=0.0",5710728352.2987,12
[16],20,"lr1e-05,wd0.0",4,"lr=3e-05, wd=0.01",579932.1125,1
[16],20,"lr1e-05,wd0.0",11,"lr=0.003, wd=0.0",6137985.7081,2
[16],20,"lr1e-05,wd0.0",10,"lr=0.001, wd=0.01",19822309.9249,3
[16],20,"lr1e-05,wd0.0",3,"lr=3e-05, wd=0.0",21603890.8165,4
[16],20,"lr1e-05,wd0.0",9,"lr=0.001, wd=0.0",38617287.1454,5
[16],20,"lr1e-05,wd0.0",2,"lr=1e-05, wd=0.01",157865678.1911,6
[16],20,"lr1e-05,wd0.0",1,"lr=1e-05, wd=0.0",194284257.2003,7
[16],20,"lr1e-05,wd0.0",12,"lr=0.003, wd=0.01",453833097.9766,8
[16],20,"lr1e-05,wd0.0",8,"lr=3e-04, wd=0.01",765584121.6231,9
[16],20,"lr1e-05,wd0.0",7,"lr=3e-04, wd=0.0",1042370138.7008,10
[16],20,"lr1e-05,wd0.0",6,"lr=1e-04, wd=0.01",1294530649.3687,11
[16],20,"lr1e-05,wd0.0",5,"lr=1e-04, wd=0.0",1345401404.0602,12
[16],20,"lr1e-05,wd0.01",3,"lr=3e-05, wd=0.0",49603438.3645,1
[16],20,"lr1e-05,wd0.01",9,"lr=0.001, wd=0.0",64349515.7457,2
[16],20,"lr1e-05,wd0.01",11,"lr=0.003, wd=0.0",100975578.7487,3
[16],20,"lr1e-05,wd0.01",4,"lr=3e-05, wd=0.01",120663396.092,4
[16],20,"lr1e-05,wd0.01",8,"lr=3e-04, wd=0.01",180688543.1914,5
[16],20,"lr1e-05,wd0.01",7,"lr=3e-04, wd=0.0",210759314.871,6
[16],20,"lr1e-05,wd0.01",10,"lr=0.001, wd=0.01",397249096.362,7
[16],20,"lr1e-05,wd0.01",2,"lr=1e-05, wd=0.01",540398012.172,8
[16],20,"lr1e-05,wd0.01",5,"lr=1e-04, wd=0.0",620025709.6795,9
[16],20,"lr1e-05,wd0.01",1,"lr=1e-05, wd=0.0",667344736.1414,10
[16],20,"lr1e-05,wd0.01",6,"lr=1e-04, wd=0.01",690512920.4778,11
[16],20,"lr1e-05,wd0.01",12,"lr=0.003, wd=0.01",1500550783.6166,12
[16],20,"lr3e-05,wd0.0",1,"lr=1e-05, wd=0.0",53141187.7906,1
[16],20,"lr3e-05,wd0.0",6,"lr=1e-04, wd=0.01",54642441.0203,2
[16],20,"lr3e-05,wd0.0",11,"lr=0.003, wd=0.0",61062566.6172,3
[16],20,"lr3e-05,wd0.0",10,"lr=0.001, wd=0.01",83132243.3895,4
[16],20,"lr3e-05,wd0.0",2,"lr=1e-05, wd=0.01",89265221.6403,5
[16],20,"lr3e-05,wd0.0",5,"lr=1e-04, wd=0.0",100566143.6277,6
[16],20,"lr3e-05,wd0.0",3,"lr=3e-05, wd=0.0",164518622.9559,7
[16],20,"lr3e-05,wd0.0",9,"lr=0.001, wd=0.0",171837210.2902,8
[16],20,"lr3e-05,wd0.0",4,"lr=3e-05, wd=0.01",210428417.6726,9
[16],20,"lr3e-05,wd0.0",8,"lr=3e-04, wd=0.01",225385179.6712,10
[16],20,"lr3e-05,wd0.0",12,"lr=0.003, wd=0.01",598383424.039,11
[16],20,"lr3e-05,wd0.0",7,"lr=3e-04, wd=0.0",601855559.7657,12
[16],20,"lr3e-05,wd0.01",2,"lr=1e-05, wd=0.01",2939314.4907,1
[16],20,"lr3e-05,wd0.01",1,"lr=1e-05, wd=0.0",5600192.0223,2
[16],20,"lr3e-05,wd0.01",10,"lr=0.001, wd=0.01",9823704.3105,3
[16],20,"lr3e-05,wd0.01",3,"lr=3e-05, wd=0.0",22330671.4777,4
[16],20,"lr3e-05,wd0.01",4,"lr=3e-05, wd=0.01",39683498.145,5
[16],20,"lr3e-05,wd0.01",6,"lr=1e-04, wd=0.01",166338091.8915,6
[16],20,"lr3e-05,wd0.01",5,"lr=1e-04, wd=0.0",177518694.6549,7
[16],20,"lr3e-05,wd0.01",11,"lr=0.003, wd=0.0",247211139.6789,8
[16],20,"lr3e-05,wd0.01",9,"lr=0.001, wd=0.0",265131856.9366,9
[16],20,"lr3e-05,wd0.01",8,"lr=3e-04, wd=0.01",287500909.6663,10
[16],20,"lr3e-05,wd0.01",12,"lr=0.003, wd=0.01",411995246.9392,11
[16],20,"lr3e-05,wd0.01",7,"lr=3e-04, wd=0.0",576251303.1617,12
[16],20,"lr0.0001,wd0.0",11,"lr=0.003, wd=0.0",980135754.8389,1
[16],20,"lr0.0001,wd0.0",7,"lr=3e-04, wd=0.0",1150217027.4433,2
[16],20,"lr0.0001,wd0.0",9,"lr=0.001, wd=0.0",1229309262.0716,3
[16],20,"lr0.0001,wd0.0",8,"lr=3e-04, wd=0.01",1662792703.5631,4
[16],20,"lr0.0001,wd0.0",10,"lr=0.001, wd=0.01",2303804270.5909,5
[16],20,"lr0.0001,wd0.0",5,"lr=1e-04, wd=0.0",2466385618.5342,6
[16],20,"lr0.0001,wd0.0",6,"lr=1e-04, wd=0.01",2522900262.3364,7
[16],20,"lr0.0001,wd0.0",12,"lr=0.003, wd=0.01",3570926669.8762,8
[16],20,"lr0.0001,wd0.0",3,"lr=3e-05, wd=0.0",3798173673.6982,9
[16],20,"lr0.0001,wd0.0",4,"lr=3e-05, wd=0.01",4119750413.6538,10
[16],20,"lr0.0001,wd0.0",1,"lr=1e-05, wd=0.0",4428906961.9895,11
[16],20,"lr0.0001,wd0.0",2,"lr=1e-05, wd=0.01",4633405973.897,12
[16],20,"lr0.0001,wd0.01",10,"lr=0.001, wd=0.01",12351467.9956,1
[16],20,"lr0.0001,wd0.01",5,"lr=1e-04, wd=0.0",27522308.8261,2
[16],20,"lr0.0001,wd0.01",6,"lr=1e-04, wd=0.01",31643796.9262,3
[16],20,"lr0.0001,wd0.01",8,"lr=3e-04, wd=0.01",42676492.3235,4
[16],20,"lr0.0001,wd0.01",9,"lr=0.001, wd=0.0",153051484.4063,5
[16],20,"lr0.0001,wd0.01",7,"lr=3e-04, wd=0.0",192180662.181,6
[16],20,"lr0.0001,wd0.01",11,"lr=0.003, wd=0.0",236637113.7492,7
[16],20,"lr0.0001,wd0.01",12,"lr=0.003, wd=0.01",279626047.2436,8
[16],20,"lr0.0001,wd0.01",3,"lr=3e-05, wd=0.0",343292668.4841,9
[16],20,"lr0.0001,wd0.01",1,"lr=1e-05, wd=0.0",370622529.4199,10
[16],20,"lr0.0001,wd0.01",2,"lr=1e-05, wd=0.01",403784888.0633,11
[16],20,"lr0.0001,wd0.01",4,"lr=3e-05, wd=0.01",423529235.8783,12
[16],20,"lr0.0003,wd0.0",11,"lr=0.003, wd=0.0",6541182105.4214,1
[16],20,"lr0.0003,wd0.0",9,"lr=0.001, wd=0.0",7238052874.3593,2
[16],20,"lr0.0003,wd0.0",7,"lr=3e-04, wd=0.0",7547134975.8977,3
[16],20,"lr0.0003,wd0.0",8,"lr=3e-04, wd=0.01",8296811972.6721,4
[16],20,"lr0.0003,wd0.0",10,"lr=0.001, wd=0.01",8746450849.8617,5
[16],20,"lr0.0003,wd0.0",5,"lr=1e-04, wd=0.0",9318587236.9867,6
[16],20,"lr0.0003,wd0.0",6,"lr=1e-04, wd=0.01",9424194859.5386,7
[16],20,"lr0.0003,wd0.0",12,"lr=0.003, wd=0.01",9811021914.846,8
[16],20,"lr0.0003,wd0.0",3,"lr=3e-05, wd=0.0",11307281197.7315,9
[16],20,"lr0.0003,wd0.0",1,"lr=1e-05, wd=0.0",11559387278.4728,10
[16],20,"lr0.0003,wd0.0",4,"lr=3e-05, wd=0.01",11651784135.4977,11
[16],20,"lr0.0003,wd0.0",2,"lr=1e-05, wd=0.01",11709034921.8142,12
[16],20,"lr0.0003,wd0.01",6,"lr=1e-04, wd=0.01",5107446.0527,1
[16],20,"lr0.0003,wd0.01",5,"lr=1e-04, wd=0.0",9086552.1163,2
[16],20,"lr0.0003,wd0.01",10,"lr=0.001, wd=0.01",41824000.8247,3
[16],20,"lr0.0003,wd0.01",12,"lr=0.003, wd=0.01",45828841.7553,4
[16],20,"lr0.0003,wd0.01",8,"lr=3e-04, wd=0.01",103928486.0748,5
[16],20,"lr0.0003,wd0.01",7,"lr=3e-04, wd=0.0",274007100.7815,6
[16],20,"lr0.0003,wd0.01",3,"lr=3e-05, wd=0.0",306989756.2578,7
[16],20,"lr0.0003,wd0.01",1,"lr=1e-05, wd=0.0",320604918.3665,8
[16],20,"lr0.0003,wd0.01",2,"lr=1e-05, wd=0.01",326455670.7338,9
[16],20,"lr0.0003,wd0.01",4,"lr=3e-05, wd=0.01",340605038.4986,10
[16],20,"lr0.0003,wd0.01",9,"lr=0.001, wd=0.0",490036999.6345,11
[16],20,"lr0.0003,wd0.01",11,"lr=0.003, wd=0.0",665668103.4915,12
[16],20,"lr0.001,wd0.0",11,"lr=0.003, wd=0.0",8527537633.7928,1
[16],20,"lr0.001,wd0.0",9,"lr=0.001, wd=0.0",9230842012.1727,2
[16],20,"lr0.001,wd0.0",7,"lr=3e-04, wd=0.0",9729583236.3572,3
[16],20,"lr0.001,wd0.0",8,"lr=3e-04, wd=0.01",10342990357.7271,4
[16],20,"lr0.001,wd0.0",10,"lr=0.001, wd=0.01",10511662762.6711,5
[16],20,"lr0.001,wd0.0",5,"lr=1e-04, wd=0.0",11333649783.739,6
[16],20,"lr0.001,wd0.0",12,"lr=0.003, wd=0.01",11428194265.533,7
[16],20,"lr0.001,wd0.0",6,"lr=1e-04, wd=0.01",11446460474.9403,8
[16],20,"lr0.001,wd0.0",1,"lr=1e-05, wd=0.0",13121992184.6019,9
[16],20,"lr0.001,wd0.0",2,"lr=1e-05, wd=0.01",13303424041.6269,10
[16],20,"lr0.001,wd0.0",3,"lr=3e-05, wd=0.0",13564875341.5613,11
[16],20,"lr0.001,wd0.0",4,"lr=3e-05, wd=0.01",13847976191.5609,12
[16],20,"lr0.001,wd0.01",12,"lr=0.003, wd=0.01",3848386.5171,1
[16],20,"lr0.001,wd0.01",5,"lr=1e-04, wd=0.0",48493102.68,2
[16],20,"lr0.001,wd0.01",6,"lr=1e-04, wd=0.01",64448071.6254,3
[16],20,"lr0.001,wd0.01",2,"lr=1e-05, wd=0.01",143456963.9243,4
[16],20,"lr0.001,wd0.01",1,"lr=1e-05, wd=0.0",161094381.8603,5
[16],20,"lr0.001,wd0.01",4,"lr=3e-05, wd=0.01",237019700.1595,6
[16],20,"lr0.001,wd0.01",3,"lr=3e-05, wd=0.0",244200047.0177,7
[16],20,"lr0.001,wd0.01",10,"lr=0.001, wd=0.01",402346598.6482,8
[16],20,"lr0.001,wd0.01",8,"lr=3e-04, wd=0.01",667761204.2995,9
[16],20,"lr0.001,wd0.01",7,"lr=3e-04, wd=0.0",1140884792.3522,10
[16],20,"lr0.001,wd0.01",9,"lr=0.001, wd=0.0",1548127218.2695,11
[16],20,"lr0.001,wd0.01",11,"lr=0.003, wd=0.0",1954936912.5031,12
[16],20,"lr0.003,wd0.0",11,"lr=0.003, wd=0.0",4107609505.551,1
[16],20,"lr0.003,wd0.0",9,"lr=0.001, wd=0.0",4734789331.8869,2
[16],20,"lr0.003,wd0.0",7,"lr=3e-04, wd=0.0",5138904422.1295,3
[16],20,"lr0.003,wd0.0",8,"lr=3e-04, wd=0.01",5727569571.8783,4
[16],20,"lr0.003,wd0.0",10,"lr=0.001, wd=0.01",5972325000.5712,5
[16],20,"lr0.003,wd0.0",5,"lr=1e-04, wd=0.0",6884322549.5823,6
[16],20,"lr0.003,wd0.0",6,"lr=1e-04, wd=0.01",6961757049.5627,7
[16],20,"lr0.003,wd0.0",12,"lr=0.003, wd=0.01",7174461335.8432,8
[16],20,"lr0.003,wd0.0",1,"lr=1e-05, wd=0.0",8701759895.3125,9
[16],20,"lr0.003,wd0.0",2,"lr=1e-05, wd=0.01",8795847903.3399,10
[16],20,"lr0.003,wd0.0",3,"lr=3e-05, wd=0.0",9458770605.9068,11
[16],20,"lr0.003,wd0.0",4,"lr=3e-05, wd=0.01",9669530261.5281,12
[16],20,"lr0.003,wd0.01",12,"lr=0.003, wd=0.01",2771255232.7433,1
[16],20,"lr0.003,wd0.01",4,"lr=3e-05, wd=0.01",3303741916.4406,2
[16],20,"lr0.003,wd0.01",3,"lr=3e-05, wd=0.0",3309316526.4436,3
[16],20,"lr0.003,wd0.01",1,"lr=1e-05, wd=0.0",5122305199.3232,4
[16],20,"lr0.003,wd0.01",2,"lr=1e-05, wd=0.01",5305717068.9028,5
[16],20,"lr0.003,wd0.01",10,"lr=0.001, wd=0.01",5331159956.0763,6
[16],20,"lr0.003,wd0.01",6,"lr=1e-04, wd=0.01",6111966078.6721,7
[16],20,"lr0.003,wd0.01",5,"lr=1e-04, wd=0.0",6619172235.5682,8
[16],20,"lr0.003,wd0.01",9,"lr=0.001, wd=0.0",6684718650.929,9
[16],20,"lr0.003,wd0.01",11,"lr=0.003, wd=0.0",7799252644.6223,10
[16],20,"lr0.003,wd0.01",8,"lr=3e-04, wd=0.01",7895655671.9792,11
[16],20,"lr0.003,wd0.01",7,"lr=3e-04, wd=0.0",8787882460.8154,12
[16],50,"lr1e-05,wd0.0",8,"lr=3e-04, wd=0.01",720567.6631,1
[16],50,"lr1e-05,wd0.0",7,"lr=3e-04, wd=0.0",2129549.1545,2
[16],50,"lr1e-05,wd0.0",11,"lr=0.003, wd=0.0",6399132.1387,3
[16],50,"lr1e-05,wd0.0",1,"lr=1e-05, wd=0.0",7972156.5798,4
[16],50,"lr1e-05,wd0.0",2,"lr=1e-05, wd=0.01",13674935.3529,5
[16],50,"lr1e-05,wd0.0",3,"lr=3e-05, wd=0.0",20361904.2545,6
[16],50,"lr1e-05,wd0.0",9,"lr=0.001, wd=0.0",20786191.8095,7
[16],50,"lr1e-05,wd0.0",4,"lr=3e-05, wd=0.01",27627951.0558,8
[16],50,"lr1e-05,wd0.0",6,"lr=1e-04, wd=0.01",34018578.5523,9
[16],50,"lr1e-05,wd0.0",10,"lr=0.001, wd=0.01",57241379.8212,10
[16],50,"lr1e-05,wd0.0",5,"lr=1e-04, wd=0.0",62515994.3804,11
[16],50,"lr1e-05,wd0.0",12,"lr=0.003, wd=0.01",115891241.8519,12
[16],50,"lr1e-05,wd0.01",7,"lr=3e-04, wd=0.0",562415.3839,1
[16],50,"lr1e-05,wd0.01",8,"lr=3e-04, wd=0.01",616161.5731,2
[16],50,"lr1e-05,wd0.01",1,"lr=1e-05, wd=0.0",853978.4509,3
[16],50,"lr1e-05,wd0.01",2,"lr=1e-05, wd=0.01",2132504.511,4
[16],50,"lr1e-05,wd0.01",11,"lr=0.003, wd=0.0",10536811.6275,5
[16],50,"lr1e-05,wd0.01",3,"lr=3e-05, wd=0.0",16028834.0494,6
[16],50,"lr1e-05,wd0.01",4,"lr=3e-05, wd=0.01",19144151.9028,7
[16],50,"lr1e-05,wd0.01",9,"lr=0.001, wd=0.0",28802061.7263,8
[16],50,"lr1e-05,wd0.01",5,"lr=1e-04, wd=0.0",30589753.7617,9
[16],50,"lr1e-05,wd0.01",6,"lr=1e-04, wd=0.01",31848973.8813,10
[16],50,"lr1e-05,wd0.01",10,"lr=0.001, wd=0.01",63185237.1119,11
[16],50,"lr1e-05,wd0.01",12,"lr=0.003, wd=0.01",99241571.325,12
[16],50,"lr3e-05,wd0.0",11,"lr=0.003, wd=0.0",17499.0176,1
[16],50,"lr3e-05,wd0.0",7,"lr=3e-04, wd=0.0",1923202.7142,2
[16],50,"lr3e-05,wd0.0",9,"lr=0.001, wd=0.0",4928314.0291,3
[16],50,"lr3e-05,wd0.0",8,"lr=3e-04, wd=0.01",7139352.3491,4
[16],50,"lr3e-05,wd0.0",5,"lr=1e-04, wd=0.0",26714191.3377,5
[16],50,"lr3e-05,wd0.0",6,"lr=1e-04, wd=0.01",37911248.0885,6
[16],50,"lr3e-05,wd0.0",10,"lr=0.001, wd=0.01",51788067.2919,7
[16],50,"lr3e-05,wd0.0",4,"lr=3e-05, wd=0.01",72864925.3513,8
[16],50,"lr3e-05,wd0.0",3,"lr=3e-05, wd=0.0",77136818.9335,9
[16],50,"lr3e-05,wd0.0",1,"lr=1e-05, wd=0.0",85753880.3463,10
[16],50,"lr3e-05,wd0.0",2,"lr=1e-05, wd=0.01",94527653.389,11
[16],50,"lr3e-05,wd0.0",12,"lr=0.003, wd=0.01",130960072.3181,12
[16],50,"lr3e-05,wd0.01",5,"lr=1e-04, wd=0.0",327453.0659,1
[16],50,"lr3e-05,wd0.01",6,"lr=1e-04, wd=0.01",3940644.6886,2
[16],50,"lr3e-05,wd0.01",9,"lr=0.001, wd=0.0",4231146.406,3
[16],50,"lr3e-05,wd0.01",8,"lr=3e-04, wd=0.01",7711482.0282,4
[16],50,"lr3e-05,wd0.01",11,"lr=0.003, wd=0.0",13919799.6385,5
[16],50,"lr3e-05,wd0.01",10,"lr=0.001, wd=0.01",25841965.6954,6
[16],50,"lr3e-05,wd0.01",7,"lr=3e-04, wd=0.0",33834163.1891,7
[16],50,"lr3e-05,wd0.01",1,"lr=1e-05, wd=0.0",34821396.7763,8
[16],50,"lr3e-05,wd0.01",2,"lr=1e-05, wd=0.01",36618097.4852,9
[16],50,"lr3e-05,wd0.01",4,"lr=3e-05, wd=0.01",39337046.6748,10
[16],50,"lr3e-05,wd0.01",3,"lr=3e-05, wd=0.0",44729928.9895,11
[16],50,"lr3e-05,wd0.01",12,"lr=0.003, wd=0.01",101881033.3099,12
[16],50,"lr0.0001,wd0.0",11,"lr=0.003, wd=0.0",338158162.3396,1
[16],50,"lr0.0001,wd0.0",9,"lr=0.001, wd=0.0",525675228.413,2
[16],50,"lr0.0001,wd0.0",7,"lr=3e-04, wd=0.0",538497342.5648,3
[16],50,"lr0.0001,wd0.0",8,"lr=3e-04, wd=0.01",624655882.7091,4
[16],50,"lr0.0001,wd0.0",5,"lr=1e-04, wd=0.0",650690106.2331,5
[16],50,"lr0.0001,wd0.0",1,"lr=1e-05, wd=0.0",650809481.9453,6
[16],50,"lr0.0001,wd0.0",6,"lr=1e-04, wd=0.01",650959409.3823,7
[16],50,"lr0.0001,wd0.0",12,"lr=0.003, wd=0.01",651017718.6316,8
[16],50,"lr0.0001,wd0.0",2,"lr=1e-05, wd=0.01",664019617.2208,9
[16],50,"lr0.0001,wd0.0",4,"lr=3e-05, wd=0.01",666102292.3789,10
[16],50,"lr0.0001,wd0.0",10,"lr=0.001, wd=0.01",668940823.4456,11
[16],50,"lr0.0001,wd0.0",3,"lr=3e-05, wd=0.0",707417445.9628,12
[16],50,"lr0.0001,wd0.01",5,"lr=1e-04, wd=0.0",55775.0885,1
[16],50,"lr0.0001,wd0.01",6,"lr=1e-04, wd=0.01",205497.518,2
[16],50,"lr0.0001,wd0.01",10,"lr=0.001, wd=0.01",1234954.0359,3
[16],50,"lr0.0001,wd0.01",12,"lr=0.003, wd=0.01",4116678.4807,4
[16],50,"lr0.0001,wd0.01",4,"lr=3e-05, wd=0.01",4153655.1969,5
[16],50,"lr0.0001,wd0.01",1,"lr=1e-05, wd=0.0",5121041.4567,6
[16],50,"lr0.0001,wd0.01",2,"lr=1e-05, wd=0.01",5262274.6399,7
[16],50,"lr0.0001,wd0.01",3,"lr=3e-05, wd=0.0",5714684.1567,8
[16],50,"lr0.0001,wd0.01",8,"lr=3e-04, wd=0.01",8042955.6613,9
[16],50,"lr0.0001,wd0.01",7,"lr=3e-04, wd=0.0",37551131.2656,10
[16],50,"lr0.0001,wd0.01",9,"lr=0.001, wd=0.0",53965193.9026,11
[16],50,"lr0.0001,wd0.01",11,"lr=0.003, wd=0.0",103095436.0221,12
[16],50,"lr0.0003,wd0.0",11,"lr=0.003, wd=0.0",153537122.5006,1
[16],50,"lr0.0003,wd0.0",8,"lr=3e-04, wd=0.01",160585695.5026,2
