policy,obs_frac,t_target,query_target_N,n_configs,spearman_rho,kendall_tau,spearman_p,kendall_p
all_lower_only,0.1,0.2,134561280,27,0.9768009768009768,0.9088319088319089,2.9919910022706426e-18,2.4349084826599103e-17
all_lower_only,0.1,0.2,287183360,35,0.9582633053221289,0.838655462184874,1.6264154058215474e-19,1.3753172039778349e-12
all_lower_only,0.1,0.2,610488320,8,0.8333333333333335,0.7142857142857142,0.01017554012345675,0.014136904761904762
all_lower_only,0.1,0.3,77124608,24,0.9260869565217391,0.7753623188405797,8.781167998950902e-11,1.481533833685504e-09
all_lower_only,0.1,0.3,134561280,27,0.9688644688644688,0.8746438746438747,1.1342840629605936e-16,3.3810397309292323e-15
all_lower_only,0.1,0.3,287183360,35,0.9582633053221289,0.8487394957983193,1.6264154058215474e-19,7.405957647425967e-13
all_lower_only,0.1,0.3,610488320,8,0.8571428571428572,0.7857142857142856,0.006530017254715292,0.005505952380952381
all_lower_only,0.1,0.4,77124608,24,0.8652173913043478,0.6666666666666667,4.8615197967595536e-08,7.672118269836502e-07
all_lower_only,0.1,0.4,134561280,27,0.9682539682539683,0.8575498575498577,1.4411368343791777e-16,2.7804905995585407e-14
all_lower_only,0.1,0.4,287183360,35,0.953501400560224,0.8352941176470589,9.333079650638554e-19,1.6878033296848271e-12
all_lower_only,0.1,0.4,610488320,8,0.4285714285714286,0.2857142857142857,0.2894032248467901,0.39875992063492066
all_lower_only,0.1,0.5,77124608,24,0.8304347826086955,0.6231884057971014,5.122345587687935e-07,5.3693671991590464e-06
all_lower_only,0.1,0.5,134561280,27,0.9603174603174602,0.8347578347578348,2.2461542439515337e-15,3.475527285878393e-13
all_lower_only,0.1,0.5,287183360,35,0.9336134453781514,0.8050420168067227,2.8631106755017275e-16,1.0282904660516836e-11
all_lower_only,0.1,0.5,610488320,8,0.28571428571428575,0.21428571428571427,0.4927262450169573,0.5484126984126985
all_lower_only,0.1,0.6,77124608,24,0.8313043478260868,0.6159420289855072,4.861522291772162e-07,7.252169963045509e-06
all_lower_only,0.1,0.6,134561280,27,0.9511599511599511,0.8176638176638178,2.8645564825242167e-14,1.9346383725519378e-12
all_lower_only,0.1,0.6,287183360,35,0.9285714285714287,0.784873949579832,9.223450770023362e-16,3.31014288887614e-11
all_lower_only,0.1,0.6,610488320,8,0.38095238095238104,0.21428571428571427,0.35181255311756476,0.5484126984126985
all_lower_only,0.1,0.7,77124608,24,0.797391304347826,0.5942028985507246,3.0802048841753575e-06,1.722388428608951e-05
