policy,obs_frac,t_target,query_target_N,n_configs,regret,normalized_regret,oracle_loss,selected_loss,top1_overlap,top1_hit_rate,top1_best_in_pred,top3_overlap,top3_hit_rate,top3_best_in_pred,top5_overlap,top5_hit_rate,top5_best_in_pred
all_lower_only,0.1,0.6,610488320,8,0.05709798488409623,0.3030245619560236,1.6846248105712558,1.741722795455352,0,0.0,0,2,0.6666666666666666,1,3,0.6,1
all_lower_only,0.1,0.7,77124608,24,0.0,0.0,1.9884876050327136,1.9884876050327136,1,1.0,1,1,0.3333333333333333,1,4,0.8,1
all_lower_only,0.1,0.7,134561280,27,0.00019634443780658373,0.00080923848354849,1.8591603194112363,1.8593566638490429,0,0.0,0,2,0.6666666666666666,0,4,0.8,0
all_lower_only,0.1,0.7,287183360,35,0.014300454554350583,0.07414939180533858,1.6781197503131369,1.6924202048674875,0,0.0,0,1,0.3333333333333333,0,2,0.4,0
all_lower_only,0.1,0.7,610488320,8,0.034898977424787425,0.21786077070149976,1.6889800547309544,1.7238790321557418,0,0.0,0,2,0.6666666666666666,1,3,0.6,1
all_lower_only,0.1,0.8,77124608,24,0.0,0.0,1.978469957559005,1.978469957559005,1,1.0,1,1,0.3333333333333333,1,4,0.8,1
all_lower_only,0.1,0.8,134561280,27,0.0015379051540209687,0.006633375837023549,1.849080094669176,1.850617999823197,0,0.0,0,2,0.6666666666666666,0,4,0.8,0
all_lower_only,0.1,0.8,287183360,35,0.013968315787937335,0.0734714474699391,1.667962272685507,1.6819305884734443,0,0.0,0,1,0.3333333333333333,0,2,0.4,0
all_lower_only,0.1,0.8,610488320,8,0.055415254157522575,0.31325359845090534,1.6539893757156703,1.7094046298731929,0,0.0,0,2,0.6666666666666666,1,3,0.6,1
all_lower_only,0.1,0.9,77124608,24,0.0191523480622664,0.11359997955139997,1.9360440122977547,1.955196360360021,0,0.0,0,1,0.3333333333333333,1,4,0.8,1
all_lower_only,0.1,0.9,134561280,27,0.002167751063471446,0.009444096610606034,1.8139769964114478,1.8161447474749193,0,0.0,0,2,0.6666666666666666,0,3,0.6,0
all_lower_only,0.1,0.9,287183360,35,0.01603187502985426,0.09288238413605622,1.6361752475240956,1.6522071225539499,0,0.0,0,1,0.3333333333333333,0,2,0.4,0
all_lower_only,0.1,0.9,610488320,8,0.03372758512911589,0.270381017411723,1.6386038445286129,1.6723314296577287,0,0.0,0,2,0.6666666666666666,1,4,0.8,1
all_lower_only,0.1,1.0,77124608,24,0.020724892616271973,0.12058194610423344,1.8988457918167114,1.9195706844329834,0,0.0,0,1,0.3333333333333333,1,4,0.8,1
all_lower_only,0.1,1.0,134561280,27,0.002615690231323242,0.011314496808612672,1.7854115962982178,1.788027286529541,0,0.0,0,2,0.6666666666666666,0,3,0.6,0
all_lower_only,0.1,1.0,287183360,35,0.01758885383605957,0.11290288023017354,1.6100938320159912,1.6276826858520508,0,0.0,0,1,0.3333333333333333,0,2,0.4,0
