policy,trajectory_id,obs_frac,query_target_N,base_N,shrink,tkpm,mae,rmse,coverage_90,final_abs_error
all_lower_only,47,0.5,287183360,14562560,1.0,30.0,0.05504341863395125,0.05932915092181295,0.65625,0.10265827163823582
all_lower_only,48,0.05,610488320,14562560,0.2,10.0,0.13582049217296077,0.139721022009675,0.8682170542635659,0.20300391348848712
all_lower_only,48,0.1,610488320,14562560,0.2,10.0,0.13623056490331356,0.13831706917625458,0.8,0.19364849476651158
all_lower_only,48,0.2,610488320,14562560,0.2,10.0,0.13117397285914095,0.13298317864641118,0.5145631067961165,0.18285620201042896
all_lower_only,48,0.5,610488320,14562560,0.2,10.0,0.11813101026345585,0.11949357855517675,0.0,0.15488778704905082
all_lower_only,49,0.05,610488320,14562560,0.4,10.0,0.07583681737709844,0.08877404245037299,0.9457364341085271,0.16401661833062775
all_lower_only,49,0.1,610488320,14562560,0.4,10.0,0.08427978882823874,0.09292574287168819,0.8608695652173913,0.16011197878230332
all_lower_only,49,0.2,610488320,14562560,0.4,10.0,0.11565702587087937,0.11944181124584977,0.4077669902912621,0.17514857681001383
all_lower_only,49,0.5,610488320,14562560,0.4,10.0,0.11496513409482395,0.11661974444117405,0.0,0.15277422269764873
all_lower_only,50,0.05,610488320,14562560,1.0,10.0,0.08030562440719426,0.09227529419626306,1.0,0.15559757391134243
all_lower_only,50,0.1,610488320,14562560,1.0,10.0,0.16523219367076938,0.17394740697713468,0.8260869565217391,0.2382957826324814
all_lower_only,50,0.2,610488320,14562560,1.0,10.0,0.1467204023758082,0.15380585660363777,0.7572815533980582,0.22093563022040485
all_lower_only,50,0.5,610488320,14562560,1.0,10.0,0.06859353292952429,0.07142414340718517,0.75,0.10608994540323935
all_lower_only,51,0.05,610488320,14562560,0.2,20.0,0.06736780790955077,0.10479646671837548,0.8062015503875969,0.24758790373613526
all_lower_only,51,0.1,610488320,14562560,0.2,20.0,0.07324673183244898,0.11493889981697082,0.782608695652174,0.25597446053276296
all_lower_only,51,0.2,610488320,14562560,0.2,20.0,0.10917888783508937,0.13753859578794905,0.7572815533980582,0.27105537125769197
all_lower_only,51,0.5,610488320,14562560,0.2,20.0,0.16122467790627024,0.1836838335122934,0.125,0.2843687924201084
all_lower_only,52,0.05,610488320,14562560,0.4,20.0,0.10237428634591617,0.11740064399093862,0.6046511627906976,0.2015828093775356
all_lower_only,52,0.1,610488320,14562560,0.4,20.0,0.12092611037217316,0.12939154777427098,0.26956521739130435,0.2025186796747016
all_lower_only,52,0.2,610488320,14562560,0.4,20.0,0.13380758296718054,0.1390223655593734,0.038834951456310676,0.20392966580560778
all_lower_only,52,0.5,610488320,14562560,0.4,20.0,0.12193490595870463,0.12391491630411143,0.0,0.1650661235322457
all_lower_only,53,0.05,610488320,14562560,1.0,20.0,0.12697147348357113,0.15862037148747948,0.6511627906976745,0.23245247559973592
all_lower_only,53,0.1,610488320,14562560,1.0,20.0,0.2318449530796326,0.2563423415692658,0.3217391304347826,0.3271365329770768
all_lower_only,53,0.2,610488320,14562560,1.0,20.0,0.254112449554752,0.27528708580877165,0.24271844660194175,0.35459450649808977
all_lower_only,53,0.5,610488320,14562560,1.0,20.0,0.1440872255878923,0.14527691840976384,0.21875,0.1813740502805954
all_lower_only,54,0.05,610488320,14562560,0.4,30.0,0.11367714970444451,0.14021341638130594,0.5503875968992248,0.213933775737023
all_lower_only,54,0.1,610488320,14562560,0.4,30.0,0.1317966719213035,0.16184364117428593,0.4956521739130435,0.2371233101380643
all_lower_only,54,0.2,610488320,14562560,0.4,30.0,0.20438321223918224,0.22494355053119336,0.4368932038834951,0.29414854447789973
all_lower_only,54,0.5,610488320,14562560,0.4,30.0,0.2200963444661769,0.2246050693109119,0.0,0.24236677685819408
all_lower_only,55,0.05,77124608,32270848,0.2,10.0,0.14429647302441123,0.15015322334045375,1.0,0.25048007356604485
all_lower_only,55,0.1,77124608,32270848,0.2,10.0,0.051128111574727186,0.06578941187801142,0.8869565217391304,0.15475553693146793
all_lower_only,55,0.2,77124608,32270848,0.2,10.0,0.058291182956200616,0.07003116019425658,0.7864077669902912,0.1529148740305053
all_lower_only,55,0.5,77124608,32270848,0.2,10.0,0.059927613485791356,0.06852175629486054,0.75,0.13238342024233196
all_lower_only,56,0.05,77124608,32270848,0.4,10.0,0.03316050442322351,0.04545441958102637,1.0,0.12409802197230313
all_lower_only,56,0.1,77124608,32270848,0.4,10.0,0.05418087779870469,0.06760912973320322,0.8695652173913043,0.15231234826010365
all_lower_only,56,0.2,77124608,32270848,0.4,10.0,0.061467629940905946,0.07247914083632633,0.7864077669902912,0.15248831250988681
all_lower_only,56,0.5,77124608,32270848,0.4,10.0,0.03965017946145044,0.04848421660802656,0.765625,0.10292755264922615
all_lower_only,57,0.05,77124608,32270848,0.6,10.0,0.045290190429528004,0.06105980200038716,0.9147286821705426,0.15053589289799918
all_lower_only,57,0.1,77124608,32270848,0.6,10.0,0.06356166565798566,0.07788397267923303,0.8260869565217391,0.16685315267391587
all_lower_only,57,0.2,77124608,32270848,0.6,10.0,0.07288749928565319,0.0839087263664983,0.6407766990291263,0.16824533038472822
all_lower_only,57,0.5,77124608,32270848,0.6,10.0,0.04611472253531428,0.054502548085275576,0.671875,0.10997400438832994
all_lower_only,58,0.05,77124608,32270848,0.8,10.0,0.03564415772273729,0.04809435197405073,1.0,0.12303732940077516
all_lower_only,58,0.1,77124608,32270848,0.8,10.0,0.05041351749790586,0.06475015208861515,0.7217391304347827,0.14622967087926497
all_lower_only,58,0.2,77124608,32270848,0.8,10.0,0.06656764955214638,0.07793737152346832,0.3786407766990291,0.15939875286803762
all_lower_only,58,0.5,77124608,32270848,0.8,10.0,0.05043520877296724,0.05825358361035754,0.625,0.11376913955404167
all_lower_only,59,0.05,77124608,32270848,1.0,10.0,0.05097629672707271,0.056742177424597855,1.0,0.11923991431793901
all_lower_only,59,0.1,77124608,32270848,1.0,10.0,0.03632990947263394,0.049200655808521086,0.8608695652173913,0.11982553874760482
all_lower_only,59,0.2,77124608,32270848,1.0,10.0,0.04803702305220004,0.05864480748101154,0.7475728155339806,0.12894059796544388
all_lower_only,59,0.5,77124608,32270848,1.0,10.0,0.04810786353181935,0.05479484627223312,0.65625,0.1055420181827218
all_lower_only,60,0.05,77124608,32270848,0.2,20.0,0.05424507382117839,0.06950874783381271,1.0,0.16318195215215914
all_lower_only,60,0.1,77124608,32270848,0.2,20.0,0.07069237071242666,0.0822864919984684,0.782608695652174,0.16891396454524532
all_lower_only,60,0.2,77124608,32270848,0.2,20.0,0.07282456268911118,0.0816933755619707,0.3592233009708738,0.1616412525768709
all_lower_only,60,0.5,77124608,32270848,0.2,20.0,0.05629335346568016,0.06300563897990315,0.75,0.12002932444897896
all_lower_only,61,0.05,77124608,32270848,0.4,20.0,0.06828046888517103,0.08266253876563025,0.9302325581395349,0.1749621506348591
all_lower_only,61,0.1,77124608,32270848,0.4,20.0,0.08733206571080193,0.0996343880393227,0.8260869565217391,0.19069914679340538
all_lower_only,61,0.2,77124608,32270848,0.4,20.0,0.07354032929038289,0.08339231222600761,0.7864077669902912,0.16586780498983922
all_lower_only,61,0.5,77124608,32270848,0.4,20.0,0.04615706816100976,0.05310203966495659,0.75,0.10613997340241044
all_lower_only,62,0.05,77124608,32270848,0.6,20.0,0.08776793921741441,0.10280191219880354,0.8914728682170543,0.20273364068158184
all_lower_only,62,0.1,77124608,32270848,0.6,20.0,0.10242933188573407,0.11494560861323913,0.782608695652174,0.2122461336030339
all_lower_only,62,0.2,77124608,32270848,0.6,20.0,0.08404531467368914,0.09419856355451711,0.6990291262135923,0.18069023373244608
all_lower_only,62,0.5,77124608,32270848,0.6,20.0,0.04888783718714042,0.05680092910314675,0.703125,0.11273848419595156
all_lower_only,63,0.05,77124608,32270848,0.8,20.0,0.0584702750322994,0.07278861947281044,0.9302325581395349,0.1596879926997774
all_lower_only,63,0.1,77124608,32270848,0.8,20.0,0.08172180639727823,0.09400489699217551,0.4956521739130435,0.1843694296036298
all_lower_only,63,0.2,77124608,32270848,0.8,20.0,0.08271196319809376,0.09233088978853542,0.33980582524271846,0.17657613571867437
all_lower_only,63,0.5,77124608,32270848,0.8,20.0,0.05324165940422071,0.06061079905707462,0.65625,0.11644034883670606
all_lower_only,64,0.05,77124608,32270848,1.0,20.0,0.04895680783980883,0.05835060214784978,1.0,0.13218605238567838
all_lower_only,64,0.1,77124608,32270848,1.0,20.0,0.07289736481669301,0.08219198379913609,0.8,0.16212996695175175
all_lower_only,64,0.2,77124608,32270848,1.0,20.0,0.07987826350688641,0.08788780974886892,0.3883495145631068,0.16569403402603866
all_lower_only,64,0.5,77124608,32270848,1.0,20.0,0.058689298786823205,0.06488498970613009,0.640625,0.11924674709225602
all_lower_only,65,0.05,77124608,32270848,0.2,30.0,0.09458364384172478,0.10325778399541787,1.0,0.1944489681837367
all_lower_only,65,0.1,77124608,32270848,0.2,30.0,0.09633770890143467,0.10341357632379038,0.19130434782608696,0.18551604295016988
all_lower_only,65,0.2,77124608,32270848,0.2,30.0,0.0868821976017378,0.09307176174977616,0.1553398058252427,0.16927613011676357
all_lower_only,65,0.5,77124608,32270848,0.2,30.0,0.06457432348491124,0.0692155529388953,0.71875,0.12199914986892058
all_lower_only,66,0.05,77124608,32270848,0.4,30.0,0.09227894494316448,0.10080139305897969,0.9457364341085271,0.1877308944464704
all_lower_only,66,0.1,77124608,32270848,0.4,30.0,0.10292436853585758,0.11130574496539726,0.4,0.1992426369447351
all_lower_only,66,0.2,77124608,32270848,0.4,30.0,0.08550150138504746,0.09268581986416669,0.3786407766990291,0.17202959845634203
all_lower_only,66,0.5,77124608,32270848,0.4,30.0,0.055047503992919036,0.06040541164367989,0.71875,0.11240714404048369
all_lower_only,67,0.05,77124608,32270848,0.6,30.0,0.11120308689010115,0.12044302756939237,0.8682170542635659,0.21533884462473996
all_lower_only,67,0.1,77124608,32270848,0.6,30.0,0.11892849655037697,0.12846435514701784,0.4260869565217391,0.22363024391128805
all_lower_only,67,0.2,77124608,32270848,0.6,30.0,0.09269732897382679,0.10083271484821195,0.4368932038834951,0.18429120388942888
all_lower_only,67,0.5,77124608,32270848,0.6,30.0,0.056176896274125206,0.06224653649086703,0.6875,0.11584192039495944
all_lower_only,68,0.05,77124608,32270848,0.8,30.0,0.06819720157369326,0.077041887239814,1.0,0.15680876337364102
all_lower_only,68,0.1,77124608,32270848,0.8,30.0,0.10361379867809488,0.11093978670880693,0.4434782608695652,0.19465070171218857
all_lower_only,68,0.2,77124608,32270848,0.8,30.0,0.09660213282943866,0.10337083923328813,0.2912621359223301,0.18311546461563522
all_lower_only,68,0.5,77124608,32270848,0.8,30.0,0.06259813588457747,0.06805685541106256,0.625,0.12195258679374987
all_lower_only,69,0.05,77124608,32270848,1.0,30.0,0.05797300286343983,0.06540859988788028,1.0,0.14130595097687504
all_lower_only,69,0.1,77124608,32270848,1.0,30.0,0.08701364020567406,0.09146442038699615,0.9565217391304348,0.16295050989844873
all_lower_only,69,0.2,77124608,32270848,1.0,30.0,0.09756098617380765,0.10222954877642751,0.5922330097087378,0.17459058902544955
all_lower_only,69,0.5,77124608,32270848,1.0,30.0,0.0688109871340071,0.07349080672404185,0.640625,0.12671554237234606
all_lower_only,70,0.05,134561280,32270848,0.2,10.0,0.14179281185956683,0.14608603307434553,0.8914728682170543,0.193807143165174
all_lower_only,70,0.1,134561280,32270848,0.2,10.0,0.09778781951452185,0.10182311332637863,0.8869565217391304,0.16875687650957172
all_lower_only,70,0.2,134561280,32270848,0.2,10.0,0.08096476246611066,0.08526078890190478,0.8252427184466019,0.1478176964772584
all_lower_only,70,0.5,134561280,32270848,0.2,10.0,0.08127329039204133,0.08455944193442362,0.25,0.13167713641908607
all_lower_only,71,0.05,134561280,32270848,0.4,10.0,0.05283598237487783,0.05939309181033969,1.0,0.12193006532770134
all_lower_only,71,0.1,134561280,32270848,0.4,10.0,0.06177670306694923,0.06903272355642054,0.8608695652173913,0.1322267642619872
all_lower_only,71,0.2,134561280,32270848,0.4,10.0,0.06584728332587834,0.0711555593328091,0.8252427184466019,0.12862815575690334
all_lower_only,71,0.5,134561280,32270848,0.4,10.0,0.05536529975874828,0.0584747929974397,0.765625,0.09741023143787575
all_lower_only,72,0.05,134561280,32270848,1.0,10.0,0.05106129858589894,0.057533502152698056,1.0,0.11342596520369863
all_lower_only,72,0.1,134561280,32270848,1.0,10.0,0.05625995466814063,0.0640341852358127,0.8608695652173913,0.12064616795030236
all_lower_only,72,0.2,134561280,32270848,1.0,10.0,0.06345320358656537,0.07023578209410823,0.7572815533980582,0.12493563783765316
all_lower_only,72,0.5,134561280,32270848,1.0,10.0,0.06247622807524783,0.06575630210563839,0.65625,0.10363094188350574
all_lower_only,73,0.05,134561280,32270848,0.2,20.0,0.09433572581597345,0.10075952612755647,0.937984496124031,0.17625914710063428
all_lower_only,73,0.1,134561280,32270848,0.2,20.0,0.07393732495339105,0.08098986037208734,0.8608695652173913,0.14888615766334246
all_lower_only,73,0.2,134561280,32270848,0.2,20.0,0.07734068927080083,0.08254323769260093,0.5533980582524272,0.1447279567209927
all_lower_only,73,0.5,134561280,32270848,0.2,20.0,0.07700306696341161,0.08007648310492452,0.15625,0.12465727959067374
all_lower_only,74,0.05,134561280,32270848,0.4,20.0,0.06105280692443186,0.0707413217952782,0.9302325581395349,0.1415386799066638
all_lower_only,74,0.1,134561280,32270848,0.4,20.0,0.08245830801661089,0.08978635961131191,0.808695652173913,0.15803439280627862
all_lower_only,74,0.2,134561280,32270848,0.4,20.0,0.07750394793058155,0.08280836301111151,0.7864077669902912,0.14457188854728598
all_lower_only,74,0.5,134561280,32270848,0.4,20.0,0.059475513881849754,0.06293858663637066,0.71875,0.10478477096058847
all_lower_only,75,0.05,134561280,32270848,1.0,20.0,0.05319099218148176,0.06169986024592832,1.0,0.11973914199874947
all_lower_only,75,0.1,134561280,32270848,1.0,20.0,0.07786960271905716,0.08351501904514504,0.8173913043478261,0.13971648528533787
all_lower_only,75,0.2,134561280,32270848,1.0,20.0,0.08330314088210082,0.0876302948602335,0.33980582524271846,0.14164168681655886
all_lower_only,75,0.5,134561280,32270848,1.0,20.0,0.0625840585007948,0.06573212388794757,0.671875,0.10495873967344593
all_lower_only,76,0.05,134561280,32270848,0.2,30.0,0.06061662107546171,0.06745738880251265,0.9612403100775194,0.13887889406617338
all_lower_only,76,0.1,134561280,32270848,0.2,30.0,0.07250808562475616,0.07685877211984683,0.8434782608695652,0.14292826265997127
all_lower_only,76,0.2,134561280,32270848,0.2,30.0,0.07081202391778267,0.07496613981298804,0.7864077669902912,0.1378651618810236
all_lower_only,76,0.5,134561280,32270848,0.2,30.0,0.05681084341970164,0.06113436269624628,0.6875,0.10904329316652883
all_lower_only,77,0.05,134561280,32270848,0.4,30.0,0.06699414216622174,0.0728040858128859,0.9457364341085271,0.14350928160216636
all_lower_only,77,0.1,134561280,32270848,0.4,30.0,0.08217697925215786,0.0866005732602324,0.8434782608695652,0.15441228115291028
all_lower_only,77,0.2,134561280,32270848,0.4,30.0,0.07239012749870712,0.0768252309724628,0.8155339805825242,0.1415249967594192
all_lower_only,77,0.5,134561280,32270848,0.4,30.0,0.04968821205628538,0.05462491134598761,0.765625,0.10219597561484073
all_lower_only,78,0.05,134561280,32270848,1.0,30.0,0.043223958290704426,0.05173911663260513,1.0,0.1166591892214166
all_lower_only,78,0.1,134561280,32270848,1.0,30.0,0.06730058863433086,0.0711023981955239,0.8956521739130435,0.13048177413090234
all_lower_only,78,0.2,134561280,32270848,1.0,30.0,0.06898227010129736,0.07232407272919723,0.8446601941747572,0.12894521218496413
all_lower_only,78,0.5,134561280,32270848,1.0,30.0,0.05362843028462235,0.057863717173385586,0.75,0.10307354741311481
all_lower_only,79,0.05,287183360,32270848,0.2,10.0,0.18585787922310054,0.1887437966491555,0.4418604651162791,0.2625268315689171
all_lower_only,79,0.1,287183360,32270848,0.2,10.0,0.14900601310549444,0.15487696920094193,0.4,0.23661304785223258
all_lower_only,79,0.2,287183360,32270848,0.2,10.0,0.12280473054878521,0.12926662633923025,0.2524271844660194,0.20667107926891637
all_lower_only,79,0.5,287183360,32270848,0.2,10.0,0.10126458419773307,0.10566107774497545,0.0,0.1611071292444619
all_lower_only,80,0.05,287183360,32270848,0.4,10.0,0.10754996655260021,0.12021285685551486,0.6666666666666666,0.21002853109725383
all_lower_only,80,0.1,287183360,32270848,0.4,10.0,0.12166886730869085,0.13354208234638615,0.3565217391304348,0.2238091547232972
all_lower_only,80,0.2,287183360,32270848,0.4,10.0,0.11182667393814477,0.12089792128543089,0.24271844660194175,0.20246378837401902
all_lower_only,80,0.5,287183360,32270848,0.4,10.0,0.08380993140029758,0.08786628361115088,0.015625,0.13763835760339305
all_lower_only,81,0.05,287183360,32270848,1.0,10.0,0.07661538984643348,0.08792756564780255,0.7364341085271318,0.16031683511964734
all_lower_only,81,0.1,287183360,32270848,1.0,10.0,0.09416189913863467,0.10451273189562259,0.3565217391304348,0.17598426700301406
all_lower_only,81,0.2,287183360,32270848,1.0,10.0,0.09856127587848049,0.10615165895348767,0.22330097087378642,0.17247217968042117
all_lower_only,81,0.5,287183360,32270848,1.0,10.0,0.06827818513355535,0.07239978685881827,0.34375,0.11549705402737609
all_lower_only,82,0.05,287183360,32270848,0.2,20.0,0.15201977254570573,0.15973001709514,0.37209302325581395,0.2461134146164814
all_lower_only,82,0.1,287183360,32270848,0.2,20.0,0.12603149680320425,0.1344289438559204,0.21739130434782608,0.21559121214011423
all_lower_only,82,0.2,287183360,32270848,0.2,20.0,0.11672605559115255,0.1238522849940698,0.08737864077669903,0.19962670833359497
all_lower_only,82,0.5,287183360,32270848,0.2,20.0,0.1025201306043377,0.10599971866137536,0.0,0.15715301844926355
all_lower_only,83,0.05,287183360,32270848,0.4,20.0,0.12708759898236943,0.14009645282288297,0.35658914728682173,0.23160433188374618
all_lower_only,83,0.1,287183360,32270848,0.4,20.0,0.13188201304105088,0.1419917001886016,0.2,0.228622456376121
all_lower_only,83,0.2,287183360,32270848,0.4,20.0,0.11450715823902118,0.12219244071918743,0.13592233009708737,0.1994012461023087
all_lower_only,83,0.5,287183360,32270848,0.4,20.0,0.08623825829124737,0.08955417889206213,0.0,0.1360963391755896
all_lower_only,84,0.05,287183360,32270848,1.0,20.0,0.10773785250756779,0.11547360883656527,0.32558139534883723,0.18427161309501972
all_lower_only,84,0.1,287183360,32270848,1.0,20.0,0.12129441318884368,0.12751374250006006,0.12173913043478261,0.19424012225141007
all_lower_only,84,0.2,287183360,32270848,1.0,20.0,0.10844916295197939,0.11370015986663179,0.11650485436893204,0.1771821799577291
all_lower_only,84,0.5,287183360,32270848,1.0,20.0,0.07569835925728421,0.07881338648373588,0.171875,0.12015548585527625
all_lower_only,85,0.05,287183360,32270848,0.2,30.0,0.1634522389222331,0.16963787830486018,0.2868217054263566,0.246880145417667
all_lower_only,85,0.1,287183360,32270848,0.2,30.0,0.1406912217344989,0.14649105230511253,0.16521739130434782,0.22078934449957277
all_lower_only,85,0.2,287183360,32270848,0.2,30.0,0.12685446651772514,0.1318560638848048,0.06796116504854369,0.1995402674361615
all_lower_only,85,0.5,287183360,32270848,0.2,30.0,0.10518864242844359,0.10779643480875825,0.0,0.15343638544640537
all_lower_only,86,0.05,287183360,32270848,0.4,30.0,0.1329264037600415,0.14133434046241145,0.24806201550387597,0.22286062188184808
all_lower_only,86,0.1,287183360,32270848,0.4,30.0,0.1303034312688241,0.13720759460354828,0.10434782608695652,0.2132103383729662
all_lower_only,86,0.2,287183360,32270848,0.4,30.0,0.117593017423656,0.12301104515372782,0.038834951456310676,0.1912340888458537
all_lower_only,86,0.5,287183360,32270848,0.4,30.0,0.09065407711806876,0.09327519389998629,0.0,0.13656977339961807
all_lower_only,87,0.05,287183360,32270848,1.0,30.0,0.12686318722612458,0.13152051771178555,0.24806201550387597,0.1949552825915668
all_lower_only,87,0.1,287183360,32270848,1.0,30.0,0.12829247867822255,0.13220202929773975,0.06956521739130435,0.19262182391121896
all_lower_only,87,0.2,287183360,32270848,1.0,30.0,0.11443395176611781,0.11826498460697334,0.04854368932038835,0.17591895006031777
all_lower_only,87,0.5,287183360,32270848,1.0,30.0,0.0777535196741444,0.08008461567387005,0.140625,0.11771784027429844
all_lower_only,88,0.05,610488320,32270848,0.4,10.0,0.06221306413902356,0.0754154020532345,0.8449612403100775,0.15125798458201434
all_lower_only,88,0.1,610488320,32270848,0.4,10.0,0.10108148921737267,0.10834191714331622,0.5565217391304348,0.17671954994874128
all_lower_only,88,0.2,610488320,32270848,0.4,10.0,0.10551664290150865,0.11062249203953321,0.3106796116504854,0.17359153218143697
all_lower_only,88,0.5,610488320,32270848,0.4,10.0,0.09415625131185515,0.0967786190864734,0.0,0.13985937828496797
all_lower_only,89,0.05,134561280,77124608,0.2,10.0,0.14818952324077495,0.1522375156672249,1.0,0.20247105525784148
all_lower_only,89,0.1,134561280,77124608,0.2,10.0,0.1042606964822117,0.10773367194357973,1.0,0.17041999356461357
all_lower_only,89,0.2,134561280,77124608,0.2,10.0,0.08271185975695651,0.08563373537984736,0.8932038834951457,0.14332919434423674
all_lower_only,89,0.5,134561280,77124608,0.2,10.0,0.07694765272668412,0.08032908792847289,0.640625,0.1273368787014193
all_lower_only,90,0.05,134561280,77124608,0.4,10.0,0.1135807916610976,0.11490752170989073,1.0,0.16816052645560875
all_lower_only,90,0.1,134561280,77124608,0.4,10.0,0.06308008304136345,0.06735084268446094,0.9043478260869565,0.12812232355520314
all_lower_only,90,0.2,134561280,77124608,0.4,10.0,0.052683057034927004,0.05843507450505926,0.8446601941747572,0.11791831289925336
all_lower_only,90,0.5,134561280,77124608,0.4,10.0,0.04770873878754317,0.05224470572451828,0.796875,0.09549570692009435
all_lower_only,91,0.05,134561280,77124608,1.0,10.0,0.12422992126846048,0.12478115381556805,0.9689922480620154,0.16189319228851584
all_lower_only,91,0.1,134561280,77124608,1.0,10.0,0.08077783421207409,0.08178897454660615,0.9652173913043478,0.1188460526014854
all_lower_only,91,0.2,134561280,77124608,1.0,10.0,0.054759770411684935,0.05686955971101479,0.9320388349514563,0.09739637252346767
all_lower_only,91,0.5,134561280,77124608,1.0,10.0,0.039341311764003906,0.04262519868505986,0.90625,0.0755732180563089
all_lower_only,92,0.05,134561280,77124608,0.2,20.0,0.12889113071912853,0.13413917026235805,0.9302325581395349,0.21522919457641176
all_lower_only,92,0.1,134561280,77124608,0.2,20.0,0.09436553421892667,0.0996482076826938,0.9043478260869565,0.17059493744191712
all_lower_only,92,0.2,134561280,77124608,0.2,20.0,0.07981729359526141,0.08425210428630557,0.7766990291262136,0.1460485832429188
all_lower_only,92,0.5,134561280,77124608,0.2,20.0,0.06990687790611155,0.07361418374416022,0.640625,0.11981966895711738
all_lower_only,93,0.05,134561280,77124608,0.4,20.0,0.08328819170095096,0.08721365380936096,1.0,0.1539125474121319
all_lower_only,93,0.1,134561280,77124608,0.4,20.0,0.061805427941264555,0.06880617993604006,0.8608695652173913,0.1355993833291198
all_lower_only,93,0.2,134561280,77124608,0.4,20.0,0.059273976443483006,0.06607856524560794,0.7961165048543689,0.12897075621142395
all_lower_only,93,0.5,134561280,77124608,0.4,20.0,0.05269553744518978,0.05728066077602997,0.734375,0.10173610127384869
all_lower_only,94,0.05,134561280,77124608,1.0,20.0,0.09279092323867091,0.0948637643431387,1.0,0.14755061625666066
all_lower_only,94,0.1,134561280,77124608,1.0,20.0,0.06637658690998505,0.0690122162134846,0.9478260869565217,0.1182600426133511
all_lower_only,94,0.2,134561280,77124608,1.0,20.0,0.05445849182333674,0.05828281162941292,0.8932038834951457,0.10735061862458917
all_lower_only,94,0.5,134561280,77124608,1.0,20.0,0.04631537048903928,0.050165138948761866,0.828125,0.08817882386594711
all_lower_only,95,0.05,134561280,77124608,0.2,30.0,0.13412180166835963,0.13970280676315805,0.9147286821705426,0.21490229462092625
all_lower_only,95,0.1,134561280,77124608,0.2,30.0,0.09938041145541443,0.10280485376521514,0.8956521739130435,0.16621485136031544
all_lower_only,95,0.2,134561280,77124608,0.2,30.0,0.08537347801624048,0.08868990350031009,0.7864077669902912,0.14627847837179586
all_lower_only,95,0.5,134561280,77124608,0.2,30.0,0.06852779299322882,0.07178939946318989,0.671875,0.11535664160192471
all_lower_only,96,0.05,134561280,77124608,0.4,30.0,0.09044611436502763,0.09330589942094562,1.0,0.1541183508483508
all_lower_only,96,0.1,134561280,77124608,0.4,30.0,0.06944874493024324,0.07339188107927785,0.9130434782608695,0.1325670049640275
all_lower_only,96,0.2,134561280,77124608,0.4,30.0,0.06535713037471465,0.07000110209192824,0.8349514563106796,0.12765115341938094
all_lower_only,96,0.5,134561280,77124608,0.4,30.0,0.056293943577173045,0.060312877601340464,0.734375,0.10332254703991994
all_lower_only,97,0.05,134561280,77124608,1.0,30.0,0.09535727676798801,0.09775581526269041,0.9689922480620154,0.15276373853492742
all_lower_only,97,0.1,134561280,77124608,1.0,30.0,0.07630997671927504,0.07868100812841285,0.9478260869565217,0.12961049408995695
all_lower_only,97,0.2,134561280,77124608,1.0,30.0,0.06868330299638435,0.07145467948919569,0.8932038834951457,0.12072109753368343
all_lower_only,97,0.5,134561280,77124608,1.0,30.0,0.059790188334099624,0.06291880962091115,0.78125,0.10209729131077672
all_lower_only,98,0.05,287183360,77124608,0.2,10.0,0.16807039211551636,0.17081868628086536,0.2868217054263566,0.24167976217838794
all_lower_only,98,0.1,287183360,77124608,0.2,10.0,0.13296457216212335,0.1384812093121163,0.34782608695652173,0.2155098180971533
all_lower_only,98,0.2,287183360,77124608,0.2,10.0,0.10688261284034176,0.11302741169628354,0.23300970873786409,0.18537683286951312
all_lower_only,98,0.5,287183360,77124608,0.2,10.0,0.08993112178871357,0.09440142682356509,0.0,0.14815958363362158
all_lower_only,99,0.05,287183360,77124608,0.4,10.0,0.06453596795337137,0.07473448942366719,0.8372093023255814,0.1506864671193222
all_lower_only,99,0.1,287183360,77124608,0.4,10.0,0.06551035881241736,0.07792258408381904,0.6,0.153826724396533
all_lower_only,99,0.2,287183360,77124608,0.4,10.0,0.07156918904608946,0.08139992147660535,0.42718446601941745,0.15270415385655212
all_lower_only,99,0.5,287183360,77124608,0.4,10.0,0.07430449279250548,0.07886888049633521,0.078125,0.12775872517424625
all_lower_only,100,0.05,287183360,77124608,1.0,10.0,0.052892459850825996,0.059992417502371616,0.9302325581395349,0.11923264838811409
all_lower_only,100,0.1,287183360,77124608,1.0,10.0,0.0409065797314366,0.05305301078688996,0.8347826086956521,0.11279123204219843
all_lower_only,100,0.2,287183360,77124608,1.0,10.0,0.04594749994934648,0.05693232584683352,0.7184466019417476,0.11441403920183535
all_lower_only,100,0.5,287183360,77124608,1.0,10.0,0.05610033059949297,0.06081330427133039,0.421875,0.10161701374964904
all_lower_only,101,0.05,287183360,77124608,0.2,20.0,0.1399669806135738,0.145993909954539,0.3643410852713178,0.22318200493776175
all_lower_only,101,0.1,287183360,77124608,0.2,20.0,0.11247220924850142,0.11964362276206927,0.26956521739130435,0.19585163832021446
all_lower_only,101,0.2,287183360,77124608,0.2,20.0,0.10372558063644213,0.1104935457824367,0.14563106796116504,0.181618888656516
all_lower_only,101,0.5,287183360,77124608,0.2,20.0,0.0978089378199922,0.1013079187108975,0.0,0.15108229259801198
all_lower_only,102,0.05,287183360,77124608,0.4,20.0,0.07885356044395321,0.09250949159740332,0.5193798449612403,0.17505833871066945
all_lower_only,102,0.1,287183360,77124608,0.4,20.0,0.0918236467300652,0.10276145689853143,0.3391304347826087,0.18212540886533546
all_lower_only,102,0.2,287183360,77124608,0.4,20.0,0.09194801224050943,0.10013915426660422,0.22330097087378642,0.17287147490470534
