policy,target_N,base_N,G,shrink,tkpm,obs_frac,band_width_start,band_width_final,band_width_ratio
prefix_only,32270848,14562560,2.216014766634438,0.4,20.0,0.9,0.07699322351285875,0.07642501021406689,1.0074349129584712
prefix_only,77124608,14562560,5.296088599806628,0.4,20.0,0.9,0.07213622018309462,0.07552315749709626,0.955153658477112
prefix_only,134561280,14562560,9.240221499516569,0.4,20.0,0.9,0.07048570952021693,0.07301548240889422,0.9653529250890887
prefix_only,287183360,14562560,19.720664498549706,0.4,20.0,0.9,0.06793344444690685,0.06977819167431965,0.9735626965510528
prefix_only,610488320,14562560,41.92177199613255,0.4,20.0,0.9,2.0342782416230816,2.1332672752022335,0.9535974536665746
