target_N,n_lower_partners,points_per_partner,band_width_start,band_width_final,band_width_ratio
77124608,1,2,0.06945961112470522,0.07354140481773697,0.9444966586761845
134561280,2,2,0.06420105579393676,0.06490547951011583,0.9891469299434221
287183360,3,2,0.06606970264505052,0.06775032323093733,0.9751939104385059
610488320,4,2,2.067970118936932,2.1199813223900583,0.9754661973179608
