tokens,flops,Train Loss,Validation Loss,tkpm,base_N,target_N,shrink,max_lr,n_embd,n_head,method,shrinking,post_hoc_df,g_width,g_N
180486144,1.4571867935342592e+17,2.2309205532073975,2.3669185638427734,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
184418304,1.4889337825001472e+17,2.2991151809692383,2.364593029022217,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
188350464,1.5206807714660352e+17,2.284519672393799,2.3561930656433105,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
192282624,1.5524277604319232e+17,2.332624912261963,2.3546018600463867,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
196214784,1.5841747493978112e+17,2.1584486961364746,2.348931312561035,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
200146944,1.6159217383636992e+17,2.054375648498535,2.345134973526001,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
204079104,1.6476687273295872e+17,2.192507743835449,2.339717388153076,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
208011264,1.6794157162954752e+17,2.23563814163208,2.3376054763793945,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
211943424,1.7111627052613632e+17,2.263582706451416,2.3329102993011475,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
215875584,1.7429096942272512e+17,2.205580711364746,2.3293895721435547,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
219807744,1.7746566831931392e+17,2.189528465270996,2.326486110687256,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
223739904,1.8064036721590272e+17,2.140911102294922,2.3226122856140137,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
227672064,1.8381506611249152e+17,2.243410348892212,2.3174400329589844,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
231604224,1.8698976500908032e+17,2.2608513832092285,2.317654609680176,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
235536384,1.9016446390566912e+17,2.1766672134399414,2.3134849071502686,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
239468544,1.9333916280225792e+17,2.2242445945739746,2.3107216358184814,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
243400704,1.9651386169884672e+17,2.194277763366699,2.3049025535583496,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
247332864,1.9968856059543552e+17,2.173311710357666,2.3031914234161377,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
251265024,2.0286325949202432e+17,2.233891487121582,2.2999978065490723,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
255197184,2.0603795838861312e+17,2.142585277557373,2.297595262527466,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
259129344,2.0921265728520192e+17,2.3246355056762695,2.29356050491333,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
263061504,2.1238735618179072e+17,2.196676731109619,2.2923121452331543,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
266993664,2.1556205507837952e+17,2.4255473613739014,2.2891743183135986,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
270925824,2.1873675397496832e+17,2.3323495388031006,2.287065029144287,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
274857984,2.2191145287155712e+17,2.1994895935058594,2.2822556495666504,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
278790144,2.2508615176814592e+17,2.175849676132202,2.2811403274536133,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
282722304,2.2826085066473472e+17,2.1931750774383545,2.277010440826416,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
286654464,2.3143554956132352e+17,2.115286350250244,2.2764992713928223,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
290586624,2.3461024845791232e+17,2.1793737411499023,2.2740797996520996,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
294518784,2.3778494735450112e+17,2.1734774112701416,2.270700454711914,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
298450944,2.4095964625108992e+17,2.2282021045684814,2.267592191696167,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
302383104,2.4413434514767872e+17,2.131657361984253,2.2667250633239746,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
306315264,2.4730904404426752e+17,2.189701557159424,2.262892723083496,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
310247424,2.5048374294085632e+17,2.1251742839813232,2.263200521469116,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
314179584,2.5365844183744512e+17,2.2631583213806152,2.2596614360809326,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
318111744,2.5683314073403392e+17,2.1536872386932373,2.255488157272339,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
322043904,2.6000783963062272e+17,2.1906731128692627,2.2552576065063477,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
325976064,2.6318253852721152e+17,2.150838851928711,2.25327730178833,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
329908224,2.6635723742380032e+17,2.1275410652160645,2.2496862411499023,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
333840384,2.6953193632038912e+17,2.072056770324707,2.2485673427581787,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
337772544,2.7270663521697792e+17,2.063767910003662,2.245936870574951,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
341704704,2.7588133411356672e+17,2.141927719116211,2.244992733001709,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
345636864,2.7905603301015552e+17,2.0746240615844727,2.241182327270508,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
349569024,2.8223073190674432e+17,2.2361302375793457,2.239840030670166,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
353501184,2.8540543080333312e+17,2.2381575107574463,2.2392640113830566,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
357433344,2.885801296999219e+17,2.1606526374816895,2.2360572814941406,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
361365504,2.917548285965107e+17,2.0542659759521484,2.233741283416748,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
365297664,2.949295274930995e+17,2.106088638305664,2.2311086654663086,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
369229824,2.981042263896883e+17,2.0661721229553223,2.2296388149261475,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
373161984,3.012789252862771e+17,2.0976719856262207,2.228224515914917,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
377094144,3.044536241828659e+17,2.110949993133545,2.2266616821289062,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
381026304,3.076283230794547e+17,2.1664161682128906,2.225955009460449,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
384958464,3.108030219760435e+17,2.240104913711548,2.222651958465576,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
388890624,3.139777208726323e+17,2.1289329528808594,2.2215280532836914,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
392822784,3.171524197692211e+17,2.1271026134490967,2.2187678813934326,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
396754944,3.203271186658099e+17,2.06742262840271,2.216722011566162,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
400687104,3.235018175623987e+17,2.0057482719421387,2.2151660919189453,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
404619264,3.266765164589875e+17,2.1794209480285645,2.2139158248901367,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
408551424,3.298512153555763e+17,1.94063401222229,2.211484909057617,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
412483584,3.330259142521651e+17,2.0008840560913086,2.211233139038086,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
416415744,3.362006131487539e+17,2.2240166664123535,2.207289934158325,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
420347904,3.393753120453427e+17,2.0927624702453613,2.2067089080810547,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
424280064,3.425500109419315e+17,2.1470470428466797,2.205042839050293,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
428212224,3.457247098385203e+17,2.178828001022339,2.2022857666015625,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
432144384,3.488994087351091e+17,2.028707981109619,2.2036895751953125,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
436076544,3.520741076316979e+17,2.1915535926818848,2.2004542350769043,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
440008704,3.552488065282867e+17,2.0293707847595215,2.197903633117676,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
443940864,3.584235054248755e+17,2.0973777770996094,2.196387767791748,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
447873024,3.615982043214643e+17,2.1373510360717773,2.1959850788116455,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
451805184,3.647729032180531e+17,2.11039137840271,2.1940717697143555,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
455737344,3.679476021146419e+17,2.099339485168457,2.1917057037353516,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
459669504,3.711223010112307e+17,2.1723334789276123,2.1902213096618652,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
463601664,3.742969999078195e+17,2.157904624938965,2.188781499862671,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
467533824,3.774716988044083e+17,2.1244311332702637,2.188477039337158,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
471465984,3.806463977009971e+17,2.063720941543579,2.185521364212036,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
475398144,3.838210965975859e+17,2.1529428958892822,2.184164524078369,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
479330304,3.869957954941747e+17,2.079742193222046,2.1838295459747314,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
483262464,3.901704943907635e+17,2.0852131843566895,2.1820340156555176,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
487194624,3.933451932873523e+17,2.003918409347534,2.1821651458740234,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
491126784,3.965198921839411e+17,2.0704526901245117,2.181403398513794,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
495058944,3.996945910805299e+17,2.078176736831665,2.178602695465088,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
498991104,4.028692899771187e+17,2.0620250701904297,2.1772828102111816,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
502923264,4.060439888737075e+17,1.966461181640625,2.1767940521240234,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
506855424,4.092186877702963e+17,2.067162036895752,2.1748178005218506,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
510787584,4.123933866668851e+17,2.079946756362915,2.1734447479248047,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
514719744,4.155680855634739e+17,2.1386284828186035,2.173673152923584,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
518651904,4.187427844600627e+17,1.9656803607940674,2.171907424926758,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
522584064,4.219174833566515e+17,2.021336555480957,2.170225143432617,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
526516224,4.250921822532403e+17,2.0267891883850098,2.1683406829833984,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
530448384,4.282668811498291e+17,2.2292957305908203,2.1666488647460938,20.0,14562560,134561280,0.4,0.003,768,12,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s4/20tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,6.0,9.240221499516569
