tokens,flops,Train Loss,Validation Loss,tkpm,base_N,target_N,shrink,max_lr,n_embd,n_head,method,shrinking,post_hoc_df,g_width,g_N
490799104,9.503101970232115e+16,2.322152853012085,2.2728586196899414,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
491454464,9.515791383999283e+16,1.9901676177978516,2.271174669265747,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
492109824,9.528480797766451e+16,2.263284206390381,2.2689175605773926,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
492765184,9.54117021153362e+16,2.0852067470550537,2.268040180206299,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
493420544,9.553859625300787e+16,2.011699676513672,2.2669293880462646,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
494075904,9.566549039067955e+16,2.2885942459106445,2.2655885219573975,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
494731264,9.579238452835123e+16,2.4210071563720703,2.2663002014160156,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
495386624,9.591927866602291e+16,1.884608268737793,2.2673439979553223,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
496041984,9.60461728036946e+16,2.109381914138794,2.2684178352355957,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
496697344,9.617306694136627e+16,2.0175602436065674,2.2666690349578857,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
497352704,9.629996107903795e+16,1.9255328178405762,2.2657599449157715,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
498008064,9.642685521670963e+16,2.3098058700561523,2.265697956085205,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
498663424,9.655374935438131e+16,2.5271222591400146,2.2662298679351807,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
499318784,9.6680643492053e+16,2.2106881141662598,2.266402244567871,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
499974144,9.680753762972467e+16,2.4111809730529785,2.2637600898742676,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
500629504,9.693443176739635e+16,1.9401218891143799,2.265408754348755,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
501284864,9.706132590506803e+16,2.207087516784668,2.266549587249756,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
501940224,9.718822004273971e+16,2.1779940128326416,2.2657830715179443,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
502595584,9.73151141804114e+16,2.351785898208618,2.2652249336242676,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
503250944,9.744200831808307e+16,2.174276351928711,2.264359474182129,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
503906304,9.756890245575475e+16,2.097090721130371,2.2660086154937744,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
504561664,9.769579659342643e+16,2.183197498321533,2.266591787338257,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
505217024,9.782269073109811e+16,2.314099073410034,2.2668774127960205,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
505872384,9.79495848687698e+16,2.3046603202819824,2.2671334743499756,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
506527744,9.807647900644147e+16,2.2371206283569336,2.265486001968384,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
507183104,9.820337314411315e+16,2.3438210487365723,2.2667746543884277,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
507838464,9.833026728178483e+16,2.027939796447754,2.2696547508239746,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
508493824,9.845716141945651e+16,2.351922035217285,2.2667806148529053,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
509149184,9.85840555571282e+16,2.0931997299194336,2.26590895652771,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
509804544,9.871094969479987e+16,2.0958194732666016,2.2669312953948975,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
510459904,9.883784383247155e+16,2.0898194313049316,2.2673428058624268,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
511115264,9.896473797014323e+16,2.2383460998535156,2.2671401500701904,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
511770624,9.909163210781491e+16,2.1312739849090576,2.2668800354003906,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
512425984,9.92185262454866e+16,2.3929123878479004,2.2665209770202637,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
513081344,9.934542038315827e+16,1.9871635437011719,2.26692795753479,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
513736704,9.947231452082995e+16,2.2086005210876465,2.268592357635498,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
514392064,9.959920865850163e+16,2.4095981121063232,2.2663118839263916,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
515047424,9.972610279617331e+16,2.0816879272460938,2.2664084434509277,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
515702784,9.9852996933845e+16,2.265613317489624,2.2659895420074463,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
516358144,9.997989107151667e+16,2.2658283710479736,2.2665534019470215,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
517013504,1.0010678520918835e+17,2.3443028926849365,2.268153667449951,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
517668864,1.0023367934686003e+17,1.9571324586868286,2.265038013458252,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
518324224,1.0036057348453171e+17,2.2069122791290283,2.2636117935180664,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
518979584,1.004874676222034e+17,1.8704919815063477,2.2643914222717285,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
519634944,1.0061436175987507e+17,2.1094489097595215,2.2645344734191895,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
520290304,1.0074125589754675e+17,2.1346068382263184,2.265854597091675,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
520945664,1.0086815003521843e+17,2.0605854988098145,2.2637970447540283,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
521601024,1.0099504417289011e+17,2.5017523765563965,2.263559579849243,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
522256384,1.011219383105618e+17,2.0795743465423584,2.2637102603912354,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
522911744,1.0124883244823347e+17,2.374533176422119,2.2629332542419434,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
523567104,1.0137572658590515e+17,2.273550033569336,2.2619473934173584,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
524222464,1.0150262072357683e+17,2.2961552143096924,2.263237476348877,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
524877824,1.0162951486124851e+17,2.3712759017944336,2.263554334640503,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
525533184,1.017564089989202e+17,2.112247943878174,2.2649688720703125,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
526188544,1.0188330313659187e+17,1.8987630605697632,2.2656667232513428,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
526843904,1.0201019727426355e+17,2.2188782691955566,2.268611192703247,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
527499264,1.0213709141193523e+17,2.1010937690734863,2.263641595840454,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
528154624,1.0226398554960691e+17,2.2708613872528076,2.263526678085327,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
528809984,1.023908796872786e+17,2.3610434532165527,2.2624237537384033,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
529465344,1.0251777382495027e+17,2.033782720565796,2.2636218070983887,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
530120704,1.0264466796262195e+17,2.392777919769287,2.2608067989349365,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
530776064,1.0277156210029363e+17,2.413984775543213,2.2626187801361084,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
531431424,1.0289845623796531e+17,2.026332139968872,2.260735034942627,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
532086784,1.03025350375637e+17,2.108351230621338,2.260823965072632,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
532742144,1.0315224451330867e+17,2.2447550296783447,2.2613959312438965,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
533397504,1.0327913865098035e+17,2.1870079040527344,2.2647171020507812,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
534052864,1.0340603278865203e+17,2.3069941997528076,2.262105941772461,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
534708224,1.0353292692632371e+17,2.124255657196045,2.2608988285064697,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
535363584,1.036598210639954e+17,2.4639182090759277,2.259967803955078,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
536018944,1.0378671520166707e+17,2.01955246925354,2.261991262435913,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
536674304,1.0391360933933875e+17,2.0336642265319824,2.2594807147979736,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
537329664,1.0404050347701043e+17,2.453430652618408,2.260590076446533,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
537985024,1.0416739761468211e+17,2.0523593425750732,2.26188063621521,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
538640384,1.042942917523538e+17,2.1335973739624023,2.2616870403289795,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
539295744,1.0442118589002547e+17,2.4025847911834717,2.2611141204833984,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
539951104,1.0454808002769715e+17,1.9573471546173096,2.2607617378234863,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
540606464,1.0467497416536883e+17,2.2462637424468994,2.2604472637176514,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
541261824,1.0480186830304051e+17,2.27620267868042,2.2603588104248047,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
541917184,1.049287624407122e+17,1.9707379341125488,2.2622199058532715,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
542572544,1.0505565657838387e+17,1.8381154537200928,2.2612576484680176,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
543227904,1.0518255071605555e+17,2.324246644973755,2.2616379261016846,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
543883264,1.0530944485372723e+17,2.2645339965820312,2.2593934535980225,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
544538624,1.0543633899139891e+17,2.4753623008728027,2.2602627277374268,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
545193984,1.055632331290706e+17,2.0154080390930176,2.26082181930542,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
545849344,1.0569012726674227e+17,2.3191702365875244,2.2585246562957764,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
546504704,1.0581702140441395e+17,2.4153008460998535,2.2608728408813477,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
547160064,1.0594391554208563e+17,2.34785532951355,2.2596211433410645,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
547815424,1.0607080967975731e+17,1.9513640403747559,2.2607905864715576,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
548470784,1.06197703817429e+17,1.8856141567230225,2.25936222076416,30.0,14562560,32270848,0.4,0.003,256,4,paws,0.4,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s1-s2/30tkpm/shrinking=0.4/seed=666/post_hoc_analysis.parquet,2.0,2.216014766634438
