run_key,obs,ctx_134561280_relerr,ctx_134561280_in_ci,ctx_287183360_relerr,ctx_287183360_in_ci,ctx_32270848_relerr,ctx_32270848_in_ci,ctx_77124608_relerr,ctx_77124608_in_ci,mean_relerr,std_relerr,min_relerr,max_relerr,coverage_rate,context_sensitivity
base14562560_target610488320_lr0.003_shrink0.4_tkpm10.0_emb2048_head32_gw16.0_gn41.92177199613255,50,4.468482685918332,1,2.9062399105948606,1,4.469783136352133,1,4.30066491776363,1,4.036292662657239,0.6560514687706371,2.9062399105948606,4.469783136352133,1.0,1.5635432257572721
base14562560_target610488320_lr0.003_shrink0.4_tkpm10.0_emb2048_head32_gw16.0_gn41.92177199613255,90,0.0636585048092057,1,0.5379531810171875,1,0.1284707339955831,1,0.1430778499089029,1,0.21829006743271978,0.18696244052606364,0.0636585048092057,0.5379531810171875,1.0,0.47429467620798177
base14562560_target610488320_lr0.003_shrink0.4_tkpm20.0_emb2048_head32_gw16.0_gn41.92177199613255,0,88.2527433197423,1,14.440228265476248,1,100.93711318282116,0,92.73935390861571,1,74.09235966916386,34.73918692021141,14.440228265476248,100.93711318282116,0.75,86.49688491734491
base14562560_target610488320_lr0.003_shrink0.4_tkpm20.0_emb2048_head32_gw16.0_gn41.92177199613255,20,7.371725536486393,1,4.692448179467995,1,7.0684631481617295,1,7.83133330462265,1,6.740992542184691,1.2135112372915942,4.692448179467995,7.83133330462265,1.0,3.138885125154655
base14562560_target610488320_lr0.003_shrink0.4_tkpm20.0_emb2048_head32_gw16.0_gn41.92177199613255,50,4.337399875683909,1,3.779857876925421,1,4.237373757413006,1,4.325368099101453,1,4.1699999022809475,0.22853449629237352,3.779857876925421,4.337399875683909,1.0,0.557541998758488
base14562560_target610488320_lr0.003_shrink0.4_tkpm20.0_emb2048_head32_gw16.0_gn41.92177199613255,90,0.6877635150645013,1,0.1773666703270068,1,0.6188092863535728,1,0.5548030322432894,1,0.5096856259970926,0.19754187940050938,0.1773666703270068,0.6877635150645013,1.0,0.5103968447374945
base14562560_target610488320_lr0.003_shrink0.4_tkpm30.0_emb2048_head32_gw16.0_gn41.92177199613255,0,89.41026578526682,1,14.480936722081037,1,100.27163045984383,1,95.7411974752177,1,74.97600761060235,35.13923397110656,14.480936722081037,100.27163045984383,1.0,85.7906937377628
base14562560_target610488320_lr0.003_shrink0.4_tkpm30.0_emb2048_head32_gw16.0_gn41.92177199613255,20,12.466328937627607,1,9.288803707108533,1,14.41426748240297,1,13.787991119791593,1,12.489347811732676,1.977106636875529,9.288803707108533,14.41426748240297,1.0,5.1254637752944365
base14562560_target610488320_lr0.003_shrink0.4_tkpm30.0_emb2048_head32_gw16.0_gn41.92177199613255,50,10.718964550232233,1,9.317498964720649,1,11.085704045046787,1,10.82909977896552,1,10.487816834741297,0.6886610827416455,9.317498964720649,11.085704045046787,1.0,1.7682050803261387
base14562560_target610488320_lr0.003_shrink0.4_tkpm30.0_emb2048_head32_gw16.0_gn41.92177199613255,90,0.23350569146026448,1,0.48319507971107584,1,0.4808954458397457,1,0.2886636642286027,1,0.3715649703099222,0.11219115966840595,0.23350569146026448,0.48319507971107584,1.0,0.24968938825081136
base14562560_target610488320_lr0.003_shrink1.0_tkpm10.0_emb2048_head32_gw16.0_gn41.92177199613255,0,66.17583501204216,1,5.782881302209642,1,91.14284634027828,1,81.44918189304748,1,61.13768613689439,33.1753065587085,5.782881302209642,91.14284634027828,1.0,85.35996503806864
base14562560_target610488320_lr0.003_shrink1.0_tkpm10.0_emb2048_head32_gw16.0_gn41.92177199613255,20,5.89287078653189,1,2.834327315054656,1,7.489539573538649,1,7.044468649705929,1,5.815301581207781,1.8170132838208835,2.834327315054656,7.489539573538649,1.0,4.655212258483993
base14562560_target610488320_lr0.003_shrink1.0_tkpm10.0_emb2048_head32_gw16.0_gn41.92177199613255,50,4.217600555710399,1,2.1922829640745753,1,4.267834168686627,1,4.029824273722675,1,3.6768854905485693,0.8617139270325541,2.1922829640745753,4.267834168686627,1.0,2.0755512046120517
base14562560_target610488320_lr0.003_shrink1.0_tkpm10.0_emb2048_head32_gw16.0_gn41.92177199613255,90,0.05304319941591657,1,0.3024909163636025,1,0.22605435976810087,1,0.010290718008958494,1,0.14796979838914462,0.12035423028790691,0.010290718008958494,0.3024909163636025,1.0,0.292200198354644
base14562560_target610488320_lr0.003_shrink1.0_tkpm20.0_emb2048_head32_gw16.0_gn41.92177199613255,0,83.24278478114151,1,12.032086682132855,1,102.25531580927145,0,90.67009136481383,1,72.05006965933991,35.30756737492827,12.032086682132855,102.25531580927145,0.75,90.2232291271386
base14562560_target610488320_lr0.003_shrink1.0_tkpm20.0_emb2048_head32_gw16.0_gn41.92177199613255,20,13.029039302810986,1,10.021290296079192,1,16.333730083843754,1,15.303408278291242,1,13.671866990256294,2.4231890010573385,10.021290296079192,16.333730083843754,1.0,6.312439787764562
base14562560_target610488320_lr0.003_shrink1.0_tkpm20.0_emb2048_head32_gw16.0_gn41.92177199613255,50,4.027666367905703,1,2.5990824913778217,1,3.702335347486611,1,3.769618058500976,1,3.5246755663177782,0.5480150794414194,2.5990824913778217,4.027666367905703,1.0,1.4285838765278815
base14562560_target610488320_lr0.003_shrink1.0_tkpm20.0_emb2048_head32_gw16.0_gn41.92177199613255,90,0.7471587938038301,1,0.4068271112878311,1,1.0319625158533934,1,0.8844148921480721,1,0.7675908282732817,0.23135912485781515,0.4068271112878311,1.0319625158533934,1.0,0.6251354045655623
base32270848_target610488320_lr0.005_shrink0.4_tkpm10.0_emb2048_head32_gw8.0_gn18.91764108584937,0,88.10772740409239,1,14.074954886447747,1,109.33926699282756,1,99.57970820935387,1,77.77541437318038,37.537345581695774,14.074954886447747,109.33926699282756,1.0,95.26431210637982
base32270848_target610488320_lr0.005_shrink0.4_tkpm10.0_emb2048_head32_gw8.0_gn18.91764108584937,20,6.092394251772075,1,4.2238297625889,1,5.990146892652626,1,6.469739839012795,1,5.694027686506599,0.8674090418608272,4.2238297625889,6.469739839012795,1.0,2.245910076423895
base32270848_target610488320_lr0.005_shrink0.4_tkpm10.0_emb2048_head32_gw8.0_gn18.91764108584937,50,4.457838374135774,1,3.6483126468820277,1,4.483093081939966,1,4.525285561045086,1,4.278632416000713,0.36471212094251176,3.6483126468820277,4.525285561045086,1.0,0.8769729141630584
base32270848_target610488320_lr0.005_shrink0.4_tkpm10.0_emb2048_head32_gw8.0_gn18.91764108584937,90,0.5004761131698392,1,0.33218121848895116,1,0.6711477098366048,1,0.5192356740532993,1,0.5057601788871736,0.12009600452029422,0.33218121848895116,0.6711477098366048,1.0,0.3389664913476536
