scale,epoch,target_hp,source_config,source_hp,nll,rank
[24],50,"lr3e-05,wd0.01",3,"lr=3e-05, wd=0.0",-4.0689,7
[24],50,"lr3e-05,wd0.01",9,"lr=0.001, wd=0.0",-4.0634,8
[24],50,"lr3e-05,wd0.01",10,"lr=0.001, wd=0.01",-3.9974,9
[24],50,"lr3e-05,wd0.01",1,"lr=1e-05, wd=0.0",-3.9225,10
[24],50,"lr3e-05,wd0.01",2,"lr=1e-05, wd=0.01",-3.8719,11
[24],50,"lr3e-05,wd0.01",12,"lr=0.003, wd=0.01",-3.7047,12
[24],50,"lr0.0001,wd0.0",9,"lr=0.001, wd=0.0",-3.2712,1
[24],50,"lr0.0001,wd0.0",11,"lr=0.003, wd=0.0",-3.2539,2
[24],50,"lr0.0001,wd0.0",7,"lr=3e-04, wd=0.0",-3.2116,3
[24],50,"lr0.0001,wd0.0",8,"lr=3e-04, wd=0.01",-3.1533,4
[24],50,"lr0.0001,wd0.0",10,"lr=0.001, wd=0.01",-3.1027,5
[24],50,"lr0.0001,wd0.0",12,"lr=0.003, wd=0.01",-3.0472,6
[24],50,"lr0.0001,wd0.0",5,"lr=1e-04, wd=0.0",-3.022,7
[24],50,"lr0.0001,wd0.0",6,"lr=1e-04, wd=0.01",-3.0207,8
[24],50,"lr0.0001,wd0.0",3,"lr=3e-05, wd=0.0",-2.7252,9
[24],50,"lr0.0001,wd0.0",4,"lr=3e-05, wd=0.01",-2.7167,10
[24],50,"lr0.0001,wd0.0",1,"lr=1e-05, wd=0.0",-2.6309,11
[24],50,"lr0.0001,wd0.0",2,"lr=1e-05, wd=0.01",-2.5815,12
[24],50,"lr0.0001,wd0.01",8,"lr=3e-04, wd=0.01",-4.1126,1
[24],50,"lr0.0001,wd0.01",6,"lr=1e-04, wd=0.01",-4.112,2
[24],50,"lr0.0001,wd0.01",5,"lr=1e-04, wd=0.0",-4.1014,3
[24],50,"lr0.0001,wd0.01",4,"lr=3e-05, wd=0.01",-4.0781,4
[24],50,"lr0.0001,wd0.01",10,"lr=0.001, wd=0.01",-4.0732,5
[24],50,"lr0.0001,wd0.01",3,"lr=3e-05, wd=0.0",-4.0661,6
[24],50,"lr0.0001,wd0.01",11,"lr=0.003, wd=0.0",-4.0414,7
[24],50,"lr0.0001,wd0.01",1,"lr=1e-05, wd=0.0",-4.0411,8
[24],50,"lr0.0001,wd0.01",2,"lr=1e-05, wd=0.01",-4.0362,9
[24],50,"lr0.0001,wd0.01",7,"lr=3e-04, wd=0.0",-4.0249,10
[24],50,"lr0.0001,wd0.01",9,"lr=0.001, wd=0.0",-3.9518,11
[24],50,"lr0.0001,wd0.01",12,"lr=0.003, wd=0.01",-3.9466,12
[24],50,"lr0.0003,wd0.0",9,"lr=0.001, wd=0.0",-2.6122,1
[24],50,"lr0.0003,wd0.0",11,"lr=0.003, wd=0.0",-2.563,2
[24],50,"lr0.0003,wd0.0",7,"lr=3e-04, wd=0.0",-2.5054,3
[24],50,"lr0.0003,wd0.0",12,"lr=0.003, wd=0.01",-2.496,4
[24],50,"lr0.0003,wd0.0",10,"lr=0.001, wd=0.01",-2.4863,5
[24],50,"lr0.0003,wd0.0",8,"lr=3e-04, wd=0.01",-2.4451,6
[24],50,"lr0.0003,wd0.0",5,"lr=1e-04, wd=0.0",-2.3125,7
[24],50,"lr0.0003,wd0.0",6,"lr=1e-04, wd=0.01",-2.3025,8
[24],50,"lr0.0003,wd0.0",1,"lr=1e-05, wd=0.0",-2.254,9
[24],50,"lr0.0003,wd0.0",2,"lr=1e-05, wd=0.01",-2.239,10
[24],50,"lr0.0003,wd0.0",4,"lr=3e-05, wd=0.01",-2.2105,11
[24],50,"lr0.0003,wd0.0",3,"lr=3e-05, wd=0.0",-2.2073,12
[24],50,"lr0.0003,wd0.01",6,"lr=1e-04, wd=0.01",-4.0741,1
[24],50,"lr0.0003,wd0.01",5,"lr=1e-04, wd=0.0",-4.074,2
[24],50,"lr0.0003,wd0.01",10,"lr=0.001, wd=0.01",-4.0691,3
[24],50,"lr0.0003,wd0.01",8,"lr=3e-04, wd=0.01",-4.0672,4
[24],50,"lr0.0003,wd0.01",3,"lr=3e-05, wd=0.0",-4.0371,5
[24],50,"lr0.0003,wd0.01",4,"lr=3e-05, wd=0.01",-4.0298,6
[24],50,"lr0.0003,wd0.01",12,"lr=0.003, wd=0.01",-4.0072,7
[24],50,"lr0.0003,wd0.01",11,"lr=0.003, wd=0.0",-3.95,8
[24],50,"lr0.0003,wd0.01",1,"lr=1e-05, wd=0.0",-3.94,9
[24],50,"lr0.0003,wd0.01",7,"lr=3e-04, wd=0.0",-3.9152,10
[24],50,"lr0.0003,wd0.01",2,"lr=1e-05, wd=0.01",-3.9051,11
[24],50,"lr0.0003,wd0.01",9,"lr=0.001, wd=0.0",-3.827,12
[24],50,"lr0.001,wd0.0",9,"lr=0.001, wd=0.0",-2.4487,1
[24],50,"lr0.001,wd0.0",11,"lr=0.003, wd=0.0",-2.415,2
[24],50,"lr0.001,wd0.0",12,"lr=0.003, wd=0.01",-2.3542,3
[24],50,"lr0.001,wd0.0",10,"lr=0.001, wd=0.01",-2.3339,4
[24],50,"lr0.001,wd0.0",7,"lr=3e-04, wd=0.0",-2.2888,5
[24],50,"lr0.001,wd0.0",8,"lr=3e-04, wd=0.01",-2.2372,6
[24],50,"lr0.001,wd0.0",1,"lr=1e-05, wd=0.0",-2.1122,7
[24],50,"lr0.001,wd0.0",2,"lr=1e-05, wd=0.01",-2.1044,8
[24],50,"lr0.001,wd0.0",6,"lr=1e-04, wd=0.01",-2.0875,9
[24],50,"lr0.001,wd0.0",5,"lr=1e-04, wd=0.0",-2.077,10
[24],50,"lr0.001,wd0.0",4,"lr=3e-05, wd=0.01",-2.0681,11
[24],50,"lr0.001,wd0.0",3,"lr=3e-05, wd=0.0",-2.0591,12
[24],50,"lr0.001,wd0.01",12,"lr=0.003, wd=0.01",-3.5081,1
[24],50,"lr0.001,wd0.01",4,"lr=3e-05, wd=0.01",-3.3142,2
[24],50,"lr0.001,wd0.01",3,"lr=3e-05, wd=0.0",-3.3106,3
[24],50,"lr0.001,wd0.01",1,"lr=1e-05, wd=0.0",-3.2063,4
[24],50,"lr0.001,wd0.01",2,"lr=1e-05, wd=0.01",-3.1691,5
[24],50,"lr0.001,wd0.01",10,"lr=0.001, wd=0.01",-3.138,6
[24],50,"lr0.001,wd0.01",6,"lr=1e-04, wd=0.01",-3.0341,7
[24],50,"lr0.001,wd0.01",5,"lr=1e-04, wd=0.0",-2.9316,8
[24],50,"lr0.001,wd0.01",8,"lr=3e-04, wd=0.01",-2.4934,9
[24],50,"lr0.001,wd0.01",7,"lr=3e-04, wd=0.0",-2.0765,10
[24],50,"lr0.001,wd0.01",11,"lr=0.003, wd=0.0",-1.8944,11
[24],50,"lr0.001,wd0.01",9,"lr=0.001, wd=0.0",-1.8563,12
[24],50,"lr0.003,wd0.0",5,"lr=1e-04, wd=0.0",-3.0912,1
[24],50,"lr0.003,wd0.0",6,"lr=1e-04, wd=0.01",-3.0802,2
[24],50,"lr0.003,wd0.0",12,"lr=0.003, wd=0.01",-3.0628,3
[24],50,"lr0.003,wd0.0",2,"lr=1e-05, wd=0.01",-3.0573,4
[24],50,"lr0.003,wd0.0",3,"lr=3e-05, wd=0.0",-3.0426,5
[24],50,"lr0.003,wd0.0",8,"lr=3e-04, wd=0.01",-3.0376,6
[24],50,"lr0.003,wd0.0",10,"lr=0.001, wd=0.01",-3.0341,7
[24],50,"lr0.003,wd0.0",1,"lr=1e-05, wd=0.0",-3.0046,8
[24],50,"lr0.003,wd0.0",4,"lr=3e-05, wd=0.01",-2.9541,9
[24],50,"lr0.003,wd0.0",9,"lr=0.001, wd=0.0",-2.8554,10
[24],50,"lr0.003,wd0.0",7,"lr=3e-04, wd=0.0",-2.8171,11
[24],50,"lr0.003,wd0.0",11,"lr=0.003, wd=0.0",-2.754,12
[24],50,"lr0.003,wd0.01",1,"lr=1e-05, wd=0.0",-2.9651,1
[24],50,"lr0.003,wd0.01",2,"lr=1e-05, wd=0.01",-2.947,2
[24],50,"lr0.003,wd0.01",4,"lr=3e-05, wd=0.01",-2.905,3
[24],50,"lr0.003,wd0.01",3,"lr=3e-05, wd=0.0",-2.8874,4
[24],50,"lr0.003,wd0.01",12,"lr=0.003, wd=0.01",-2.6218,5
[24],50,"lr0.003,wd0.01",5,"lr=1e-04, wd=0.0",-1.3898,6
[24],50,"lr0.003,wd0.01",10,"lr=0.001, wd=0.01",-1.3412,7
[24],50,"lr0.003,wd0.01",6,"lr=1e-04, wd=0.01",-1.3339,8
[24],50,"lr0.003,wd0.01",9,"lr=0.001, wd=0.0",-1.0335,9
[24],50,"lr0.003,wd0.01",7,"lr=3e-04, wd=0.0",-0.9003,10
[24],50,"lr0.003,wd0.01",11,"lr=0.003, wd=0.0",-0.6445,11
[24],50,"lr0.003,wd0.01",8,"lr=3e-04, wd=0.01",-0.41,12
[24],90,"lr1e-05,wd0.0",5,"lr=1e-04, wd=0.0",-4.194,1
[24],90,"lr1e-05,wd0.0",6,"lr=1e-04, wd=0.01",-4.1902,2
[24],90,"lr1e-05,wd0.0",3,"lr=3e-05, wd=0.0",-4.187,3
[24],90,"lr1e-05,wd0.0",4,"lr=3e-05, wd=0.01",-4.184,4
[24],90,"lr1e-05,wd0.0",7,"lr=3e-04, wd=0.0",-4.1728,5
[24],90,"lr1e-05,wd0.0",8,"lr=3e-04, wd=0.01",-4.1653,6
[24],90,"lr1e-05,wd0.0",11,"lr=0.003, wd=0.0",-4.1518,7
[24],90,"lr1e-05,wd0.0",9,"lr=0.001, wd=0.0",-4.1475,8
[24],90,"lr1e-05,wd0.0",10,"lr=0.001, wd=0.01",-4.1406,9
[24],90,"lr1e-05,wd0.0",12,"lr=0.003, wd=0.01",-4.138,10
[24],90,"lr1e-05,wd0.0",1,"lr=1e-05, wd=0.0",-4.1274,11
[24],90,"lr1e-05,wd0.0",2,"lr=1e-05, wd=0.01",-4.1155,12
[24],90,"lr1e-05,wd0.01",5,"lr=1e-04, wd=0.0",-4.2331,1
[24],90,"lr1e-05,wd0.01",6,"lr=1e-04, wd=0.01",-4.2294,2
[24],90,"lr1e-05,wd0.01",7,"lr=3e-04, wd=0.0",-4.2248,3
[24],90,"lr1e-05,wd0.01",8,"lr=3e-04, wd=0.01",-4.2225,4
[24],90,"lr1e-05,wd0.01",4,"lr=3e-05, wd=0.01",-4.2218,5
[24],90,"lr1e-05,wd0.01",3,"lr=3e-05, wd=0.0",-4.2146,6
[24],90,"lr1e-05,wd0.01",11,"lr=0.003, wd=0.0",-4.2055,7
[24],90,"lr1e-05,wd0.01",9,"lr=0.001, wd=0.0",-4.2026,8
[24],90,"lr1e-05,wd0.01",10,"lr=0.001, wd=0.01",-4.2018,9
[24],90,"lr1e-05,wd0.01",12,"lr=0.003, wd=0.01",-4.1915,10
[24],90,"lr1e-05,wd0.01",1,"lr=1e-05, wd=0.0",-4.1865,11
[24],90,"lr1e-05,wd0.01",2,"lr=1e-05, wd=0.01",-4.1771,12
[24],90,"lr3e-05,wd0.0",7,"lr=3e-04, wd=0.0",-4.1712,1
[24],90,"lr3e-05,wd0.0",5,"lr=1e-04, wd=0.0",-4.1635,2
[24],90,"lr3e-05,wd0.0",8,"lr=3e-04, wd=0.01",-4.1615,3
[24],90,"lr3e-05,wd0.0",11,"lr=0.003, wd=0.0",-4.1583,4
[24],90,"lr3e-05,wd0.0",9,"lr=0.001, wd=0.0",-4.1488,5
[24],90,"lr3e-05,wd0.0",6,"lr=1e-04, wd=0.01",-4.1484,6
[24],90,"lr3e-05,wd0.0",10,"lr=0.001, wd=0.01",-4.1456,7
[24],90,"lr3e-05,wd0.0",12,"lr=0.003, wd=0.01",-4.1306,8
[24],90,"lr3e-05,wd0.0",4,"lr=3e-05, wd=0.01",-4.0856,9
[24],90,"lr3e-05,wd0.0",3,"lr=3e-05, wd=0.0",-4.0853,10
[24],90,"lr3e-05,wd0.0",1,"lr=1e-05, wd=0.0",-4.0685,11
[24],90,"lr3e-05,wd0.0",2,"lr=1e-05, wd=0.01",-4.0618,12
[24],90,"lr3e-05,wd0.01",8,"lr=3e-04, wd=0.01",-4.2013,1
[24],90,"lr3e-05,wd0.01",6,"lr=1e-04, wd=0.01",-4.1993,2
[24],90,"lr3e-05,wd0.01",11,"lr=0.003, wd=0.0",-4.19,3
[24],90,"lr3e-05,wd0.01",7,"lr=3e-04, wd=0.0",-4.189,4
[24],90,"lr3e-05,wd0.01",5,"lr=1e-04, wd=0.0",-4.1842,5
[24],90,"lr3e-05,wd0.01",10,"lr=0.001, wd=0.01",-4.1842,6
[24],90,"lr3e-05,wd0.01",9,"lr=0.001, wd=0.0",-4.1796,7
[24],90,"lr3e-05,wd0.01",12,"lr=0.003, wd=0.01",-4.1786,8
[24],90,"lr3e-05,wd0.01",4,"lr=3e-05, wd=0.01",-4.1673,9
[24],90,"lr3e-05,wd0.01",3,"lr=3e-05, wd=0.0",-4.1631,10
[24],90,"lr3e-05,wd0.01",1,"lr=1e-05, wd=0.0",-4.162,11
[24],90,"lr3e-05,wd0.01",2,"lr=1e-05, wd=0.01",-4.161,12
[24],90,"lr0.0001,wd0.0",9,"lr=0.001, wd=0.0",-3.8637,1
[24],90,"lr0.0001,wd0.0",7,"lr=3e-04, wd=0.0",-3.6507,2
[24],90,"lr0.0001,wd0.0",11,"lr=0.003, wd=0.0",-3.6163,3
[24],90,"lr0.0001,wd0.0",1,"lr=1e-05, wd=0.0",-3.512,4
[24],90,"lr0.0001,wd0.0",12,"lr=0.003, wd=0.01",-3.5095,5
[24],90,"lr0.0001,wd0.0",2,"lr=1e-05, wd=0.01",-3.4732,6
[24],90,"lr0.0001,wd0.0",8,"lr=3e-04, wd=0.01",-3.4729,7
[24],90,"lr0.0001,wd0.0",10,"lr=0.001, wd=0.01",-3.4489,8
[24],90,"lr0.0001,wd0.0",3,"lr=3e-05, wd=0.0",-3.4299,9
[24],90,"lr0.0001,wd0.0",4,"lr=3e-05, wd=0.01",-3.4218,10
[24],90,"lr0.0001,wd0.0",5,"lr=1e-04, wd=0.0",-3.3693,11
[24],90,"lr0.0001,wd0.0",6,"lr=1e-04, wd=0.01",-3.3508,12
[24],90,"lr0.0001,wd0.01",8,"lr=3e-04, wd=0.01",-4.2088,1
[24],90,"lr0.0001,wd0.01",10,"lr=0.001, wd=0.01",-4.2065,2
[24],90,"lr0.0001,wd0.01",12,"lr=0.003, wd=0.01",-4.2006,3
[24],90,"lr0.0001,wd0.01",6,"lr=1e-04, wd=0.01",-4.1991,4
[24],90,"lr0.0001,wd0.01",5,"lr=1e-04, wd=0.0",-4.197,5
[24],90,"lr0.0001,wd0.01",2,"lr=1e-05, wd=0.01",-4.1846,6
[24],90,"lr0.0001,wd0.01",1,"lr=1e-05, wd=0.0",-4.1828,7
[24],90,"lr0.0001,wd0.01",4,"lr=3e-05, wd=0.01",-4.1823,8
[24],90,"lr0.0001,wd0.01",7,"lr=3e-04, wd=0.0",-4.178,9
[24],90,"lr0.0001,wd0.01",3,"lr=3e-05, wd=0.0",-4.177,10
[24],90,"lr0.0001,wd0.01",11,"lr=0.003, wd=0.0",-4.1701,11
[24],90,"lr0.0001,wd0.01",9,"lr=0.001, wd=0.0",-4.1524,12
[24],90,"lr0.0003,wd0.0",9,"lr=0.001, wd=0.0",-3.608,1
[24],90,"lr0.0003,wd0.0",3,"lr=3e-05, wd=0.0",-3.5438,2
[24],90,"lr0.0003,wd0.0",11,"lr=0.003, wd=0.0",-3.5358,3
[24],90,"lr0.0003,wd0.0",4,"lr=3e-05, wd=0.01",-3.5304,4
[24],90,"lr0.0003,wd0.0",1,"lr=1e-05, wd=0.0",-3.5206,5
[24],90,"lr0.0003,wd0.0",12,"lr=0.003, wd=0.01",-3.5057,6
[24],90,"lr0.0003,wd0.0",2,"lr=1e-05, wd=0.01",-3.5014,7
[24],90,"lr0.0003,wd0.0",5,"lr=1e-04, wd=0.0",-3.4829,8
[24],90,"lr0.0003,wd0.0",7,"lr=3e-04, wd=0.0",-3.4774,9
[24],90,"lr0.0003,wd0.0",6,"lr=1e-04, wd=0.01",-3.4658,10
[24],90,"lr0.0003,wd0.0",8,"lr=3e-04, wd=0.01",-3.3965,11
[24],90,"lr0.0003,wd0.0",10,"lr=0.001, wd=0.01",-3.3835,12
[24],90,"lr0.0003,wd0.01",12,"lr=0.003, wd=0.01",-4.1477,1
[24],90,"lr0.0003,wd0.01",1,"lr=1e-05, wd=0.0",-4.1411,2
[24],90,"lr0.0003,wd0.01",4,"lr=3e-05, wd=0.01",-4.1394,3
[24],90,"lr0.0003,wd0.01",2,"lr=1e-05, wd=0.01",-4.1366,4
[24],90,"lr0.0003,wd0.01",6,"lr=1e-04, wd=0.01",-4.1363,5
[24],90,"lr0.0003,wd0.01",10,"lr=0.001, wd=0.01",-4.1341,6
[24],90,"lr0.0003,wd0.01",3,"lr=3e-05, wd=0.0",-4.1214,7
[24],90,"lr0.0003,wd0.01",8,"lr=3e-04, wd=0.01",-4.1183,8
[24],90,"lr0.0003,wd0.01",5,"lr=1e-04, wd=0.0",-4.1042,9
[24],90,"lr0.0003,wd0.01",7,"lr=3e-04, wd=0.0",-4.0159,10
[24],90,"lr0.0003,wd0.01",11,"lr=0.003, wd=0.0",-4.0033,11
[24],90,"lr0.0003,wd0.01",9,"lr=0.001, wd=0.0",-3.9761,12
[24],90,"lr0.001,wd0.0",9,"lr=0.001, wd=0.0",-3.4383,1
[24],90,"lr0.001,wd0.0",11,"lr=0.003, wd=0.0",-3.4017,2
[24],90,"lr0.001,wd0.0",12,"lr=0.003, wd=0.01",-3.3753,3
[24],90,"lr0.001,wd0.0",7,"lr=3e-04, wd=0.0",-3.3355,4
[24],90,"lr0.001,wd0.0",5,"lr=1e-04, wd=0.0",-3.3198,5
[24],90,"lr0.001,wd0.0",6,"lr=1e-04, wd=0.01",-3.3029,6
[24],90,"lr0.001,wd0.0",8,"lr=3e-04, wd=0.01",-3.2807,7
[24],90,"lr0.001,wd0.0",10,"lr=0.001, wd=0.01",-3.2752,8
[24],90,"lr0.001,wd0.0",3,"lr=3e-05, wd=0.0",-3.2602,9
[24],90,"lr0.001,wd0.0",4,"lr=3e-05, wd=0.01",-3.2515,10
[24],90,"lr0.001,wd0.0",2,"lr=1e-05, wd=0.01",-3.2262,11
[24],90,"lr0.001,wd0.0",1,"lr=1e-05, wd=0.0",-3.2253,12
[24],90,"lr0.001,wd0.01",12,"lr=0.003, wd=0.01",-3.9932,1
[24],90,"lr0.001,wd0.01",1,"lr=1e-05, wd=0.0",-3.9665,2
[24],90,"lr0.001,wd0.01",4,"lr=3e-05, wd=0.01",-3.9663,3
[24],90,"lr0.001,wd0.01",2,"lr=1e-05, wd=0.01",-3.9513,4
[24],90,"lr0.001,wd0.01",3,"lr=3e-05, wd=0.0",-3.935,5
[24],90,"lr0.001,wd0.01",6,"lr=1e-04, wd=0.01",-3.9237,6
[24],90,"lr0.001,wd0.01",10,"lr=0.001, wd=0.01",-3.9191,7
[24],90,"lr0.001,wd0.01",5,"lr=1e-04, wd=0.0",-3.8039,8
[24],90,"lr0.001,wd0.01",8,"lr=3e-04, wd=0.01",-3.7811,9
[24],90,"lr0.001,wd0.01",11,"lr=0.003, wd=0.0",-3.773,10
[24],90,"lr0.001,wd0.01",9,"lr=0.001, wd=0.0",-3.7473,11
[24],90,"lr0.001,wd0.01",7,"lr=3e-04, wd=0.0",-3.6126,12
[24],90,"lr0.003,wd0.0",9,"lr=0.001, wd=0.0",-3.5574,1
[24],90,"lr0.003,wd0.0",11,"lr=0.003, wd=0.0",-3.4279,2
[24],90,"lr0.003,wd0.0",12,"lr=0.003, wd=0.01",-3.2724,3
[24],90,"lr0.003,wd0.0",1,"lr=1e-05, wd=0.0",-3.2597,4
[24],90,"lr0.003,wd0.0",2,"lr=1e-05, wd=0.01",-3.249,5
[24],90,"lr0.003,wd0.0",7,"lr=3e-04, wd=0.0",-3.242,6
[24],90,"lr0.003,wd0.0",10,"lr=0.001, wd=0.01",-3.211,7
[24],90,"lr0.003,wd0.0",4,"lr=3e-05, wd=0.01",-3.191,8
[24],90,"lr0.003,wd0.0",3,"lr=3e-05, wd=0.0",-3.1794,9
[24],90,"lr0.003,wd0.0",8,"lr=3e-04, wd=0.01",-3.1483,10
[24],90,"lr0.003,wd0.0",6,"lr=1e-04, wd=0.01",-3.0746,11
[24],90,"lr0.003,wd0.0",5,"lr=1e-04, wd=0.0",-3.0497,12
[24],90,"lr0.003,wd0.01",1,"lr=1e-05, wd=0.0",-3.6038,1
[24],90,"lr0.003,wd0.01",2,"lr=1e-05, wd=0.01",-3.6017,2
[24],90,"lr0.003,wd0.01",4,"lr=3e-05, wd=0.01",-3.5192,3
[24],90,"lr0.003,wd0.01",12,"lr=0.003, wd=0.01",-3.4989,4
[24],90,"lr0.003,wd0.01",9,"lr=0.001, wd=0.0",-3.4895,5
[24],90,"lr0.003,wd0.01",11,"lr=0.003, wd=0.0",-3.4405,6
[24],90,"lr0.003,wd0.01",7,"lr=3e-04, wd=0.0",-3.3865,7
[24],90,"lr0.003,wd0.01",3,"lr=3e-05, wd=0.0",-3.3805,8
[24],90,"lr0.003,wd0.01",10,"lr=0.001, wd=0.01",-3.2329,9
[24],90,"lr0.003,wd0.01",6,"lr=1e-04, wd=0.01",-3.2018,10
[24],90,"lr0.003,wd0.01",8,"lr=3e-04, wd=0.01",-3.1038,11
[24],90,"lr0.003,wd0.01",5,"lr=1e-04, wd=0.0",-3.0809,12
[32],0,"lr1e-05,wd0.0",1,"lr=1e-05, wd=0.0",-1.6002,1
[32],0,"lr1e-05,wd0.0",2,"lr=1e-05, wd=0.01",-1.5129,2
[32],0,"lr1e-05,wd0.0",3,"lr=3e-05, wd=0.0",-1.2768,3
[32],0,"lr1e-05,wd0.0",5,"lr=1e-04, wd=0.0",-1.2275,4
[32],0,"lr1e-05,wd0.0",4,"lr=3e-05, wd=0.01",-1.2196,5
[32],0,"lr1e-05,wd0.0",6,"lr=1e-04, wd=0.01",-1.0741,6
[32],0,"lr1e-05,wd0.0",7,"lr=3e-04, wd=0.0",-0.9762,7
[32],0,"lr1e-05,wd0.0",8,"lr=3e-04, wd=0.01",-0.9121,8
[32],0,"lr1e-05,wd0.0",9,"lr=0.001, wd=0.0",-0.7803,9
[32],0,"lr1e-05,wd0.0",10,"lr=0.001, wd=0.01",-0.7288,10
[32],0,"lr1e-05,wd0.0",12,"lr=0.003, wd=0.01",-0.7143,11
[32],0,"lr1e-05,wd0.0",11,"lr=0.003, wd=0.0",-0.707,12
[32],0,"lr1e-05,wd0.01",2,"lr=1e-05, wd=0.01",-1.6437,1
[32],0,"lr1e-05,wd0.01",1,"lr=1e-05, wd=0.0",-1.6214,2
[32],0,"lr1e-05,wd0.01",4,"lr=3e-05, wd=0.01",-1.2376,3
[32],0,"lr1e-05,wd0.01",3,"lr=3e-05, wd=0.0",-1.2204,4
[32],0,"lr1e-05,wd0.01",5,"lr=1e-04, wd=0.0",-1.1665,5
[32],0,"lr1e-05,wd0.01",6,"lr=1e-04, wd=0.01",-1.0739,6
[32],0,"lr1e-05,wd0.01",7,"lr=3e-04, wd=0.0",-0.9417,7
[32],0,"lr1e-05,wd0.01",8,"lr=3e-04, wd=0.01",-0.9054,8
[32],0,"lr1e-05,wd0.01",9,"lr=0.001, wd=0.0",-0.7495,9
[32],0,"lr1e-05,wd0.01",10,"lr=0.001, wd=0.01",-0.7209,10
[32],0,"lr1e-05,wd0.01",12,"lr=0.003, wd=0.01",-0.7031,11
[32],0,"lr1e-05,wd0.01",11,"lr=0.003, wd=0.0",-0.6861,12
[32],0,"lr3e-05,wd0.0",5,"lr=1e-04, wd=0.0",-1.3376,1
[32],0,"lr3e-05,wd0.0",1,"lr=1e-05, wd=0.0",-1.2992,2
[32],0,"lr3e-05,wd0.0",3,"lr=3e-05, wd=0.0",-1.2806,3
[32],0,"lr3e-05,wd0.0",2,"lr=1e-05, wd=0.01",-1.1977,4
[32],0,"lr3e-05,wd0.0",4,"lr=3e-05, wd=0.01",-1.197,5
[32],0,"lr3e-05,wd0.0",6,"lr=1e-04, wd=0.01",-1.1085,6
[32],0,"lr3e-05,wd0.0",7,"lr=3e-04, wd=0.0",-1.0513,7
[32],0,"lr3e-05,wd0.0",8,"lr=3e-04, wd=0.01",-0.9673,8
[32],0,"lr3e-05,wd0.0",9,"lr=0.001, wd=0.0",-0.8887,9
[32],0,"lr3e-05,wd0.0",11,"lr=0.003, wd=0.0",-0.8255,10
[32],0,"lr3e-05,wd0.0",10,"lr=0.001, wd=0.01",-0.783,11
[32],0,"lr3e-05,wd0.0",12,"lr=0.003, wd=0.01",-0.7612,12
[32],0,"lr3e-05,wd0.01",1,"lr=1e-05, wd=0.0",-1.4899,1
[32],0,"lr3e-05,wd0.01",2,"lr=1e-05, wd=0.01",-1.4456,2
[32],0,"lr3e-05,wd0.01",5,"lr=1e-04, wd=0.0",-1.2796,3
[32],0,"lr3e-05,wd0.01",4,"lr=3e-05, wd=0.01",-1.2606,4
[32],0,"lr3e-05,wd0.01",3,"lr=3e-05, wd=0.0",-1.2558,5
[32],0,"lr3e-05,wd0.01",6,"lr=1e-04, wd=0.01",-1.141,6
[32],0,"lr3e-05,wd0.01",7,"lr=3e-04, wd=0.0",-1.0249,7
[32],0,"lr3e-05,wd0.01",8,"lr=3e-04, wd=0.01",-0.9836,8
[32],0,"lr3e-05,wd0.01",9,"lr=0.001, wd=0.0",-0.8595,9
[32],0,"lr3e-05,wd0.01",11,"lr=0.003, wd=0.0",-0.789,10
[32],0,"lr3e-05,wd0.01",10,"lr=0.001, wd=0.01",-0.7884,11
[32],0,"lr3e-05,wd0.01",12,"lr=0.003, wd=0.01",-0.7619,12
[32],0,"lr0.0001,wd0.0",5,"lr=1e-04, wd=0.0",-1.3966,1
[32],0,"lr0.0001,wd0.0",3,"lr=3e-05, wd=0.0",-1.2235,2
[32],0,"lr0.0001,wd0.0",1,"lr=1e-05, wd=0.0",-1.1937,3
[32],0,"lr0.0001,wd0.0",4,"lr=3e-05, wd=0.01",-1.1483,4
[32],0,"lr0.0001,wd0.0",7,"lr=3e-04, wd=0.0",-1.1357,5
[32],0,"lr0.0001,wd0.0",6,"lr=1e-04, wd=0.01",-1.1332,6
[32],0,"lr0.0001,wd0.0",2,"lr=1e-05, wd=0.01",-1.107,7
[32],0,"lr0.0001,wd0.0",8,"lr=3e-04, wd=0.01",-1.0138,8
[32],0,"lr0.0001,wd0.0",9,"lr=0.001, wd=0.0",-0.9791,9
[32],0,"lr0.0001,wd0.0",11,"lr=0.003, wd=0.0",-0.9556,10
[32],0,"lr0.0001,wd0.0",10,"lr=0.001, wd=0.01",-0.8719,11
[32],0,"lr0.0001,wd0.0",12,"lr=0.003, wd=0.01",-0.813,12
[32],0,"lr0.0001,wd0.01",1,"lr=1e-05, wd=0.0",-1.3702,1
[32],0,"lr0.0001,wd0.01",5,"lr=1e-04, wd=0.0",-1.345,2
[32],0,"lr0.0001,wd0.01",2,"lr=1e-05, wd=0.01",-1.306,3
[32],0,"lr0.0001,wd0.01",3,"lr=3e-05, wd=0.0",-1.2286,4
[32],0,"lr0.0001,wd0.01",4,"lr=3e-05, wd=0.01",-1.2098,5
[32],0,"lr0.0001,wd0.01",6,"lr=1e-04, wd=0.01",-1.1743,6
[32],0,"lr0.0001,wd0.01",7,"lr=3e-04, wd=0.0",-1.0985,7
[32],0,"lr0.0001,wd0.01",8,"lr=3e-04, wd=0.01",-1.0414,8
[32],0,"lr0.0001,wd0.01",9,"lr=0.001, wd=0.0",-0.9572,9
