scale,epoch,target_hp,source_config,source_hp,nll,rank
[16],0,"lr0.001,wd0.01",5,"lr=1e-04, wd=0.0",-1.0977,3
[16],0,"lr0.001,wd0.01",4,"lr=3e-05, wd=0.01",-1.075,4
[16],0,"lr0.001,wd0.01",12,"lr=0.003, wd=0.01",-0.9601,5
[16],0,"lr0.001,wd0.01",7,"lr=3e-04, wd=0.0",-0.9576,6
[16],0,"lr0.001,wd0.01",8,"lr=3e-04, wd=0.01",-0.9566,7
[16],0,"lr0.001,wd0.01",11,"lr=0.003, wd=0.0",-0.9458,8
[16],0,"lr0.001,wd0.01",9,"lr=0.001, wd=0.0",-0.9216,9
[16],0,"lr0.001,wd0.01",10,"lr=0.001, wd=0.01",-0.8974,10
[16],0,"lr0.001,wd0.01",2,"lr=1e-05, wd=0.01",-0.7945,11
[16],0,"lr0.001,wd0.01",1,"lr=1e-05, wd=0.0",-0.7896,12
[16],0,"lr0.003,wd0.0",3,"lr=3e-05, wd=0.0",-1.15,1
[16],0,"lr0.003,wd0.0",5,"lr=1e-04, wd=0.0",-1.0674,2
[16],0,"lr0.003,wd0.0",6,"lr=1e-04, wd=0.01",-1.054,3
[16],0,"lr0.003,wd0.0",4,"lr=3e-05, wd=0.01",-0.9944,4
[16],0,"lr0.003,wd0.0",11,"lr=0.003, wd=0.0",-0.9755,5
[16],0,"lr0.003,wd0.0",12,"lr=0.003, wd=0.01",-0.9657,6
[16],0,"lr0.003,wd0.0",7,"lr=3e-04, wd=0.0",-0.951,7
[16],0,"lr0.003,wd0.0",8,"lr=3e-04, wd=0.01",-0.9338,8
[16],0,"lr0.003,wd0.0",9,"lr=0.001, wd=0.0",-0.932,9
[16],0,"lr0.003,wd0.0",10,"lr=0.001, wd=0.01",-0.8828,10
[16],0,"lr0.003,wd0.0",2,"lr=1e-05, wd=0.01",-0.691,11
[16],0,"lr0.003,wd0.0",1,"lr=1e-05, wd=0.0",-0.6495,12
[16],0,"lr0.003,wd0.01",3,"lr=3e-05, wd=0.0",-1.2803,1
[16],0,"lr0.003,wd0.01",6,"lr=1e-04, wd=0.01",-1.0964,2
[16],0,"lr0.003,wd0.01",5,"lr=1e-04, wd=0.0",-1.0907,3
[16],0,"lr0.003,wd0.01",4,"lr=3e-05, wd=0.01",-1.0884,4
[16],0,"lr0.003,wd0.01",1,"lr=1e-05, wd=0.0",-0.9909,5
[16],0,"lr0.003,wd0.01",12,"lr=0.003, wd=0.01",-0.9881,6
[16],0,"lr0.003,wd0.01",11,"lr=0.003, wd=0.0",-0.9598,7
[16],0,"lr0.003,wd0.01",2,"lr=1e-05, wd=0.01",-0.9496,8
[16],0,"lr0.003,wd0.01",7,"lr=3e-04, wd=0.0",-0.949,9
[16],0,"lr0.003,wd0.01",8,"lr=3e-04, wd=0.01",-0.9485,10
[16],0,"lr0.003,wd0.01",9,"lr=0.001, wd=0.0",-0.9136,11
[16],0,"lr0.003,wd0.01",10,"lr=0.001, wd=0.01",-0.8915,12
[16],5,"lr1e-05,wd0.0",5,"lr=1e-04, wd=0.0",-2.7428,1
[16],5,"lr1e-05,wd0.0",6,"lr=1e-04, wd=0.01",-2.5754,2
[16],5,"lr1e-05,wd0.0",7,"lr=3e-04, wd=0.0",-2.3506,3
[16],5,"lr1e-05,wd0.0",9,"lr=0.001, wd=0.0",-2.321,4
[16],5,"lr1e-05,wd0.0",8,"lr=3e-04, wd=0.01",-2.2916,5
[16],5,"lr1e-05,wd0.0",11,"lr=0.003, wd=0.0",-2.2163,6
[16],5,"lr1e-05,wd0.0",10,"lr=0.001, wd=0.01",-2.1173,7
[16],5,"lr1e-05,wd0.0",3,"lr=3e-05, wd=0.0",-2.0418,8
[16],5,"lr1e-05,wd0.0",4,"lr=3e-05, wd=0.01",-1.9566,9
[16],5,"lr1e-05,wd0.0",12,"lr=0.003, wd=0.01",-1.9027,10
[16],5,"lr1e-05,wd0.0",1,"lr=1e-05, wd=0.0",-1.7308,11
[16],5,"lr1e-05,wd0.0",2,"lr=1e-05, wd=0.01",-1.7219,12
[16],5,"lr1e-05,wd0.01",5,"lr=1e-04, wd=0.0",-3.0591,1
[16],5,"lr1e-05,wd0.01",6,"lr=1e-04, wd=0.01",-2.8148,2
[16],5,"lr1e-05,wd0.01",7,"lr=3e-04, wd=0.0",-2.5767,3
[16],5,"lr1e-05,wd0.01",8,"lr=3e-04, wd=0.01",-2.426,4
[16],5,"lr1e-05,wd0.01",9,"lr=0.001, wd=0.0",-2.3963,5
[16],5,"lr1e-05,wd0.01",11,"lr=0.003, wd=0.0",-2.2662,6
[16],5,"lr1e-05,wd0.01",10,"lr=0.001, wd=0.01",-2.2067,7
[16],5,"lr1e-05,wd0.01",3,"lr=3e-05, wd=0.0",-2.1896,8
[16],5,"lr1e-05,wd0.01",4,"lr=3e-05, wd=0.01",-2.0874,9
[16],5,"lr1e-05,wd0.01",12,"lr=0.003, wd=0.01",-1.9493,10
[16],5,"lr1e-05,wd0.01",1,"lr=1e-05, wd=0.0",-1.7753,11
[16],5,"lr1e-05,wd0.01",2,"lr=1e-05, wd=0.01",-1.7555,12
[16],5,"lr3e-05,wd0.0",9,"lr=0.001, wd=0.0",-2.3602,1
[16],5,"lr3e-05,wd0.0",8,"lr=3e-04, wd=0.01",-2.3599,2
[16],5,"lr3e-05,wd0.0",5,"lr=1e-04, wd=0.0",-2.3115,3
[16],5,"lr3e-05,wd0.0",11,"lr=0.003, wd=0.0",-2.2552,4
[16],5,"lr3e-05,wd0.0",6,"lr=1e-04, wd=0.01",-2.2329,5
[16],5,"lr3e-05,wd0.0",10,"lr=0.001, wd=0.01",-2.1238,6
[16],5,"lr3e-05,wd0.0",7,"lr=3e-04, wd=0.0",-2.1207,7
[16],5,"lr3e-05,wd0.0",3,"lr=3e-05, wd=0.0",-2.0744,8
[16],5,"lr3e-05,wd0.0",4,"lr=3e-05, wd=0.01",-1.9497,9
[16],5,"lr3e-05,wd0.0",12,"lr=0.003, wd=0.01",-1.8669,10
[16],5,"lr3e-05,wd0.0",1,"lr=1e-05, wd=0.0",-1.7513,11
[16],5,"lr3e-05,wd0.0",2,"lr=1e-05, wd=0.01",-1.7053,12
[16],5,"lr3e-05,wd0.01",8,"lr=3e-04, wd=0.01",-2.8052,1
[16],5,"lr3e-05,wd0.01",7,"lr=3e-04, wd=0.0",-2.7691,2
[16],5,"lr3e-05,wd0.01",9,"lr=0.001, wd=0.0",-2.7559,3
[16],5,"lr3e-05,wd0.01",5,"lr=1e-04, wd=0.0",-2.66,4
[16],5,"lr3e-05,wd0.01",6,"lr=1e-04, wd=0.01",-2.5255,5
[16],5,"lr3e-05,wd0.01",11,"lr=0.003, wd=0.0",-2.5152,6
[16],5,"lr3e-05,wd0.01",10,"lr=0.001, wd=0.01",-2.3987,7
[16],5,"lr3e-05,wd0.01",3,"lr=3e-05, wd=0.0",-2.1796,8
[16],5,"lr3e-05,wd0.01",4,"lr=3e-05, wd=0.01",-2.0706,9
[16],5,"lr3e-05,wd0.01",12,"lr=0.003, wd=0.01",-2.0183,10
[16],5,"lr3e-05,wd0.01",1,"lr=1e-05, wd=0.0",-1.8127,11
[16],5,"lr3e-05,wd0.01",2,"lr=1e-05, wd=0.01",-1.7685,12
[16],5,"lr0.0001,wd0.0",9,"lr=0.001, wd=0.0",-2.3517,1
[16],5,"lr0.0001,wd0.0",7,"lr=3e-04, wd=0.0",-2.2643,2
[16],5,"lr0.0001,wd0.0",11,"lr=0.003, wd=0.0",-2.2318,3
[16],5,"lr0.0001,wd0.0",8,"lr=3e-04, wd=0.01",-2.2014,4
[16],5,"lr0.0001,wd0.0",5,"lr=1e-04, wd=0.0",-2.1801,5
[16],5,"lr0.0001,wd0.0",6,"lr=1e-04, wd=0.01",-2.1413,6
[16],5,"lr0.0001,wd0.0",10,"lr=0.001, wd=0.01",-1.9999,7
[16],5,"lr0.0001,wd0.0",12,"lr=0.003, wd=0.01",-1.9747,8
[16],5,"lr0.0001,wd0.0",3,"lr=3e-05, wd=0.0",-1.9314,9
[16],5,"lr0.0001,wd0.0",4,"lr=3e-05, wd=0.01",-1.8181,10
[16],5,"lr0.0001,wd0.0",1,"lr=1e-05, wd=0.0",-1.6616,11
[16],5,"lr0.0001,wd0.0",2,"lr=1e-05, wd=0.01",-1.6391,12
[16],5,"lr0.0001,wd0.01",9,"lr=0.001, wd=0.0",-2.849,1
[16],5,"lr0.0001,wd0.01",11,"lr=0.003, wd=0.0",-2.6739,2
[16],5,"lr0.0001,wd0.01",7,"lr=3e-04, wd=0.0",-2.5592,3
[16],5,"lr0.0001,wd0.01",8,"lr=3e-04, wd=0.01",-2.4673,4
[16],5,"lr0.0001,wd0.01",10,"lr=0.001, wd=0.01",-2.3957,5
[16],5,"lr0.0001,wd0.01",5,"lr=1e-04, wd=0.0",-2.3693,6
[16],5,"lr0.0001,wd0.01",6,"lr=1e-04, wd=0.01",-2.3245,7
[16],5,"lr0.0001,wd0.01",12,"lr=0.003, wd=0.01",-2.1884,8
[16],5,"lr0.0001,wd0.01",3,"lr=3e-05, wd=0.0",-2.0516,9
[16],5,"lr0.0001,wd0.01",4,"lr=3e-05, wd=0.01",-1.9552,10
[16],5,"lr0.0001,wd0.01",1,"lr=1e-05, wd=0.0",-1.7395,11
[16],5,"lr0.0001,wd0.01",2,"lr=1e-05, wd=0.01",-1.7144,12
[16],5,"lr0.0003,wd0.0",9,"lr=0.001, wd=0.0",-2.2406,1
[16],5,"lr0.0003,wd0.0",7,"lr=3e-04, wd=0.0",-2.2153,2
[16],5,"lr0.0003,wd0.0",11,"lr=0.003, wd=0.0",-2.1934,3
[16],5,"lr0.0003,wd0.0",8,"lr=3e-04, wd=0.01",-2.1234,4
[16],5,"lr0.0003,wd0.0",5,"lr=1e-04, wd=0.0",-2.0453,5
[16],5,"lr0.0003,wd0.0",10,"lr=0.001, wd=0.01",-2.0159,6
[16],5,"lr0.0003,wd0.0",12,"lr=0.003, wd=0.01",-1.9763,7
[16],5,"lr0.0003,wd0.0",6,"lr=1e-04, wd=0.01",-1.9643,8
[16],5,"lr0.0003,wd0.0",3,"lr=3e-05, wd=0.0",-1.7462,9
[16],5,"lr0.0003,wd0.0",4,"lr=3e-05, wd=0.01",-1.6578,10
[16],5,"lr0.0003,wd0.0",1,"lr=1e-05, wd=0.0",-1.5664,11
[16],5,"lr0.0003,wd0.0",2,"lr=1e-05, wd=0.01",-1.5551,12
[16],5,"lr0.0003,wd0.01",9,"lr=0.001, wd=0.0",-2.8395,1
[16],5,"lr0.0003,wd0.01",11,"lr=0.003, wd=0.0",-2.7504,2
[16],5,"lr0.0003,wd0.01",7,"lr=3e-04, wd=0.0",-2.5044,3
[16],5,"lr0.0003,wd0.01",8,"lr=3e-04, wd=0.01",-2.4265,4
[16],5,"lr0.0003,wd0.01",10,"lr=0.001, wd=0.01",-2.4252,5
[16],5,"lr0.0003,wd0.01",5,"lr=1e-04, wd=0.0",-2.3207,6
[16],5,"lr0.0003,wd0.01",6,"lr=1e-04, wd=0.01",-2.2798,7
[16],5,"lr0.0003,wd0.01",12,"lr=0.003, wd=0.01",-2.2764,8
[16],5,"lr0.0003,wd0.01",3,"lr=3e-05, wd=0.0",-1.9373,9
[16],5,"lr0.0003,wd0.01",4,"lr=3e-05, wd=0.01",-1.856,10
[16],5,"lr0.0003,wd0.01",1,"lr=1e-05, wd=0.0",-1.742,11
[16],5,"lr0.0003,wd0.01",2,"lr=1e-05, wd=0.01",-1.7325,12
[16],5,"lr0.001,wd0.0",9,"lr=0.001, wd=0.0",-2.2388,1
[16],5,"lr0.001,wd0.0",11,"lr=0.003, wd=0.0",-2.2256,2
[16],5,"lr0.001,wd0.0",7,"lr=3e-04, wd=0.0",-2.0902,3
[16],5,"lr0.001,wd0.0",10,"lr=0.001, wd=0.01",-1.9892,4
[16],5,"lr0.001,wd0.0",8,"lr=3e-04, wd=0.01",-1.9764,5
[16],5,"lr0.001,wd0.0",12,"lr=0.003, wd=0.01",-1.9566,6
[16],5,"lr0.001,wd0.0",5,"lr=1e-04, wd=0.0",-1.807,7
[16],5,"lr0.001,wd0.0",6,"lr=1e-04, wd=0.01",-1.7605,8
[16],5,"lr0.001,wd0.0",3,"lr=3e-05, wd=0.0",-1.5517,9
[16],5,"lr0.001,wd0.0",2,"lr=1e-05, wd=0.01",-1.5012,10
[16],5,"lr0.001,wd0.0",4,"lr=3e-05, wd=0.01",-1.5003,11
[16],5,"lr0.001,wd0.0",1,"lr=1e-05, wd=0.0",-1.4973,12
[16],5,"lr0.001,wd0.01",11,"lr=0.003, wd=0.0",-2.9055,1
[16],5,"lr0.001,wd0.01",9,"lr=0.001, wd=0.0",-2.8665,2
[16],5,"lr0.001,wd0.01",10,"lr=0.001, wd=0.01",-2.0699,3
[16],5,"lr0.001,wd0.01",7,"lr=3e-04, wd=0.0",-2.01,4
[16],5,"lr0.001,wd0.01",12,"lr=0.003, wd=0.01",-1.8794,5
[16],5,"lr0.001,wd0.01",8,"lr=3e-04, wd=0.01",-1.86,6
[16],5,"lr0.001,wd0.01",5,"lr=1e-04, wd=0.0",-1.6204,7
[16],5,"lr0.001,wd0.01",6,"lr=1e-04, wd=0.01",-1.5884,8
[16],5,"lr0.001,wd0.01",3,"lr=3e-05, wd=0.0",-1.3597,9
[16],5,"lr0.001,wd0.01",4,"lr=3e-05, wd=0.01",-1.3294,10
[16],5,"lr0.001,wd0.01",1,"lr=1e-05, wd=0.0",-1.3178,11
[16],5,"lr0.001,wd0.01",2,"lr=1e-05, wd=0.01",-1.3076,12
[16],5,"lr0.003,wd0.0",9,"lr=0.001, wd=0.0",-2.2351,1
[16],5,"lr0.003,wd0.0",11,"lr=0.003, wd=0.0",-2.23,2
[16],5,"lr0.003,wd0.0",10,"lr=0.001, wd=0.01",-1.8869,3
[16],5,"lr0.003,wd0.0",7,"lr=3e-04, wd=0.0",-1.886,4
[16],5,"lr0.003,wd0.0",12,"lr=0.003, wd=0.01",-1.8508,5
[16],5,"lr0.003,wd0.0",8,"lr=3e-04, wd=0.01",-1.7692,6
[16],5,"lr0.003,wd0.0",5,"lr=1e-04, wd=0.0",-1.6169,7
[16],5,"lr0.003,wd0.0",6,"lr=1e-04, wd=0.01",-1.5768,8
[16],5,"lr0.003,wd0.0",3,"lr=3e-05, wd=0.0",-1.3905,9
[16],5,"lr0.003,wd0.0",4,"lr=3e-05, wd=0.01",-1.3406,10
[16],5,"lr0.003,wd0.0",1,"lr=1e-05, wd=0.0",-1.2977,11
[16],5,"lr0.003,wd0.0",2,"lr=1e-05, wd=0.01",-1.2887,12
[16],5,"lr0.003,wd0.01",11,"lr=0.003, wd=0.0",-2.4366,1
[16],5,"lr0.003,wd0.01",10,"lr=0.001, wd=0.01",-2.3413,2
[16],5,"lr0.003,wd0.01",9,"lr=0.001, wd=0.0",-2.2955,3
[16],5,"lr0.003,wd0.01",12,"lr=0.003, wd=0.01",-2.2449,4
[16],5,"lr0.003,wd0.01",2,"lr=1e-05, wd=0.01",-1.9724,5
[16],5,"lr0.003,wd0.01",7,"lr=3e-04, wd=0.0",-1.95,6
[16],5,"lr0.003,wd0.01",1,"lr=1e-05, wd=0.0",-1.9363,7
[16],5,"lr0.003,wd0.01",8,"lr=3e-04, wd=0.01",-1.8913,8
[16],5,"lr0.003,wd0.01",6,"lr=1e-04, wd=0.01",-1.86,9
[16],5,"lr0.003,wd0.01",5,"lr=1e-04, wd=0.0",-1.7922,10
[16],5,"lr0.003,wd0.01",4,"lr=3e-05, wd=0.01",-1.7803,11
[16],5,"lr0.003,wd0.01",3,"lr=3e-05, wd=0.0",-1.7313,12
[16],10,"lr1e-05,wd0.0",9,"lr=0.001, wd=0.0",-2.694,1
[16],10,"lr1e-05,wd0.0",11,"lr=0.003, wd=0.0",-2.5868,2
[16],10,"lr1e-05,wd0.0",10,"lr=0.001, wd=0.01",-2.4153,3
[16],10,"lr1e-05,wd0.0",3,"lr=3e-05, wd=0.0",-2.3101,4
[16],10,"lr1e-05,wd0.0",8,"lr=3e-04, wd=0.01",-2.2766,5
[16],10,"lr1e-05,wd0.0",4,"lr=3e-05, wd=0.01",-2.2371,6
[16],10,"lr1e-05,wd0.0",12,"lr=0.003, wd=0.01",-2.1938,7
[16],10,"lr1e-05,wd0.0",1,"lr=1e-05, wd=0.0",-2.1554,8
[16],10,"lr1e-05,wd0.0",2,"lr=1e-05, wd=0.01",-2.1309,9
[16],10,"lr1e-05,wd0.0",7,"lr=3e-04, wd=0.0",-1.9731,10
[16],10,"lr1e-05,wd0.0",6,"lr=1e-04, wd=0.01",-1.733,11
[16],10,"lr1e-05,wd0.0",5,"lr=1e-04, wd=0.0",-1.5285,12
[16],10,"lr1e-05,wd0.01",9,"lr=0.001, wd=0.0",-2.8285,1
[16],10,"lr1e-05,wd0.01",8,"lr=3e-04, wd=0.01",-2.757,2
[16],10,"lr1e-05,wd0.01",11,"lr=0.003, wd=0.0",-2.7231,3
[16],10,"lr1e-05,wd0.01",5,"lr=1e-04, wd=0.0",-2.6785,4
[16],10,"lr1e-05,wd0.01",7,"lr=3e-04, wd=0.0",-2.6587,5
[16],10,"lr1e-05,wd0.01",10,"lr=0.001, wd=0.01",-2.5457,6
[16],10,"lr1e-05,wd0.01",6,"lr=1e-04, wd=0.01",-2.4984,7
[16],10,"lr1e-05,wd0.01",3,"lr=3e-05, wd=0.0",-2.408,8
[16],10,"lr1e-05,wd0.01",4,"lr=3e-05, wd=0.01",-2.3456,9
[16],10,"lr1e-05,wd0.01",12,"lr=0.003, wd=0.01",-2.3077,10
[16],10,"lr1e-05,wd0.01",1,"lr=1e-05, wd=0.0",-2.2059,11
[16],10,"lr1e-05,wd0.01",2,"lr=1e-05, wd=0.01",-2.1966,12
[16],10,"lr3e-05,wd0.0",9,"lr=0.001, wd=0.0",-2.7724,1
[16],10,"lr3e-05,wd0.0",8,"lr=3e-04, wd=0.01",-2.6615,2
[16],10,"lr3e-05,wd0.0",11,"lr=0.003, wd=0.0",-2.6493,3
[16],10,"lr3e-05,wd0.0",5,"lr=1e-04, wd=0.0",-2.6133,4
[16],10,"lr3e-05,wd0.0",3,"lr=3e-05, wd=0.0",-2.5951,5
[16],10,"lr3e-05,wd0.0",6,"lr=1e-04, wd=0.01",-2.5657,6
[16],10,"lr3e-05,wd0.0",4,"lr=3e-05, wd=0.01",-2.4635,7
[16],10,"lr3e-05,wd0.0",10,"lr=0.001, wd=0.01",-2.3631,8
[16],10,"lr3e-05,wd0.0",7,"lr=3e-04, wd=0.0",-2.3561,9
[16],10,"lr3e-05,wd0.0",1,"lr=1e-05, wd=0.0",-2.22,10
[16],10,"lr3e-05,wd0.0",2,"lr=1e-05, wd=0.01",-2.1769,11
[16],10,"lr3e-05,wd0.0",12,"lr=0.003, wd=0.01",-2.0911,12
[16],10,"lr3e-05,wd0.01",9,"lr=0.001, wd=0.0",-3.3619,1
[16],10,"lr3e-05,wd0.01",8,"lr=3e-04, wd=0.01",-3.3247,2
[16],10,"lr3e-05,wd0.01",7,"lr=3e-04, wd=0.0",-3.2998,3
[16],10,"lr3e-05,wd0.01",5,"lr=1e-04, wd=0.0",-3.0608,4
[16],10,"lr3e-05,wd0.01",11,"lr=0.003, wd=0.0",-2.997,5
[16],10,"lr3e-05,wd0.01",6,"lr=1e-04, wd=0.01",-2.9286,6
[16],10,"lr3e-05,wd0.01",10,"lr=0.001, wd=0.01",-2.6957,7
[16],10,"lr3e-05,wd0.01",3,"lr=3e-05, wd=0.0",-2.6898,8
[16],10,"lr3e-05,wd0.01",4,"lr=3e-05, wd=0.01",-2.561,9
[16],10,"lr3e-05,wd0.01",1,"lr=1e-05, wd=0.0",-2.2973,10
[16],10,"lr3e-05,wd0.01",2,"lr=1e-05, wd=0.01",-2.2536,11
[16],10,"lr3e-05,wd0.01",12,"lr=0.003, wd=0.01",-2.2164,12
[16],10,"lr0.0001,wd0.0",7,"lr=3e-04, wd=0.0",-2.6022,1
[16],10,"lr0.0001,wd0.0",9,"lr=0.001, wd=0.0",-2.5964,2
[16],10,"lr0.0001,wd0.0",5,"lr=1e-04, wd=0.0",-2.5592,3
[16],10,"lr0.0001,wd0.0",8,"lr=3e-04, wd=0.01",-2.5352,4
[16],10,"lr0.0001,wd0.0",6,"lr=1e-04, wd=0.01",-2.4873,5
[16],10,"lr0.0001,wd0.0",11,"lr=0.003, wd=0.0",-2.438,6
[16],10,"lr0.0001,wd0.0",3,"lr=3e-05, wd=0.0",-2.3831,7
[16],10,"lr0.0001,wd0.0",10,"lr=0.001, wd=0.01",-2.2699,8
[16],10,"lr0.0001,wd0.0",4,"lr=3e-05, wd=0.01",-2.2467,9
[16],10,"lr0.0001,wd0.0",12,"lr=0.003, wd=0.01",-2.2185,10
[16],10,"lr0.0001,wd0.0",1,"lr=1e-05, wd=0.0",-2.0217,11
[16],10,"lr0.0001,wd0.0",2,"lr=1e-05, wd=0.01",-2.0015,12
[16],10,"lr0.0001,wd0.01",9,"lr=0.001, wd=0.0",-3.3908,1
[16],10,"lr0.0001,wd0.01",11,"lr=0.003, wd=0.0",-3.0739,2
[16],10,"lr0.0001,wd0.01",7,"lr=3e-04, wd=0.0",-3.0287,3
[16],10,"lr0.0001,wd0.01",8,"lr=3e-04, wd=0.01",-2.9036,4
[16],10,"lr0.0001,wd0.01",5,"lr=1e-04, wd=0.0",-2.8563,5
[16],10,"lr0.0001,wd0.01",6,"lr=1e-04, wd=0.01",-2.7999,6
[16],10,"lr0.0001,wd0.01",10,"lr=0.001, wd=0.01",-2.711,7
[16],10,"lr0.0001,wd0.01",3,"lr=3e-05, wd=0.0",-2.649,8
[16],10,"lr0.0001,wd0.01",4,"lr=3e-05, wd=0.01",-2.5216,9
[16],10,"lr0.0001,wd0.01",12,"lr=0.003, wd=0.01",-2.4874,10
[16],10,"lr0.0001,wd0.01",1,"lr=1e-05, wd=0.0",-2.2354,11
[16],10,"lr0.0001,wd0.01",2,"lr=1e-05, wd=0.01",-2.2063,12
[16],10,"lr0.0003,wd0.0",9,"lr=0.001, wd=0.0",-2.4437,1
[16],10,"lr0.0003,wd0.0",11,"lr=0.003, wd=0.0",-2.3896,2
[16],10,"lr0.0003,wd0.0",7,"lr=3e-04, wd=0.0",-2.3872,3
[16],10,"lr0.0003,wd0.0",8,"lr=3e-04, wd=0.01",-2.3203,4
[16],10,"lr0.0003,wd0.0",5,"lr=1e-04, wd=0.0",-2.2863,5
[16],10,"lr0.0003,wd0.0",10,"lr=0.001, wd=0.01",-2.2522,6
[16],10,"lr0.0003,wd0.0",6,"lr=1e-04, wd=0.01",-2.238,7
[16],10,"lr0.0003,wd0.0",12,"lr=0.003, wd=0.01",-2.1785,8
[16],10,"lr0.0003,wd0.0",3,"lr=3e-05, wd=0.0",-2.0464,9
[16],10,"lr0.0003,wd0.0",4,"lr=3e-05, wd=0.01",-1.9717,10
[16],10,"lr0.0003,wd0.0",1,"lr=1e-05, wd=0.0",-1.831,11
[16],10,"lr0.0003,wd0.0",2,"lr=1e-05, wd=0.01",-1.8292,12
[16],10,"lr0.0003,wd0.01",9,"lr=0.001, wd=0.0",-3.4159,1
[16],10,"lr0.0003,wd0.01",11,"lr=0.003, wd=0.0",-3.1606,2
[16],10,"lr0.0003,wd0.01",7,"lr=3e-04, wd=0.0",-2.9092,3
[16],10,"lr0.0003,wd0.01",10,"lr=0.001, wd=0.01",-2.8226,4
[16],10,"lr0.0003,wd0.01",8,"lr=3e-04, wd=0.01",-2.8138,5
[16],10,"lr0.0003,wd0.01",5,"lr=1e-04, wd=0.0",-2.6805,6
[16],10,"lr0.0003,wd0.01",12,"lr=0.003, wd=0.01",-2.6781,7
[16],10,"lr0.0003,wd0.01",6,"lr=1e-04, wd=0.01",-2.6436,8
[16],10,"lr0.0003,wd0.01",3,"lr=3e-05, wd=0.0",-2.3416,9
[16],10,"lr0.0003,wd0.01",4,"lr=3e-05, wd=0.01",-2.2572,10
[16],10,"lr0.0003,wd0.01",1,"lr=1e-05, wd=0.0",-2.091,11
[16],10,"lr0.0003,wd0.01",2,"lr=1e-05, wd=0.01",-2.0876,12
[16],10,"lr0.001,wd0.0",9,"lr=0.001, wd=0.0",-2.4483,1
[16],10,"lr0.001,wd0.0",11,"lr=0.003, wd=0.0",-2.4185,2
[16],10,"lr0.001,wd0.0",7,"lr=3e-04, wd=0.0",-2.3635,3
[16],10,"lr0.001,wd0.0",8,"lr=3e-04, wd=0.01",-2.28,4
[16],10,"lr0.001,wd0.0",10,"lr=0.001, wd=0.01",-2.2638,5
[16],10,"lr0.001,wd0.0",5,"lr=1e-04, wd=0.0",-2.2631,6
[16],10,"lr0.001,wd0.0",12,"lr=0.003, wd=0.01",-2.2344,7
[16],10,"lr0.001,wd0.0",6,"lr=1e-04, wd=0.01",-2.2025,8
[16],10,"lr0.001,wd0.0",3,"lr=3e-05, wd=0.0",-2.0005,9
[16],10,"lr0.001,wd0.0",4,"lr=3e-05, wd=0.01",-1.9288,10
[16],10,"lr0.001,wd0.0",2,"lr=1e-05, wd=0.01",-1.8603,11
[16],10,"lr0.001,wd0.0",1,"lr=1e-05, wd=0.0",-1.8559,12
[16],10,"lr0.001,wd0.01",9,"lr=0.001, wd=0.0",-3.3259,1
[16],10,"lr0.001,wd0.01",11,"lr=0.003, wd=0.0",-3.2083,2
[16],10,"lr0.001,wd0.01",10,"lr=0.001, wd=0.01",-2.9043,3
[16],10,"lr0.001,wd0.01",7,"lr=3e-04, wd=0.0",-2.7903,4
[16],10,"lr0.001,wd0.01",8,"lr=3e-04, wd=0.01",-2.6753,5
[16],10,"lr0.001,wd0.01",12,"lr=0.003, wd=0.01",-2.6432,6
[16],10,"lr0.001,wd0.01",5,"lr=1e-04, wd=0.0",-2.5295,7
[16],10,"lr0.001,wd0.01",6,"lr=1e-04, wd=0.01",-2.4288,8
[16],10,"lr0.001,wd0.01",3,"lr=3e-05, wd=0.0",-2.0728,9
[16],10,"lr0.001,wd0.01",4,"lr=3e-05, wd=0.01",-1.9918,10
[16],10,"lr0.001,wd0.01",1,"lr=1e-05, wd=0.0",-1.8836,11
[16],10,"lr0.001,wd0.01",2,"lr=1e-05, wd=0.01",-1.8798,12
[16],10,"lr0.003,wd0.0",9,"lr=0.001, wd=0.0",-2.8423,1
[16],10,"lr0.003,wd0.0",11,"lr=0.003, wd=0.0",-2.7523,2
[16],10,"lr0.003,wd0.0",7,"lr=3e-04, wd=0.0",-2.6285,3
[16],10,"lr0.003,wd0.0",8,"lr=3e-04, wd=0.01",-2.5299,4
[16],10,"lr0.003,wd0.0",10,"lr=0.001, wd=0.01",-2.5036,5
[16],10,"lr0.003,wd0.0",5,"lr=1e-04, wd=0.0",-2.475,6
[16],10,"lr0.003,wd0.0",12,"lr=0.003, wd=0.01",-2.4569,7
[16],10,"lr0.003,wd0.0",6,"lr=1e-04, wd=0.01",-2.3934,8
[16],10,"lr0.003,wd0.0",3,"lr=3e-05, wd=0.0",-2.1057,9
[16],10,"lr0.003,wd0.0",4,"lr=3e-05, wd=0.01",-2.0264,10
[16],10,"lr0.003,wd0.0",2,"lr=1e-05, wd=0.01",-1.9713,11
[16],10,"lr0.003,wd0.0",1,"lr=1e-05, wd=0.0",-1.9651,12
[16],10,"lr0.003,wd0.01",10,"lr=0.001, wd=0.01",-3.3402,1
[16],10,"lr0.003,wd0.01",9,"lr=0.001, wd=0.0",-2.9427,2
[16],10,"lr0.003,wd0.01",7,"lr=3e-04, wd=0.0",-2.858,3
[16],10,"lr0.003,wd0.01",12,"lr=0.003, wd=0.01",-2.8431,4
[16],10,"lr0.003,wd0.01",8,"lr=3e-04, wd=0.01",-2.6377,5
[16],10,"lr0.003,wd0.01",11,"lr=0.003, wd=0.0",-2.4934,6
