scale,source_config,source_hp,epoch,target_hp,target_hp_short,nll,mse
[8],2,"lr=1e-05, wd=0.01",10,layer4_lr0.001_hd128_wd0.01_cosine,"lr0.001,wd0.01",-1.9366689246455073,3.645299416565284e-05
[8],2,"lr=1e-05, wd=0.01",10,layer4_lr0.003_hd128_wd0.0_cosine,"lr0.003,wd0.0",-2.0019143219245086,0.000612275889644429
[8],2,"lr=1e-05, wd=0.01",10,layer4_lr0.003_hd128_wd0.01_cosine,"lr0.003,wd0.01",-1.6448743736996054,0.00012247650675563897
[8],2,"lr=1e-05, wd=0.01",20,layer4_lr1e-05_hd128_wd0.0_cosine,"lr1e-05,wd0.0",-2.2249622152383743,2.6559601682407034e-05
[8],2,"lr=1e-05, wd=0.01",20,layer4_lr1e-05_hd128_wd0.01_cosine,"lr1e-05,wd0.01",-2.240538592270499,7.896785955386173e-05
[8],2,"lr=1e-05, wd=0.01",20,layer4_lr3e-05_hd128_wd0.0_cosine,"lr3e-05,wd0.0",-2.362329994762328,5.860871155230684e-05
[8],2,"lr=1e-05, wd=0.01",20,layer4_lr3e-05_hd128_wd0.01_cosine,"lr3e-05,wd0.01",-2.5796291950791885,1.788556006138658e-06
[8],2,"lr=1e-05, wd=0.01",20,layer4_lr0.0001_hd128_wd0.0_cosine,"lr0.0001,wd0.0",-2.2917745425217384,0.0006775528917840843
[8],2,"lr=1e-05, wd=0.01",20,layer4_lr0.0001_hd128_wd0.01_cosine,"lr0.0001,wd0.01",-2.462332208145175,5.8897794799130274e-05
[8],2,"lr=1e-05, wd=0.01",20,layer4_lr0.0003_hd128_wd0.0_cosine,"lr0.0003,wd0.0",-2.1987823273650298,0.0012274682262866702
[8],2,"lr=1e-05, wd=0.01",20,layer4_lr0.0003_hd128_wd0.01_cosine,"lr0.0003,wd0.01",-2.142468320820464,6.473065955285723e-05
[8],2,"lr=1e-05, wd=0.01",20,layer4_lr0.001_hd128_wd0.0_cosine,"lr0.001,wd0.0",-2.2464802326254785,0.0011432449071010417
[8],2,"lr=1e-05, wd=0.01",20,layer4_lr0.001_hd128_wd0.01_cosine,"lr0.001,wd0.01",-1.9571133940705008,0.00010150988617743485
[8],2,"lr=1e-05, wd=0.01",20,layer4_lr0.003_hd128_wd0.0_cosine,"lr0.003,wd0.0",-2.224551696390533,0.0005968349203595206
[8],2,"lr=1e-05, wd=0.01",20,layer4_lr0.003_hd128_wd0.01_cosine,"lr0.003,wd0.01",-2.342866921782407,0.0003173652542331496
[8],2,"lr=1e-05, wd=0.01",50,layer4_lr1e-05_hd128_wd0.0_cosine,"lr1e-05,wd0.0",-3.30811440752005,1.6472263287153184e-06
[8],2,"lr=1e-05, wd=0.01",50,layer4_lr1e-05_hd128_wd0.01_cosine,"lr1e-05,wd0.01",-3.3364510913444336,6.09808360552913e-07
[8],2,"lr=1e-05, wd=0.01",50,layer4_lr3e-05_hd128_wd0.0_cosine,"lr3e-05,wd0.0",-3.363722778617851,5.028303025945321e-06
[8],2,"lr=1e-05, wd=0.01",50,layer4_lr3e-05_hd128_wd0.01_cosine,"lr3e-05,wd0.01",-3.6444177241796543,1.2644029494546751e-06
[8],2,"lr=1e-05, wd=0.01",50,layer4_lr0.0001_hd128_wd0.0_cosine,"lr0.0001,wd0.0",-2.588426477708266,7.807960243807356e-05
[8],2,"lr=1e-05, wd=0.01",50,layer4_lr0.0001_hd128_wd0.01_cosine,"lr0.0001,wd0.01",-3.974660903375319,9.665523415248381e-07
[8],2,"lr=1e-05, wd=0.01",50,layer4_lr0.0003_hd128_wd0.0_cosine,"lr0.0003,wd0.0",-2.3653466277261566,0.00016569881224293707
[8],2,"lr=1e-05, wd=0.01",50,layer4_lr0.0003_hd128_wd0.01_cosine,"lr0.0003,wd0.01",-3.6382334063825703,1.0574793513789452e-06
[8],2,"lr=1e-05, wd=0.01",50,layer4_lr0.001_hd128_wd0.0_cosine,"lr0.001,wd0.0",-2.208517557333539,5.03487915357736e-05
[8],2,"lr=1e-05, wd=0.01",50,layer4_lr0.001_hd128_wd0.01_cosine,"lr0.001,wd0.01",-3.081499443240561,0.00010897582762447975
[8],2,"lr=1e-05, wd=0.01",50,layer4_lr0.003_hd128_wd0.0_cosine,"lr0.003,wd0.0",-3.0862515609413377,0.0001823109146340343
[8],2,"lr=1e-05, wd=0.01",50,layer4_lr0.003_hd128_wd0.01_cosine,"lr0.003,wd0.01",-2.9277142946966057,0.00027400596457132084
[8],2,"lr=1e-05, wd=0.01",90,layer4_lr1e-05_hd128_wd0.0_cosine,"lr1e-05,wd0.0",-4.113030971136285,2.137391297749416e-06
[8],2,"lr=1e-05, wd=0.01",90,layer4_lr1e-05_hd128_wd0.01_cosine,"lr1e-05,wd0.01",-4.1702166433172785,4.361270754070838e-07
[8],2,"lr=1e-05, wd=0.01",90,layer4_lr3e-05_hd128_wd0.0_cosine,"lr3e-05,wd0.0",-4.069809744491613,1.497234314488579e-06
[8],2,"lr=1e-05, wd=0.01",90,layer4_lr3e-05_hd128_wd0.01_cosine,"lr3e-05,wd0.01",-4.16451570026447,6.305425198104654e-07
[8],2,"lr=1e-05, wd=0.01",90,layer4_lr0.0001_hd128_wd0.0_cosine,"lr0.0001,wd0.0",-3.5359622563208597,3.6215173688967096e-06
[8],2,"lr=1e-05, wd=0.01",90,layer4_lr0.0001_hd128_wd0.01_cosine,"lr0.0001,wd0.01",-4.182523589835495,6.72399365165525e-07
[8],2,"lr=1e-05, wd=0.01",90,layer4_lr0.0003_hd128_wd0.0_cosine,"lr0.0003,wd0.0",-3.487136272364194,1.252069882025691e-05
[8],2,"lr=1e-05, wd=0.01",90,layer4_lr0.0003_hd128_wd0.01_cosine,"lr0.0003,wd0.01",-4.149106198028709,2.946691179772573e-06
[8],2,"lr=1e-05, wd=0.01",90,layer4_lr0.001_hd128_wd0.0_cosine,"lr0.001,wd0.0",-3.330513661589857,6.38337357014472e-05
[8],2,"lr=1e-05, wd=0.01",90,layer4_lr0.001_hd128_wd0.01_cosine,"lr0.001,wd0.01",-3.868179741055672,2.7622435248821314e-06
[8],2,"lr=1e-05, wd=0.01",90,layer4_lr0.003_hd128_wd0.0_cosine,"lr0.003,wd0.0",-3.3797594104413675,4.2793740358591885e-05
[8],2,"lr=1e-05, wd=0.01",90,layer4_lr0.003_hd128_wd0.01_cosine,"lr0.003,wd0.01",-3.6080280424433555,1.6620009911679716e-05
[8],3,"lr=3e-05, wd=0.0",0,layer4_lr1e-05_hd128_wd0.0_cosine,"lr1e-05,wd0.0",-0.9419782735683306,0.008838486733409026
[8],3,"lr=3e-05, wd=0.0",0,layer4_lr1e-05_hd128_wd0.01_cosine,"lr1e-05,wd0.01",-1.0586556406103718,0.006481099522108611
[8],3,"lr=3e-05, wd=0.0",0,layer4_lr3e-05_hd128_wd0.0_cosine,"lr3e-05,wd0.0",-0.6679602971422393,0.013484777353553756
[8],3,"lr=3e-05, wd=0.0",0,layer4_lr3e-05_hd128_wd0.01_cosine,"lr3e-05,wd0.01",-0.9053602533162465,0.009327870098648001
[8],3,"lr=3e-05, wd=0.0",0,layer4_lr0.0001_hd128_wd0.0_cosine,"lr0.0001,wd0.0",-0.5857678514445961,0.014445206133347115
[8],3,"lr=3e-05, wd=0.0",0,layer4_lr0.0001_hd128_wd0.01_cosine,"lr0.0001,wd0.01",-0.789915566508354,0.011287225628049371
[8],3,"lr=3e-05, wd=0.0",0,layer4_lr0.0003_hd128_wd0.0_cosine,"lr0.0003,wd0.0",-0.667510566646393,0.012788788992452652
[8],3,"lr=3e-05, wd=0.0",0,layer4_lr0.0003_hd128_wd0.01_cosine,"lr0.0003,wd0.01",-0.7933421710146208,0.011184242868941728
[8],3,"lr=3e-05, wd=0.0",0,layer4_lr0.001_hd128_wd0.0_cosine,"lr0.001,wd0.0",-0.7234154301838174,0.011929866390612102
[8],3,"lr=3e-05, wd=0.0",0,layer4_lr0.001_hd128_wd0.01_cosine,"lr0.001,wd0.01",-0.9025969071496278,0.00924407190712985
[8],3,"lr=3e-05, wd=0.0",0,layer4_lr0.003_hd128_wd0.0_cosine,"lr0.003,wd0.0",-0.8007628114966406,0.010811965248418431
[8],3,"lr=3e-05, wd=0.0",0,layer4_lr0.003_hd128_wd0.01_cosine,"lr0.003,wd0.01",-1.0287455051913552,0.006650832501557183
[8],3,"lr=3e-05, wd=0.0",5,layer4_lr1e-05_hd128_wd0.0_cosine,"lr1e-05,wd0.0",-1.925777454537097,0.0011367462818650447
[8],3,"lr=3e-05, wd=0.0",5,layer4_lr1e-05_hd128_wd0.01_cosine,"lr1e-05,wd0.01",-2.058423698983659,0.0005173924774337657
[8],3,"lr=3e-05, wd=0.0",5,layer4_lr3e-05_hd128_wd0.0_cosine,"lr3e-05,wd0.0",-1.8422157610419672,0.00017507786068544486
[8],3,"lr=3e-05, wd=0.0",5,layer4_lr3e-05_hd128_wd0.01_cosine,"lr3e-05,wd0.01",-1.9352240455203342,6.029301644371373e-05
[8],3,"lr=3e-05, wd=0.0",5,layer4_lr0.0001_hd128_wd0.0_cosine,"lr0.0001,wd0.0",-1.6998492451417173,0.00015969942433438874
[8],3,"lr=3e-05, wd=0.0",5,layer4_lr0.0001_hd128_wd0.01_cosine,"lr0.0001,wd0.01",-1.8038620708186908,3.2240277617034966e-06
[8],3,"lr=3e-05, wd=0.0",5,layer4_lr0.0003_hd128_wd0.0_cosine,"lr0.0003,wd0.0",-1.5700299906680126,0.0016730436282875241
[8],3,"lr=3e-05, wd=0.0",5,layer4_lr0.0003_hd128_wd0.01_cosine,"lr0.0003,wd0.01",-1.720916233204318,1.8723127049341788e-05
[8],3,"lr=3e-05, wd=0.0",5,layer4_lr0.001_hd128_wd0.0_cosine,"lr0.001,wd0.0",-1.4544618997690482,0.0025168144050926977
[8],3,"lr=3e-05, wd=0.0",5,layer4_lr0.001_hd128_wd0.01_cosine,"lr0.001,wd0.01",-1.3263914761272717,0.0007093230314401054
[8],3,"lr=3e-05, wd=0.0",5,layer4_lr0.003_hd128_wd0.0_cosine,"lr0.003,wd0.0",-1.2787676304815374,0.0030797199571023465
[8],3,"lr=3e-05, wd=0.0",5,layer4_lr0.003_hd128_wd0.01_cosine,"lr0.003,wd0.01",-1.7745834486670053,0.0004647245702503925
[8],3,"lr=3e-05, wd=0.0",10,layer4_lr1e-05_hd128_wd0.0_cosine,"lr1e-05,wd0.0",-2.0991544301413945,0.00030892827103770913
[8],3,"lr=3e-05, wd=0.0",10,layer4_lr1e-05_hd128_wd0.01_cosine,"lr1e-05,wd0.01",-2.2005805713271425,0.0002657985050066807
